xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n41010002003	MRK 10:2!3	o	pron	personal	him	他	of Him	αὐτὸν	 	αὐτός	αὐτὸν	846	P-ASM		singular	masculine	accusative					092004	92.11			n41009039003
n41010002004	MRK 10:2!4		ptcl		if	吗	if	εἰ	 	εἰ	εἰ	1487	COND									089010	89.65			
n41010002005	MRK 10:2!5	v	verb		lawful	可以	it is lawful	ἔξεστιν	 	ἔξεστι(ν)	ἔξεστιν	1832	V-PAI-3S	third	singular			present	active	indicative		071004	71.32	A0:n41010002008		
n41010002006	MRK 10:2!6	adv	noun	common	man	人	for a husband	ἀνδρὶ	 	ἀνήρ	ἀνδρὶ	435	N-DSM		singular	masculine	dative					010004	10.53			
n41010002007	MRK 10:2!7	o	noun	common	wife	妻子	a wife	γυναῖκα	 	γυνή	γυναῖκα	1135	N-ASF		singular	feminine	accusative					010004	10.54			
n41010002008	MRK 10:2!8	v	verb		divorce	休	to divorce	ἀπολῦσαι	,	ἀπολύω	ἀπολῦσαι	630	V-AAN					aorist	active	infinitive		034010	34.78	A0:n41010002006 A1:n41010002007	n41010002006	
n41010002009	MRK 10:2!9	v	verb		test	试探	testing	πειράζοντες	 	πειράζω	πειράζοντες	3985	V-PAP-NPM		plural	masculine	nominative	present	active	participle		027003	27.31	A0:n00000000000 A1:n41010002010		
n41010002010	MRK 10:2!10	o	pron	personal	him	他	Him	αὐτόν	.	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n41009039003
n41010003001	MRK 10:3!1	s	det		he	他	-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			n41009039003
n41010003002	MRK 10:3!2		conj		and	就	And	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n41010003003	MRK 10:3!3	v	verb		answered	回答	He answering	ἀποκριθεὶς	 	ἀποκρίνομαι	ἀποκριθεὶς	611	V-AOP-NSM		singular	masculine	nominative	aorist	passive	participle		033014	33.184	A1:n41009039003	n41009039003	
n41010003004	MRK 10:3!4	v	verb		said	说	said	εἶπεν	 	λέγω	εἶπεν	2036	V-2AAI-3S	third	singular			aorist	active	indicative		033006	33.69	A0:n41010003001 A2:n41010003005		
n41010003005	MRK 10:3!5	io	pron	personal	them	他们	to them	αὐτοῖς	·	αὐτός	αὐτοῖς	846	P-DPM		plural	masculine	dative					092004	92.11			n00000000000
n41010003006	MRK 10:3!6	o	pron	interrogative	what	什么	What	Τί	 	τίς	Τί	5101	I-ASN		singular	neuter	accusative					092004	92.14			
n41010003007	MRK 10:3!7	io	pron	personal	you	你们	you	ὑμῖν	 	σύ	ὑμῖν	5213	P-2DP		plural		dative					092003	92.7			n00000000000
n41010003008	MRK 10:3!8	v	verb		command	吩咐	did command	ἐνετείλατο	 	ἐντέλλομαι	ἐνετείλατο	1781	V-ADI-3S	third	singular			aorist	middle	indicative		033032	33.329	A1:n41010003006 A2:n41010003007 A0:n41010003009		
n41010003009	MRK 10:3!9	s	noun	proper	Moses	摩西	Moses	Μωϋσῆς	;	Μωϋσῆς	Μωϋσῆς	3475	N-NSM		singular	masculine	nominative					093001	93.266			
n41010004001	MRK 10:4!1	s	det		they	他们	-	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			n00000000000
n41010004002	MRK 10:4!2		conj		so	就	And	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n41010004003	MRK 10:4!3	v	verb		said	说	they said	εἶπαν	·	λέγω	εἶπαν	2036	V-2AAI-3P	third	plural			aorist	active	indicative		033006	33.69	A0:n41010004001		
n41010004004	MRK 10:4!4	v	verb		permitted	准许	Permitted	Ἐπέτρεψεν	 	ἐπιτρέπω	Ἐπέτρεψεν	2010	V-AAI-3S	third	singular			aorist	active	indicative		013004	13.138	A0:n41010004005 A1:n41010004008;n41010004010		
n41010004005	MRK 10:4!5	s	noun	proper	Moses	摩西	Moses	Μωϋσῆς	 	Μωϋσῆς	Μωϋσῆς	3475	N-NSM		singular	masculine	nominative					093001	93.266			
n41010004006	MRK 10:4!6		noun	common	certificate	书	a roll	βιβλίον	 	βιβλίον	βιβλίον	975	N-ASN		singular	neuter	accusative					033005	33.38			
n41010004007	MRK 10:4!7		noun	common	divorce	离婚	of divorce	ἀποστασίου	 	ἀποστάσιον	ἀποστασίου	647	N-GSN		singular	neuter	genitive					033005	33.41			
n41010004008	MRK 10:4!8	v	verb		write	写	to write	γράψαι	 	γράφω	γράψαι	1125	V-AAN					aorist	active	infinitive		033005	33.61	A0:n41010002006 A1:n41010004006	n41010002006	
n41010004009	MRK 10:4!9		conj		and	就	and	καὶ	 	καί	καὶ	2532	CONJ									089015	89.87			
n41010004010	MRK 10:4!10	v	verb		send ~ away	休妻	to send [her] away	ἀπολῦσαι	.	ἀπολύω	ἀπολῦσαι	630	V-AAN					aorist	active	infinitive		034010	34.78	A0:n41010002006	n41010002006	
n41010005001	MRK 10:5!1		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n41010005002	MRK 10:5!2		conj		but	而	But	δὲ	 	δέ	δὲ	1161	CONJ									089015	89.87			
n41010005003	MRK 10:5!3		noun	proper	Jesus	耶稣	Jesus	Ἰησοῦς	 	Ἰησοῦς	Ἰησοῦς	2424	N-NSM		singular	masculine	nominative					093001	93.169a			
n41010005004	MRK 10:5!4	v	verb		said	说	said	εἶπεν	 	λέγω	εἶπεν	2036	V-2AAI-3S	third	singular			aorist	active	indicative		033006	33.69	A0:n41010005003 A2:n41010005005		
n41010005005	MRK 10:5!5	io	pron	personal	them	他们	to them	αὐτοῖς	·	αὐτός	αὐτοῖς	846	P-DPM		plural	masculine	dative					092004	92.11			n00000000000
n41010005006	MRK 10:5!6		prep		because of	因为	Because of	Πρὸς	 	πρός	Πρὸς	4314	PREP									089004	89.7			
n41010005007	MRK 10:5!7		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41010005008	MRK 10:5!8		noun	common	hardness of heart	心硬	hardness of heart	σκληροκαρδίαν	 	σκληροκαρδία	σκληροκαρδίαν	4641	N-ASF		singular	feminine	accusative					088028	88.224			
n41010005009	MRK 10:5!9		pron	personal	your	你们的	of you	ὑμῶν	 	σύ	ὑμῶν	5216	P-2GP		plural		genitive					092003	92.7			n00000000000
n41010005010	MRK 10:5!10	v	verb		wrote	写	He wrote	ἔγραψεν	 	γράφω	ἔγραψεν	1125	V-AAI-3S	third	singular			aorist	active	indicative		033005	33.61	A0:n41010004005 A2:n41010005011 A1:n41010005013	n41010004005	
n41010005011	MRK 10:5!11	io	pron	personal	you	你们	for you	ὑμῖν	 	σύ	ὑμῖν	5213	P-2DP		plural		dative					092003	92.7			n00000000000
n41010005012	MRK 10:5!12		det				the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41010005013	MRK 10:5!13		noun	common	commandment	诫命	commandment	ἐντολὴν	 	ἐντολή	ἐντολὴν	1785	N-ASF		singular	feminine	accusative					033032	33.330			
n41010005014	MRK 10:5!14		pron	demonstrative	this	这	this	ταύτην	·	οὗτος	ταύτην	5026	D-ASF		singular	feminine	accusative					092007	92.29			n41010004008
n41010006001	MRK 10:6!1		prep		from	从	From	ἀπὸ	 	ἀπό	ἀπὸ	575	PREP									067006	67.131			
n41010006002	MRK 10:6!2		conj		but	但	however	δὲ	 	δέ	δὲ	1161	CONJ									089023	89.124			
n41010006003	MRK 10:6!3		noun	common	beginning	起初	[the] beginning	ἀρχῆς	 	ἀρχή	ἀρχῆς	746	N-GSF		singular	feminine	genitive					067003	67.65			
n41010006004	MRK 10:6!4		noun	common	creation	创造	of creation	κτίσεως	 	κτίσις	κτίσεως	2937	N-GSF		singular	feminine	genitive					042003	42.35			
n41010006005	MRK 10:6!5		adj		male	男	Male	ἄρσεν	 	ἄρσην	ἄρσεν	730	A-ASN		singular	neuter	accusative					079022	79.102			
n41010006006	MRK 10:6!6		conj		and	和	and	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41010006007	MRK 10:6!7		adj		female	女	female	θῆλυ	 	θῆλυς	θῆλυ	2338	A-ASN		singular	neuter	accusative					079022	79.103			
n41010006008	MRK 10:6!8	v	verb		made	造	He made	ἐποίησεν	 	ποιέω	ἐποίησεν	4160	V-AAI-3S	third	singular			aorist	active	indicative		042003	42.29	A0:n41009047019 A1:n41010006009	n41009047019	
n41010006009	MRK 10:6!9	o	pron	personal	them	他们	them	αὐτούς	·	ἑαυτοῦ	αὐτούς	848	P-APM		plural	masculine	accusative					092004	92.11			
n41010007001	MRK 10:7!1		prep		because of	为~缘故	On account of	ἕνεκεν	 	ἕνεκεν	ἕνεκεν	1752	PREP									089007	89.31			
n41010007002	MRK 10:7!2		pron	demonstrative	this	这	this	τούτου	 	οὗτος	τούτου	5127	D-GSN		singular	neuter	genitive					092007	92.29			n41010006008
n41010007003	MRK 10:7!3	v	verb		leave	离开	will leave	καταλείψει	 	καταλείπω	καταλείψει	2641	V-FAI-3S	third	singular			future	active	indicative		034004	34.40	A0:n41010007004 A1:n41010007006;n41010007010		
n41010007004	MRK 10:7!4	s	noun	common	man	人	a man	ἄνθρωπος	 	ἄνθρωπος	ἄνθρωπος	444	N-NSM		singular	masculine	nominative					009002	9.24			
n41010007005	MRK 10:7!5		det		the		the	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n41010007006	MRK 10:7!6		noun	common	father	父亲	father	πατέρα	 	πατήρ	πατέρα	3962	N-ASM		singular	masculine	accusative					010002	10.14			
n41010007007	MRK 10:7!7		pron	personal	his	他	of him	αὐτοῦ	 	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n41010007004
n41010007008	MRK 10:7!8		conj		and	和	and	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41010007009	MRK 10:7!9		det		the		-	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41010007010	MRK 10:7!10		noun	common	mother	母亲	mother	μητέρα	 	μήτηρ	μητέρα	3384	N-ASF		singular	feminine	accusative					010002	10.16			
n41010007011	MRK 10:7!11		conj		and			καὶ	 	καί	καὶ	2532	CONJ													
n41010007012	MRK 10:7!12	v	verb		joined	结合		προσκολληθήσεται	 	προσκολλάομαι	προσκολληθήσεται	4347	V-FPI-3S	third	singular			future	passive	indicative		034002	34.22		n41010007004	
n41010007013	MRK 10:7!13		prep		to	和		πρὸς	 	πρός	πρὸς	4314	PREP													
n41010007014	MRK 10:7!14		det		the			τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative									
n41010007015	MRK 10:7!15		noun	common	wife	妻子		γυναῖκα	 	γυνή	γυναῖκα	1135	N-ASF		singular	feminine	accusative					010004	10.54			
n41010007016	MRK 10:7!16		pron	personal	his	他		αὐτοῦ	,	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive									n41010007004
n41010008001	MRK 10:8!1		conj		and	就	and	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41010008002	MRK 10:8!2	vc	verb		become	成为	will be	ἔσονται	 	εἰμί	ἔσονται	2071	V-FDI-3P	third	plural			future	middle	indicative		013001	13.4			
n41010008003	MRK 10:8!3		det		the		the	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n41010008004	MRK 10:8!4		num		two	二	two	δύο	 	δύο	δύο	1417	A-NUI									060002	60.11			
n41010008005	MRK 10:8!5		prep				for	εἰς	 	εἰς	εἰς	1519	PREP									013002	13.62			
n41010008006	MRK 10:8!6		noun	common	flesh	体	flesh	σάρκα	 	σάρξ	σάρκα	4561	N-ASF		singular	feminine	accusative					008001	8.4			
n41010008007	MRK 10:8!7		adj		one	一	one	μίαν	·	εἷς	μίαν	3391	A-ASF		singular	feminine	accusative					063001	63.4			
n41010008008	MRK 10:8!8		conj		so	这样	Therefore	ὥστε	 	ὥστε	ὥστε	5620	CONJ									089008	89.52			
n41010008009	MRK 10:8!9		adv		no longer	不再	no longer	οὐκέτι	 	οὐκέτι	οὐκέτι	3765	ADV-N									067006	67.130			
n41010008010	MRK 10:8!10	vc	verb		are	是	they are	εἰσὶν	 	εἰμί	εἰσὶν	1526	V-PAI-3P	third	plural			present	active	indicative		013001	13.4		n41010008004	
n41010008011	MRK 10:8!11	p	num		two	两	two	δύο	 	δύο	δύο	1417	A-NUI									060002	60.11			
n41010008012	MRK 10:8!12		conj		but	而	but	ἀλλὰ	 	ἀλλά	ἀλλὰ	235	CONJ									089023	89.125			
n41010008013	MRK 10:8!13		adj		one	一体了	one	μία	 	εἷς	μία	3391	A-NSF		singular	feminine	nominative					060002	60.10			
n41010008014	MRK 10:8!14		noun	common	flesh		flesh	σάρξ	·	σάρξ	σάρξ	4561	N-NSF		singular	feminine	nominative					008001	8.4			
n41010009001	MRK 10:9!1	o	pron	relative	what	所~的	What	ὃ	 	ὅς	ὃ	3739	R-ASN		singular	neuter	accusative					092006	92.27			
n41010009002	MRK 10:9!2		conj		therefore	所以	therefore	οὖν	 	οὖν	οὖν	3767	CONJ									089008	89.50			
n41010009003	MRK 10:9!3		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n41010009004	MRK 10:9!4		noun	common	God	神	God	θεὸς	 	θεός	θεὸς	2316	N-NSM		singular	masculine	nominative					012001	12.1			
n41010009005	MRK 10:9!5	v	verb		joined together	配合	has joined together	συνέζευξεν	 	συζεύγνυμι	συνέζευξεν	4801	V-AAI-3S	third	singular			aorist	active	indicative		034010	34.73	A1:n41010009001 A0:n41010009004		
n41010009006	MRK 10:9!6	s	noun	common	man	人	man	ἄνθρωπος	 	ἄνθρωπος	ἄνθρωπος	444	N-NSM		singular	masculine	nominative					009001	9.1			
n41010009007	MRK 10:9!7	adv	adv		not	不	not	μὴ	 	μή	μὴ	3361	PRT-N									069002	69.3			
n41010009008	MRK 10:9!8	v	verb		separate	分开	let separate	χωριζέτω	.	χωρίζω	χωριζέτω	5563	V-PAM-3S	third	singular			present	active	imperative		034010	34.78	A1:n41010009005 A0:n41010009006		
n41010010001	MRK 10:10!1		conj		and	接着	And	Καὶ	 	καί	Καὶ	2532	CONJ									089015	89.87			
n41010010002	MRK 10:10!2		prep		in	回到~里	in	εἰς	 	εἰς	εἰς	1519	PREP									083003	83.13			
n41010010003	MRK 10:10!3		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41010010004	MRK 10:10!4		noun	common	house	屋子	house	οἰκίαν	 	οἰκία	οἰκίαν	3614	N-ASF		singular	feminine	accusative					007002	7.3			
n41010010005	MRK 10:10!5	adv	adv		again	又	again	πάλιν	 	πάλιν	πάλιν	3825	ADV									067002	67.55			
n41010010006	MRK 10:10!6		det		the		the	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n41010010007	MRK 10:10!7		noun	common	disciples	门徒	disciples	μαθηταὶ	 	μαθητής	μαθηταὶ	3101	N-NPM		plural	masculine	nominative					036004	36.38			
n41010010008	MRK 10:10!8		prep		about		concerning	περὶ	 	περί	περὶ	4012	PREP									090006	90.24			
n41010010009	MRK 10:10!9		pron	demonstrative	this	这	this	τούτου	 	οὗτος	τούτου	5127	D-GSN		singular	neuter	genitive					092007	92.29			n41010002005
n41010010010	MRK 10:10!10	v	verb		asked	问	were asking	ἐπηρώτων	 	ἐπερωτάω	ἐπηρώτων	1905	V-IAI-3P	third	plural			imperfect	active	indicative		033014	33.180	A0:n41010010007 A1:n41010010011		
n41010010011	MRK 10:10!11	o	pron	personal	him	他	Him	αὐτόν	.	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n41010005003
n41010011001	MRK 10:11!1		conj		and	就	And	καὶ	 	καί	καὶ	2532	CONJ									089015	89.87			
n41010011002	MRK 10:11!2	v	verb		said	说	He says	λέγει	 	λέγω	λέγει	3004	V-PAI-3S	third	singular			present	active	indicative		033006	33.69	A0:n41010005003 A2:n41010011003	n41010005003	
n41010011003	MRK 10:11!3	io	pron	personal	them	他们	to them	αὐτοῖς	·	αὐτός	αὐτοῖς	846	P-DPM		plural	masculine	dative					092004	92.11			n41010010007
n41010011004	MRK 10:11!4	s	pron	relative	*whoever	谁	Whoever	Ὃς	 	ὅς	Ὃς	3739	R-NSM		singular	masculine	nominative					092006	92.27			
n41010011005	MRK 10:11!5		ptcl		*	如果	-	ἂν	 	ἄν	ἂν	302	PRT									071001	71.8			
n41010011006	MRK 10:11!6	v	verb		divorces	休	shall divorce	ἀπολύσῃ	 	ἀπολύω	ἀπολύσῃ	630	V-AAS-3S	third	singular			aorist	active	subjunctive		034010	34.78	A0:n41010011004 A1:n41010011008		
n41010011007	MRK 10:11!7		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41010011008	MRK 10:11!8		noun	common	wife	妻子	wife	γυναῖκα	 	γυνή	γυναῖκα	1135	N-ASF		singular	feminine	accusative					010004	10.54			
n41010011009	MRK 10:11!9		pron	personal	his	自己	of him	αὐτοῦ	 	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n41010011004
n41010011010	MRK 10:11!10		conj		and	再	and	καὶ	 	καί	καὶ	2532	CONJ									089015	89.87			
n41010011011	MRK 10:11!11	v	verb		marries	娶	shall marry	γαμήσῃ	 	γαμέω	γαμήσῃ	1060	V-AAS-3S	third	singular			aorist	active	subjunctive		034010	34.66	A0:n41010011004 A1:n41010011012	n41010011004	
n41010011012	MRK 10:11!12	o	adj	substantive	another	另	another	ἄλλην	 	ἄλλος	ἄλλην	243	A-ASF		singular	feminine	accusative					058006	58.37			
n41010011013	MRK 10:11!13	v	verb		commits adultery	犯奸淫	commits adultery	μοιχᾶται	 	μοιχάομαι	μοιχᾶται	3429	V-PNI-3S	third	singular			present	middle	indicative		088036	88.276	A0:n41010011006;n41010011011		
n41010011014	MRK 10:11!14		prep		against	辜负	against	ἐπ	’	ἐπί	ἐπ	1909	PREP									090008	90.34			
n41010011015	MRK 10:11!15		pron	personal	her	她	her	αὐτήν	,	ἑαυτοῦ	αὐτήν	848	P-ASF		singular	feminine	accusative					092004	92.11			n41010011008
n41010012001	MRK 10:12!1		conj		and	而	And	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41010012002	MRK 10:12!2		conj		if	若~也	if	ἐὰν	 	ἐάν	ἐὰν	1437	COND									089010	89.67			
n41010012003	MRK 10:12!3	s	pron	personal	she	妻子	a woman	αὐτὴ	 	αὐτός	αὐτὴ	846	P-NSF		singular	feminine	nominative					092004	92.11			n41010011008
n41010012004	MRK 10:12!4	v	verb		divorces	离弃	having divorced	ἀπολύσασα	 	ἀπολύω	ἀπολύσασα	630	V-AAP-NSF		singular	feminine	nominative	aorist	active	participle		034010	34.78	A0:n41010011008 A1:n41010012006	n41010011008	
n41010012005	MRK 10:12!5		det		the		the	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n41010012006	MRK 10:12!6		noun	common	husband	丈夫	husband	ἄνδρα	 	ἀνήρ	ἄνδρα	435	N-ASM		singular	masculine	accusative					010004	10.53			
n41010012007	MRK 10:12!7		pron	personal	her	她的	of her	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive					092004	92.11			n41010011008
n41010012008	MRK 10:12!8	v	verb		marries	嫁	should marry	γαμήσῃ	 	γαμέω	γαμήσῃ	1060	V-AAS-3S	third	singular			aorist	active	subjunctive		034010	34.66	A0:n41010012003 A1:n41010012009		
n41010012009	MRK 10:12!9	o	adj		another	另	another	ἄλλον	 	ἄλλος	ἄλλον	243	A-ASM		singular	masculine	accusative					058006	58.37			
n41010012010	MRK 10:12!10	v	verb		commits adultery	犯奸淫	she commits adultery	μοιχᾶται	.	μοιχάομαι	μοιχᾶται	3429	V-PNI-3S	third	singular			present	middle	indicative		088036	88.276	A0:n41010011008	n41010011008	
n41010013001	MRK 10:13!1		conj		and	接着	And	Καὶ	 	καί	Καὶ	2532	CONJ									089015	89.87			
