xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n41009041022	MRK 9:41!22		pron	personal	his	他	of him	αὐτοῦ	.	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n41009041011
n41009042001	MRK 9:42!1		conj		and	而	And	Καὶ	 	καί	Καὶ	2532	CONJ									089017	89.92			
n41009042002	MRK 9:42!2	s	pron	relative	*whoever	谁	whoever	ὃς	 	ὅς	ὃς	3739	R-NSM		singular	masculine	nominative					092006	92.27			
n41009042003	MRK 9:42!3		ptcl		*	要是	-	ἂν	 	ἄν	ἂν	302	PRT									071001	71.8			
n41009042004	MRK 9:42!4	v	verb		causes ~ tosin	使~跌倒	might cause to stumble	σκανδαλίσῃ	 	σκανδαλίζω	σκανδαλίσῃ	4624	V-AAS-3S	third	singular			aorist	active	subjunctive		088038	88.304	A0:n41009042002 A1:n41009042005		
n41009042005	MRK 9:42!5		adj	substantive	one	一	one	ἕνα	 	εἷς	ἕνα	1520	A-ASM		singular	masculine	accusative					092004	92.22			
n41009042006	MRK 9:42!6		det		ones	中之	of the	τῶν	 	ὁ	τῶν	3588	T-GPM		plural	masculine	genitive					092004	92.24			
n41009042007	MRK 9:42!7		adj		little	小子	little ones	μικρῶν	 	μικρός	μικρῶν	3398	A-GPM		plural	masculine	genitive					087004	87.58			
n41009042008	MRK 9:42!8		pron	demonstrative	these	这些	these	τούτων	 	οὗτος	τούτων	5130	D-GPM		plural	masculine	genitive					092007	92.29			
n41009042009	MRK 9:42!9		det		the ones		-	τῶν	 	ὁ	τῶν	3588	T-GPM		plural	masculine	genitive					092004	92.24			
n41009042010	MRK 9:42!10	v	verb		believe	信	believing	πιστευόντων	 	πιστεύω	πιστευόντων	4100	V-PAP-GPM		plural	masculine	genitive	present	active	participle		031010	31.102	A0:n41009042007	n41009042007	
n41009042011	MRK 9:42!11		prep		in			εἰς	 	εἰς	εἰς	1519	PREP													
n41009042012	MRK 9:42!12		pron	personal	me	我		ἐμέ	,	ἐγώ	ἐμέ	1691	P-AS-		singular		accusative									n41009039003
n41009042013	MRK 9:42!13	p	adj		better	好	better	καλόν	 	καλός	καλόν	2570	A-NSN		singular	neuter	nominative					065005	65.43			
n41009042014	MRK 9:42!14	vc	verb		be	这是	it is	ἐστιν	 	εἰμί	ἐστιν	2076	V-PAI-3S	third	singular			present	active	indicative		013001	13.1	A0:n00000000000		
n41009042015	MRK 9:42!15	adv	pron	personal	him	他	for him	αὐτῷ	 	αὐτός	αὐτῷ	846	P-DSM		singular	masculine	dative					092004	92.11			n41009042004
n41009042016	MRK 9:42!16	adv	adv		rather	更	rather	μᾶλλον	 	μᾶλλον	μᾶλλον	3123	ADV									089023	89.126			
n41009042017	MRK 9:42!17		conj		if	假使	if	εἰ	 	εἰ	εἰ	1487	COND									089010	89.65			
n41009042018	MRK 9:42!18	v	verb		hung	拴	is put	περίκειται	 	περίκειμαι	περίκειται	4029	V-PNI-3S	third	singular			present	middle	indicative		085002	85.54	A0:n41009042019		
n41009042019	MRK 9:42!19		noun	common	millstone	一块驴牵的	a millstone	μύλος	 	μύλος	μύλος	3458	N-NSM		singular	masculine	nominative					007007	7.69			
n41009042020	MRK 9:42!20		adj		large	磨石	heavy	ὀνικὸς	 	ὀνικός	ὀνικὸς	3684	A-NSM		singular	masculine	nominative					004001	4.32			
n41009042021	MRK 9:42!21		prep		around	在~上	around	περὶ	 	περί	περὶ	4012	PREP									083004	83.18			
n41009042022	MRK 9:42!22		det		the		the	τὸν	 	ὁ	τὸν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n41009042023	MRK 9:42!23		noun	common	neck	脖子	neck	τράχηλον	 	τράχηλος	τράχηλον	5137	N-ASM		singular	masculine	accusative					008002	8.25			
n41009042024	MRK 9:42!24		pron	personal	his	他	of him	αὐτοῦ	 	αὐτός	αὐτοῦ	846	P-GSM		singular	masculine	genitive					092004	92.11			n41009042004
n41009042025	MRK 9:42!25		conj		and	而且	and	καὶ	 	καί	καὶ	2532	CONJ									089015	89.87			
n41009042026	MRK 9:42!26	v	verb		thrown	扔	he has been cast	βέβληται	 	βάλλω	βέβληται	906	V-RPI-3S	third	singular			perfect	passive	indicative		015026	15.215	A1:n41009042004	n41009042004	
n41009042027	MRK 9:42!27		prep		into	在~里	into	εἰς	 	εἰς	εἰς	1519	PREP									084002	84.22			
n41009042028	MRK 9:42!28		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41009042029	MRK 9:42!29		noun	common	sea	海	sea	θάλασσαν	.	θάλασσα	θάλασσαν	2281	N-ASF		singular	feminine	accusative					001010	1.69			
n41009043001	MRK 9:43!1		conj		and	而	And	Καὶ	 	καί	Καὶ	2532	CONJ									089017	89.92			
n41009043002	MRK 9:43!2		conj		if	如果~就	if	ἐὰν	 	ἐάν	ἐὰν	1437	COND									089010	89.67			
n41009043003	MRK 9:43!3	v	verb		causes ~ tosin	使~犯罪		σκανδαλίζῃ	 	σκανδαλίζω	σκανδαλίζῃ	4624	V-PAS-3S	third	singular			present	active	subjunctive		088038	88.304			
n41009043004	MRK 9:43!4	o	pron	personal	you	你	you	σε	 	σύ	σε	4571	P-2AS		singular		accusative					092003	92.6			n41009035005
n41009043005	MRK 9:43!5		det		the		the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n41009043006	MRK 9:43!6		noun	common	hand	手	hand	χείρ	 	χείρ	χείρ	5495	N-NSF		singular	feminine	nominative					008002	8.30			
n41009043007	MRK 9:43!7		pron	personal	your	你的	of you	σου	,	σύ	σου	4675	P-2GS		singular		genitive					092003	92.6			n41009035005
n41009043008	MRK 9:43!8	v	verb		cut ~ off	砍掉	cut off	ἀπόκοψον	 	ἀποκόπτω	ἀπόκοψον	609	V-AAM-2S	second	singular			aorist	active	imperative		019002	19.18	A0:n41009035005 A1:n41009043009	n41009035005	
n41009043009	MRK 9:43!9	o	pron	personal	it	它	it	αὐτήν	·	ἑαυτοῦ	αὐτήν	848	P-ASF		singular	feminine	accusative					092004	92.11			n41009043006
n41009043010	MRK 9:43!10	p	adj		better	倒好	better	καλόν	 	καλός	καλόν	2570	A-NSN		singular	neuter	nominative					065005	65.43			
n41009043011	MRK 9:43!11	vc	verb		is	这	it is	ἐστίν	 	εἰμί	ἐστίν	2076	V-PAI-3S	third	singular			present	active	indicative		013001	13.1			
n41009043012	MRK 9:43!12	s	pron	personal	you	你	for you	σε	 	σύ	σε	4571	P-2AS		singular		accusative					092003	92.6			n41009035005
n41009043013	MRK 9:43!13	adv	adj		maimed	残废	crippled	κυλλὸν	 	κυλλός	κυλλὸν	2948	A-ASM		singular	masculine	accusative					023009	23.176			
n41009043014	MRK 9:43!14	v	verb		enter	进入	to enter	εἰσελθεῖν	 	εἰσέρχομαι	εἰσελθεῖν	1525	V-2AAN					aorist	active	infinitive		090013	90.70	A0:n41009043012		
n41009043015	MRK 9:43!15		prep		into		into	εἰς	 	εἰς	εἰς	1519	PREP									089008	89.48			
n41009043016	MRK 9:43!16		det				-	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41009043017	MRK 9:43!17		noun	common	life	永生	life	ζωὴν	 	ζωή	ζωὴν	2222	N-ASF		singular	feminine	accusative					023007	23.88			
n41009043018	MRK 9:43!18		conj		than	比	than	ἢ	 	ἤ	ἢ	2228	PRT									064	64.18			
n41009043019	MRK 9:43!19		det		the		-	τὰς	 	ὁ	τὰς	3588	T-APF		plural	feminine	accusative					092004	92.24			
n41009043020	MRK 9:43!20		num		two	两	two	δύο	 	δύο	δύο	1417	A-NUI									060002	60.11			
n41009043021	MRK 9:43!21		noun	common	hands	手	hands	χεῖρας	 	χείρ	χεῖρας	5495	N-APF		plural	feminine	accusative					008002	8.30			
n41009043022	MRK 9:43!22	v	verb		having	有	having	ἔχοντα	 	ἔχω	ἔχοντα	2192	V-PAP-ASM		singular	masculine	accusative	present	active	participle		057001	57.1	A0:n41009035005 A1:n41009043021	n41009035005	
n41009043023	MRK 9:43!23	v	verb		go	下	to go away	ἀπελθεῖν	 	ἀπέρχομαι	ἀπελθεῖν	565	V-2AAN					aorist	active	infinitive		015004	15.37	A0:n41009035005	n41009035005	
n41009043024	MRK 9:43!24		prep		to	里	into	εἰς	 	εἰς	εἰς	1519	PREP									084002	84.22			
n41009043025	MRK 9:43!25		det				-	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41009043026	MRK 9:43!26		noun	common	hell	地狱	hell	γέενναν	,	γέεννα	γέενναν	1067	N-ASF		singular	feminine	accusative					001003	1.21			
n41009043027	MRK 9:43!27		prep		into	入~里	into	εἰς	 	εἰς	εἰς	1519	PREP									084002	84.22			
n41009043028	MRK 9:43!28		det		the	那	the	τὸ	 	ὁ	τὸ	3588	T-ASN		singular	neuter	accusative					092004	92.24			
n41009043029	MRK 9:43!29		noun	common	fire	火	fire	πῦρ	 	πῦρ	πῦρ	4442	N-ASN		singular	neuter	accusative					002003	2.3			
n41009043030	MRK 9:43!30		det		the		-	τὸ	 	ὁ	τὸ	3588	T-ASN		singular	neuter	accusative					092004	92.24			
n41009043031	MRK 9:43!31		adj		unquenchable	不灭的	unquenchable	ἄσβεστον	.	ἄσβεστος	ἄσβεστον	762	A-ASN		singular	neuter	accusative					014008	14.71			
n41009045001	MRK 9:45!1		conj		and	又	And	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41009045002	MRK 9:45!2		conj		if	如果~就	if	ἐὰν	 	ἐάν	ἐὰν	1437	COND									089010	89.67			
n41009045003	MRK 9:45!3		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n41009045004	MRK 9:45!4		noun	common	foot	脚	foot	πούς	 	πούς	πούς	4228	N-NSM		singular	masculine	nominative					008002	8.49			
n41009045005	MRK 9:45!5		pron	personal	your	你的	of you	σου	 	σύ	σου	4675	P-2GS		singular		genitive					092003	92.6			n41009035005
n41009045006	MRK 9:45!6	v	verb		causes ~ tosin	使~犯罪	should cause to stumble	σκανδαλίζῃ	 	σκανδαλίζω	σκανδαλίζῃ	4624	V-PAS-3S	third	singular			present	active	subjunctive		088038	88.304	A0:n41009045004 A1:n41009045007		
n41009045007	MRK 9:45!7	o	pron	personal	you	你	you	σε	,	σύ	σε	4571	P-2AS		singular		accusative					092003	92.6			n41009035005
n41009045008	MRK 9:45!8	v	verb		cut ~ off	砍掉	cut off	ἀπόκοψον	 	ἀποκόπτω	ἀπόκοψον	609	V-AAM-2S	second	singular			aorist	active	imperative		019002	19.18	A0:n41009035005 A1:n41009045009	n41009035005	
n41009045009	MRK 9:45!9	o	pron	personal	it	它	it	αὐτόν	·	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n41009045004
n41009045010	MRK 9:45!10	p	adj		better	倒好	better	καλόν	 	καλός	καλόν	2570	A-NSN		singular	neuter	nominative					065005	65.43			
n41009045011	MRK 9:45!11	vc	verb		is	这	it is	ἐστίν	 	εἰμί	ἐστίν	2076	V-PAI-3S	third	singular			present	active	indicative		013001	13.1			
n41009045012	MRK 9:45!12	s	pron	personal	you	你	for you	σε	 	σύ	σε	4571	P-2AS		singular		accusative					092003	92.6			n41009035005
n41009045013	MRK 9:45!13	v	verb		enter	进入	to enter	εἰσελθεῖν	 	εἰσέρχομαι	εἰσελθεῖν	1525	V-2AAN					aorist	active	infinitive		090013	90.70	A0:n41009045012		
n41009045014	MRK 9:45!14		prep		into		into	εἰς	 	εἰς	εἰς	1519	PREP									013002	13.62			
n41009045015	MRK 9:45!15		det				-	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41009045016	MRK 9:45!16		noun	common	life	永生	life	ζωὴν	 	ζωή	ζωὴν	2222	N-ASF		singular	feminine	accusative					023007	23.88			
n41009045017	MRK 9:45!17	adv	adj		lame	瘸腿	lame	χωλὸν	 	χωλός	χωλὸν	5560	A-ASM		singular	masculine	accusative					023009	23.175			
n41009045018	MRK 9:45!18		conj		than	比	than	ἢ	 	ἤ	ἢ	2228	PRT									064	64.18			
n41009045019	MRK 9:45!19		det		the		the	τοὺς	 	ὁ	τοὺς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n41009045020	MRK 9:45!20		num		two	两	two	δύο	 	δύο	δύο	1417	A-NUI									060002	60.11			
n41009045021	MRK 9:45!21		noun	common	feet	脚	feet	πόδας	 	πούς	πόδας	4228	N-APM		plural	masculine	accusative					008002	8.49			
n41009045022	MRK 9:45!22	v	verb		have	有	having	ἔχοντα	 	ἔχω	ἔχοντα	2192	V-PAP-ASM		singular	masculine	accusative	present	active	participle		057001	57.1	A0:n41009035005 A1:n41009045021	n41009035005	
n41009045023	MRK 9:45!23	v	verb		thrown	丢	to be cast	βληθῆναι	 	βάλλω	βληθῆναι	906	V-APN					aorist	passive	infinitive		015026	15.215	A1:n41009035005	n41009035005	
n41009045024	MRK 9:45!24		prep		into	在~里	into	εἰς	 	εἰς	εἰς	1519	PREP									013002	13.62			
n41009045025	MRK 9:45!25		det				-	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41009045026	MRK 9:45!26		noun	common	hell	地狱	hell	γέενναν	.	γέεννα	γέενναν	1067	N-ASF		singular	feminine	accusative					001003	1.21			
n41009047001	MRK 9:47!1		conj		and	又	And	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41009047002	MRK 9:47!2		conj		if	如果~就	if	ἐὰν	 	ἐάν	ἐὰν	1437	COND									089010	89.67			
n41009047003	MRK 9:47!3		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n41009047004	MRK 9:47!4		noun	common	eye	眼	eye	ὀφθαλμός	 	ὀφθαλμός	ὀφθαλμός	3788	N-NSM		singular	masculine	nominative					008002	8.23			
n41009047005	MRK 9:47!5		pron	personal	your	你的	of you	σου	 	σύ	σου	4675	P-2GS		singular		genitive					092003	92.6			n41009035005
n41009047006	MRK 9:47!6	v	verb		causes ~ tosin	使~犯罪	should cause to stumble	σκανδαλίζῃ	 	σκανδαλίζω	σκανδαλίζῃ	4624	V-PAS-3S	third	singular			present	active	subjunctive		088038	88.304	A0:n41009047004 A1:n41009047007		
n41009047007	MRK 9:47!7	o	pron	personal	you	你	you	σε	,	σύ	σε	4571	P-2AS		singular		accusative					092003	92.6			n41009035005
n41009047008	MRK 9:47!8	v	verb		tear ~ out	挖出来	cast out	ἔκβαλε	 	ἐκβάλλω	ἔκβαλε	1544	V-2AAM-2S	second	singular			aorist	active	imperative		015026	15.220	A0:n41009035005 A1:n41009047009	n41009035005	
n41009047009	MRK 9:47!9	o	pron	personal	it	它	it	αὐτόν	·	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n41009047004
n41009047010	MRK 9:47!10	p	adj		better	倒好	better	καλόν	 	καλός	καλόν	2570	A-NSN		singular	neuter	nominative					065005	65.43			
n41009047011	MRK 9:47!11	s	pron	personal	you	你	for you	σέ	 	σύ	σέ	4571	P-2AS		singular		accusative					092003	92.6			n41009035005
n41009047012	MRK 9:47!12	vc	verb		is	这	it is	ἐστιν	 	εἰμί	ἐστιν	2076	V-PAI-3S	third	singular			present	active	indicative		013001	13.1			
n41009047013	MRK 9:47!13	adv	adj		one eye	独眼	with one eye	μονόφθαλμον	 	μονόφθαλμος	μονόφθαλμον	3442	A-ASM		singular	masculine	accusative					024001	24.39			
n41009047014	MRK 9:47!14	v	verb		enter	进入	to enter	εἰσελθεῖν	 	εἰσέρχομαι	εἰσελθεῖν	1525	V-2AAN					aorist	active	infinitive		090013	90.70	A0:n41009047011		
n41009047015	MRK 9:47!15		prep		into		into	εἰς	 	εἰς	εἰς	1519	PREP									013002	13.62			
n41009047016	MRK 9:47!16		det		the		the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41009047017	MRK 9:47!17		noun	common	kingdom	国	kingdom	βασιλείαν	 	βασιλεία	βασιλείαν	932	N-ASF		singular	feminine	accusative					037004	37.64			
n41009047018	MRK 9:47!18		det				-	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n41009047019	MRK 9:47!19		noun	common	God	神	of God	θεοῦ	 	θεός	θεοῦ	2316	N-GSM		singular	masculine	genitive					012001	12.1			
n41009047020	MRK 9:47!20		conj		than	比	than	ἢ	 	ἤ	ἢ	2228	PRT									064	64.18			
n41009047021	MRK 9:47!21		num		two	两	two	δύο	 	δύο	δύο	1417	A-NUI									060002	60.11			
n41009047022	MRK 9:47!22		noun	common	eyes	眼	eyes	ὀφθαλμοὺς	 	ὀφθαλμός	ὀφθαλμοὺς	3788	N-APM		plural	masculine	accusative					008002	8.23			
n41009047023	MRK 9:47!23	v	verb		have	有	having	ἔχοντα	 	ἔχω	ἔχοντα	2192	V-PAP-ASM		singular	masculine	accusative	present	active	participle		057001	57.1	A0:n41009035005 A1:n41009047022	n41009035005	
n41009047024	MRK 9:47!24	v	verb		thrown	丢	to be cast	βληθῆναι	 	βάλλω	βληθῆναι	906	V-APN					aorist	passive	infinitive		015026	15.215	A1:n41009035005	n41009035005	
n41009047025	MRK 9:47!25		prep		into	在~里	into	εἰς	 	εἰς	εἰς	1519	PREP									013002	13.62			
n41009047026	MRK 9:47!26		det				-	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n41009047027	MRK 9:47!27		noun	common	hell	地狱	hell	γέενναν	,	γέεννα	γέενναν	1067	N-ASF		singular	feminine	accusative					001003	1.21			
n41009048001	MRK 9:48!1	adv	adv		where	在那里	where	ὅπου	 	ὅπου	ὅπου	3699	ADV									083002	83.5			n41009047027
n41009048002	MRK 9:48!2		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n41009048003	MRK 9:48!3		noun	common	worm	虫	worm	σκώληξ	 	σκώληξ	σκώληξ	4663	N-NSM		singular	masculine	nominative					004004	4.57			
n41009048004	MRK 9:48!4		pron	personal	their	其	of them	αὐτῶν	 	αὐτός	αὐτῶν	846	P-GPM		plural	masculine	genitive					092004	92.11			
n41009048005	MRK 9:48!5	adv	adv		not	不	not	οὐ	 	οὐ	οὐ	3756	PRT-N									069002	69.3			
n41009048006	MRK 9:48!6	v	verb		die	死	dies	τελευτᾷ	 	τελευτάω	τελευτᾷ	5053	V-PAI-3S	third	singular			present	active	indicative		023007	23.102	A0:n41009048003		
n41009048007	MRK 9:48!7		conj		and	也	and	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41009048008	MRK 9:48!8		det		the	那	the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n41009048009	MRK 9:48!9		noun	common	fire	火	fire	πῦρ	 	πῦρ	πῦρ	4442	N-NSN		singular	neuter	nominative					002003	2.3			
n41009048010	MRK 9:48!10	adv	adv		not	不	not	οὐ	 	οὐ	οὐ	3756	PRT-N									069002	69.3			
n41009048011	MRK 9:48!11	v	verb		quenched	灭	is quenched	σβέννυται	.	σβέννυμι	σβέννυται	4570	V-PPI-3S	third	singular			present	passive	indicative		014008	14.70	A1:n41009048009		
n41009049001	MRK 9:49!1	s	adj		everyone	所有	Everyone	Πᾶς	 	πᾶς	Πᾶς	3956	A-NSM		singular	masculine	nominative					059003	59.23			
n41009049002	MRK 9:49!2		conj		for	因为	for	γὰρ	 	γάρ	γὰρ	1063	CONJ									089007	89.23			
n41009049003	MRK 9:49!3	adv	noun	common	fire	火	with fire	πυρὶ	 	πῦρ	πυρὶ	4442	N-DSN		singular	neuter	dative					002003	2.3			
n41009049004	MRK 9:49!4	v	verb		salted	腌	will be salted	ἁλισθήσεται	.	ἁλίζω	ἁλισθήσεται	233	V-FPI-3S	third	singular			future	passive	indicative		005002	5.28	A1:n41009049001		
n41009050001	MRK 9:50!1	p	adj		good	好	Good [is]	καλὸν	 	καλός	καλὸν	2570	A-NSN		singular	neuter	nominative					065003	65.22			
n41009050002	MRK 9:50!2		det				the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n41009050003	MRK 9:50!3		noun	common	salt	盐	salt	ἅλας	·	ἅλας	ἅλας	217	N-NSN		singular	neuter	nominative					005002	5.25			
n41009050004	MRK 9:50!4		conj		if	若	if	ἐὰν	 	ἐάν	ἐὰν	1437	COND									089010	89.67			
n41009050005	MRK 9:50!5		conj		but	但	however	δὲ	 	δέ	δὲ	1161	CONJ									089023	89.124			
n41009050006	MRK 9:50!6		det		the	那	the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n41009050007	MRK 9:50!7		noun	common	salt	盐	salt	ἅλας	 	ἅλας	ἅλας	217	N-NSN		singular	neuter	nominative					005002	5.25			
n41009050008	MRK 9:50!8	p	adj		deprived of ~ saltcontent	不咸的	unsalty	ἄναλον	 	ἄναλος	ἄναλον	358	A-NSN		singular	neuter	nominative					005002	5.27			
n41009050009	MRK 9:50!9	vc	verb		becomes	成	becomes	γένηται	,	γίνομαι	γένηται	1096	V-2ADS-3S	third	singular			aorist	middle	subjunctive		013002	13.48			
n41009050010	MRK 9:50!10		prep		by	用	with	ἐν	 	ἐν	ἐν	1722	PREP									089012	89.76			
n41009050011	MRK 9:50!11		pron	interrogative	what	什么	what	τίνι	 	τίς	τίνι	5101	I-DSN		singular	neuter	dative					092004	92.14			
n41009050012	MRK 9:50!12	o	pron	personal	it	它	it	αὐτὸ	 	αὐτός	αὐτὸ	846	P-ASN		singular	neuter	accusative					092004	92.11			n41009050007
n41009050013	MRK 9:50!13	v	verb		make ~ salty	调味	will you season	ἀρτύσετε	;	ἀρτύω	ἀρτύσετε	741	V-FAI-2P	second	plural			future	active	indicative		046	46.14	A0:n41009035005 A1:n41009050012	n41009035005	
n41009050014	MRK 9:50!14	v	verb		have	有	Have	ἔχετε	 	ἔχω	ἔχετε	2192	V-PAM-2P	second	plural			present	active	imperative		057001	57.1	A0:n41009035005 A1:n41009050017	n41009035005	
n41009050015	MRK 9:50!15		prep		in	里面	in	ἐν	 	ἐν	ἐν	1722	PREP									083003	83.13			
n41009050016	MRK 9:50!16		pron	personal	yourselves	你们	yourselves	ἑαυτοῖς	 	ἑαυτοῦ	ἑαυτοῖς	1438	F-2DPM		plural	masculine	dative					092004	92.25			n41009035005
n41009050017	MRK 9:50!17	o	noun	common	salt	盐	salt	ἅλα	,	ἅλα	ἅλα	251	N-ASN		singular	neuter	accusative					005002	5.25			
n41009050018	MRK 9:50!18		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41009050019	MRK 9:50!19	v	verb		at peace	和睦	be at peace	εἰρηνεύετε	 	εἰρηνεύω	εἰρηνεύετε	1514	V-PAM-2P	second	plural			present	active	imperative		088014	88.102	A0:n41009035005	n41009035005	
n41009050020	MRK 9:50!20		prep		with		with	ἐν	 	ἐν	ἐν	1722	PREP									089020	89.119			
n41009050021	MRK 9:50!21		pron	personal	one another	彼此	one another	ἀλλήλοις	.	ἀλλήλων	ἀλλήλοις	240	C-DPM		plural	masculine	dative					092005	92.26			n41009035005
n41010001001	MRK 10:1!1		conj		then	后来	And	Καὶ	 	καί	Καὶ	2532	CONJ									089015	89.87			
n41010001002	MRK 10:1!2	adv	adv		from there	从那里	from there	ἐκεῖθεν	 	ἐκεῖθεν	ἐκεῖθεν	1564	ADV									084001	84.10			n41009033004
n41010001003	MRK 10:1!3	v	verb		set out	起身	having risen up	ἀναστὰς	 	ἀνίστημι	ἀναστὰς	450	V-2AAP-NSM		singular	masculine	nominative	aorist	active	participle		015004	15.36	A0:n41009039003	n41009039003	
n41010001004	MRK 10:1!4	v	verb		went	来到	He comes	ἔρχεται	 	ἔρχομαι	ἔρχεται	2064	V-PNI-3S	third	singular			present	middle	indicative		015006	15.81	A0:n41009039003	n41009039003	
n41010001005	MRK 10:1!5		prep		to		into	εἰς	 	εἰς	εἰς	1519	PREP									084002	84.22			
n41010001006	MRK 10:1!6		det		the		the	τὰ	 	ὁ	τὰ	3588	T-APN		plural	neuter	accusative					092004	92.24			
n41010001007	MRK 10:1!7		noun	common	region	地区	region	ὅρια	 	ὅριον	ὅρια	3725	N-APN		plural	neuter	accusative					001011	1.79			
n41010001008	MRK 10:1!8		det				-	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n41010001009	MRK 10:1!9		noun	proper	Judea	犹太	of Judea	Ἰουδαίας	 	Ἰουδαία	Ἰουδαίας	2449	N-GSF		singular	feminine	genitive					093002	93.486a			
n41010001010	MRK 10:1!10		conj		and	和	and	καὶ	 	καί	καὶ	2532	CONJ									089017	89.92			
n41010001011	MRK 10:1!11		prep		beyond	外	beyond	πέραν	 	πέραν	πέραν	4008	ADV									083007	83.43			
n41010001012	MRK 10:1!12		det		the		the	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n41010001013	MRK 10:1!13		noun	proper	Jordan	约旦河	Jordan	Ἰορδάνου	,	Ἰορδάνης	Ἰορδάνου	2446	N-GSM		singular	masculine	genitive					093002	93.485			
n41010001014	MRK 10:1!14		conj		and	而	And	καὶ	 	καί	καὶ	2532	CONJ									089015	89.87			
n41010001015	MRK 10:1!15	v	verb		gathered	聚集	come together	συμπορεύονται	 	συμπορεύομαι	συμπορεύονται	4848	V-PNI-3P	third	plural			present	middle	indicative		015013	15.123	A0:n41010001017		
n41010001016	MRK 10:1!16	adv	adv		again	又	again	πάλιν	 	πάλιν	πάλιν	3825	ADV									067002	67.55			
n41010001017	MRK 10:1!17	s	noun	common	crowds	群众	crowds	ὄχλοι	 	ὄχλος	ὄχλοι	3793	N-NPM		plural	masculine	nominative					011001	11.1			
n41010001018	MRK 10:1!18		prep		to	到	to	πρὸς	 	πρός	πρὸς	4314	PREP									084002	84.18			
n41010001019	MRK 10:1!19		pron	personal	him	他	Him	αὐτόν	,	αὐτός	αὐτόν	846	P-ASM		singular	masculine	accusative					092004	92.11			n41009039003
n41010001020	MRK 10:1!20		conj		and	就	and	καὶ	 	καί	καὶ	2532	CONJ									089015	89.87			
n41010001021	MRK 10:1!21		conj		as	照	as	ὡς	 	ὡς	ὡς	5613	ADV									064	64.12			
n41010001022	MRK 10:1!22	v	verb		custom	往常	He had been accustomed	εἰώθει	 	εἴωθα	εἰώθει	1486	V-LAI-3S	third	singular			pluperfect	active	indicative		041002	41.26	A0:n41009039003	n41009039003	
n41010001023	MRK 10:1!23	adv	adv		again	又	again	πάλιν	 	πάλιν	πάλιν	3825	ADV									067002	67.55			
n41010001024	MRK 10:1!24	v	verb		taught	教导	He was teaching	ἐδίδασκεν	 	διδάσκω	ἐδίδασκεν	1321	V-IAI-3S	third	singular			imperfect	active	indicative		033017	33.224	A0:n41009039003 A1:n41010001025	n41009039003	
n41010001025	MRK 10:1!25	o	pron	personal	them	他们	them	αὐτούς	.	ἑαυτοῦ	αὐτούς	848	P-APM		plural	masculine	accusative					092004	92.11			n41010001017
n41010002001	MRK 10:2!1		conj		and	而	And	Καὶ	 	καί	Καὶ	2532	CONJ									089015	89.87			
n41010002002	MRK 10:2!2	v	verb		asked	问	were demanding	ἐπηρώτων	 	ἐπερωτάω	ἐπηρώτων	1905	V-IAI-3P	third	plural			imperfect	active	indicative		033014	33.180	A0:n00000000000 A1:n41010002003		
