chapter_number,placement_before_verse,verse_id,text,pdf_page,printed_page,bbox,bbox_normalized,later_edition_candidates_same_verse,exact_match_to_later_edition
26,10,26:10,Moses,262,250,"[743.0, 1295.244, 879.249, 1339.725]","[0.437059, 0.470656, 0.517205, 0.486819]",Moses,True
26,69,26:69,Abraham,264,252,"[727.0, 1570.923, 920.247, 1615.827]","[0.427647, 0.56794, 0.541322, 0.584175]",Abraham,True
26,105,26:105,Noah,265,253,"[833.0, 1503.688, 951.247, 1548.901]","[0.49, 0.54187, 0.559557, 0.558163]",Noah,True
26,123,26:123,Hood,266,254,"[747.0, 526.966, 866.254, 571.813]","[0.439412, 0.191276, 0.509561, 0.207555]",Hûd,False
26,141,26:141,Saalih,266,254,"[739.0, 1766.194, 870.251, 1810.741]","[0.434706, 0.641087, 0.511912, 0.657256]",Sãleh,False
26,176,26:176,Shu’aib,267,255,"[794.0, 1991.597, 951.253, 2035.613]","[0.467059, 0.719768, 0.55956, 0.735675]",Shu'aib,False
26,192,26:192,The Guilty Isolated From Quran*,268,256,"[480.0, 792.93, 1151.253, 845.731]","[0.282353, 0.288129, 0.677207, 0.307315]",The Quran,False
27,7,27:7,Moses,270,258,"[742.0, 1120.378, 877.254, 1164.682]","[0.436471, 0.406523, 0.516031, 0.422599]",Moses,True
27,15,27:15,David and Solomon,270,258,"[613.0, 2152.636, 1013.24, 2200.553]","[0.360588, 0.781073, 0.596024, 0.798459]",David and Solomon,True
27,45,27:45,Saalih,273,261,"[821.0, 732.335, 951.247, 776.696]","[0.482941, 0.266013, 0.559557, 0.282127]",Sãleh,False
27,59,27:59,God Alone Worthy of Worship,274,262,"[523.0, 305.637, 1142.249, 361.459]","[0.307647, 0.110939, 0.671911, 0.131201]",Make No Distinction Among God's Messengers,False
27,67,27:67,Belief in the Hereafter: The Greatest Obstacle,274,262,"[382.0, 1585.502, 1318.26, 1652.044]","[0.224706, 0.5755, 0.775447, 0.599653]",,False
28,48,28:48,Quran: God’s Message to the World,279,267,"[519.0, 673.408, 1261.263, 737.439]","[0.305294, 0.245054, 0.741919, 0.268355]",The Torah and The Quran,False
28,57,28:57,Only God Guides,279,267,"[712.0, 1946.126, 1068.257, 1997.351]","[0.418824, 0.708197, 0.628386, 0.726838]",,False
28,76,28:76,Qaroon,281,269,"[799.0, 304.634, 959.248, 349.919]","[0.47, 0.11118, 0.564263, 0.127707]",Qãroon,False
29,18,29:18,Role Of the Messenger,283,271,"[654.0, 1168.93, 1117.253, 1221.731]","[0.384706, 0.426928, 0.657207, 0.446213]",,False
29,43,29:43,Muhammad Performed No Miracles*,285,273,"[509.0, 1412.636, 1253.239, 1460.553]","[0.299412, 0.515372, 0.737199, 0.532854]",,False
29,56,29:56,"Move Away, If You Have To",286,274,"[517.0, 992.768, 1100.247, 1047.1]","[0.304118, 0.361664, 0.647204, 0.381457]",Immigrate in the Cause of God,False
29,61,29:61,The Idol-Worshipers Believe in God,286,274,"[454.0, 1572.93, 1165.254, 1625.731]","[0.267059, 0.573016, 0.685444, 0.592252]",Most Believers Destined for Hell,False
30,17,30:17,Signs of God,289,277,"[742.0, 303.361, 1010.251, 352.959]","[0.436471, 0.110675, 0.594266, 0.12877]","Remember God, Always",False
30,28,30:28,Monotheism: Natural Instinct,289,277,"[572.0, 1796.535, 1190.236, 1881.482]","[0.336471, 0.65543, 0.700139, 0.686422]",Absurdity of Idol Worship,False
30,44,30:44,No Time Between Death and Resurrection*,291,279,"[375.0, 1655.812, 1363.26, 1719.31]","[0.220588, 0.604532, 0.801918, 0.627715]",,False
31,6,31:6,Quran versus Hadith*,292,280,"[582.0, 947.768, 1027.249, 1002.1]","[0.342353, 0.344768, 0.604264, 0.364533]",,False
31,12,31:12,Luqmaan s Wisdom,292,280,"[608.0, 1934.538, 1008.255, 1991.809]","[0.357647, 0.703724, 0.593091, 0.724558]",Luqmãn's Wisdom,False
31,20,31:20,Be Appreciative of God,293,281,"[638.0, 1413.36, 1116.248, 1462.959]","[0.375294, 0.514885, 0.656617, 0.532954]",,False
33,4,33:4,Forsake Traditions,297,285,"[698.0, 849.768, 1082.257, 904.1]","[0.410588, 0.307998, 0.636622, 0.327691]",Devotion to God Is Indivisible,False
33,9,33:9,The Battle of the Allies*,297,285,"[657.0, 1972.126, 1140.253, 2023.351]","[0.386471, 0.714797, 0.670737, 0.733364]",The Battle of the Parties,False
33,28,33:28,Instructions to All Women*,299,287,"[603.0, 1461.93, 1154.238, 1514.731]","[0.354706, 0.532191, 0.678963, 0.551413]",Special Responsibility For Being Close,False
33,36,33:36,Muhammad the Man uersus Muhammad the Messenger*,300,288,"[241.0, 1150.93, 1385.254, 1203.731]","[0.141765, 0.420662, 0.814855, 0.43996]","Major Error Committed by Muhammad
Muhammad the Man Disobeys Muhammad the Messenger",False
33,53,33:53,General Etiquette,302,290,"[653.0, 304.959, 1009.256, 351.133]","[0.384118, 0.110733, 0.59368, 0.127499]",Etiquette,False
33,59,33:59,Women Shall Dress Modestly,302,290,"[539.0, 1685.36, 1130.252, 1734.959]","[0.317059, 0.611968, 0.664854, 0.629978]",Dress Code for Women,False
33,72,33:72,Only The Humans Are Free To Choose,303,291,"[490.0, 1583.768, 1290.246, 1638.1]","[0.288235, 0.57487, 0.758969, 0.594592]",Freedom of Choice,False
34,10,34:10,David and Solomon,304,292,"[637.0, 2063.636, 1036.248, 2111.553]","[0.374706, 0.750686, 0.609558, 0.768117]",David and Solomon,True
34,15,34:15,Sheba,305,293,"[825.0, 748.387, 959.253, 793.997]","[0.485294, 0.271943, 0.564266, 0.288516]",,False
34,22,34:22,"Worship God, And Do Not Idolize Anyone",305,293,"[467.0, 2002.93, 1317.243, 2055.731]","[0.274706, 0.727809, 0.774849, 0.746995]",,False
34,28,34:28,Muhammad Sent To All The People,306,294,"[443.0, 886.93, 1167.253, 939.731]","[0.260588, 0.323461, 0.686619, 0.342717]",God's Messenger of the Covenant,False
35,9,35:9,Dignity Only With God,308,296,"[589.0, 1712.637, 1056.256, 1768.459]","[0.346471, 0.624367, 0.621327, 0.644717]",,False
36,13,36:13,Perennial Human Plague,312,300,"[569.0, 1622.126, 1067.243, 1673.351]","[0.334706, 0.591369, 0.62779, 0.610044]",Rejecting The Messengers: A Tragic Human Trait*,False
36,55,36:55,Heaven and Hell*,314,302,"[629.0, 1520.126, 991.255, 1571.351]","[0.37, 0.554184, 0.583091, 0.572859]",,False
36,65,36:65,The Video Tape*,315,303,"[713.0, 295.637, 1062.255, 351.459]","[0.419412, 0.10774, 0.624856, 0.128083]",,False
36,74,36:74,Your Idols Can Never Help You*,315,303,"[558.0, 1263.637, 1226.249, 1319.459]","[0.328235, 0.460509, 0.721323, 0.480852]",Powerless Idols,False
37,50,37:50,The People In Heaven Visit The People in Hell*,317,305,"[419.0, 1445.464, 1367.256, 1504.15]","[0.246471, 0.524669, 0.804268, 0.545971]",The Dwellers of Heaven Visit the Dwellers of Hell,False
37,69,37:69,Do Not Blindly Follow Your Parents,318,306,"[482.0, 819.637, 1210.251, 875.459]","[0.283529, 0.299575, 0.711913, 0.319978]",They Followed Their Parents Blindly,False
37,75,37:75,Noah and Abraham,318,306,"[646.0, 1265.93, 1052.244, 1318.731]","[0.38, 0.462694, 0.618967, 0.481992]",Noah,False
37,114,37:114,Moses and Aaron,319,307,"[714.0, 1423.603, 1075.256, 1474.199]","[0.42, 0.519753, 0.632503, 0.538225]",Moses and Aaron,True
37,123,37:123,Elias,319,307,"[847.0, 2042.222, 948.254, 2085.414]","[0.498235, 0.745609, 0.557796, 0.761378]",Elias,True
37,139,37:139,Jonah,320,308,"[757.0, 1094.15, 887.247, 1140.072]","[0.445294, 0.397151, 0.52191, 0.413819]",Jonah,True
37,149,37:149,Blasphemies Against God,320,308,"[563.0, 1755.126, 1083.254, 1806.351]","[0.331176, 0.637069, 0.637208, 0.655663]",,False
38,18,38:18,David,322,310,"[711.0, 2007.606, 886.246, 2092.459]","[0.418235, 0.731102, 0.521321, 0.762003]",,False
38,30,38:30,Solomon,323,311,"[773.0, 1656.565, 954.252, 1700.623]","[0.454706, 0.604365, 0.561325, 0.620439]",Solomon's Exemplary Devotion,False
38,45,38:45,Abraham And Descendants,324,312,"[540.0, 890.361, 1101.254, 939.959]","[0.317647, 0.323885, 0.647796, 0.341927]",,False
38,65,38:65,Satan Determined To Mislead Us,324,312,"[487.0, 2373.93, 1159.251, 2426.731]","[0.286471, 0.863561, 0.681912, 0.882769]",,False
39,11,39:11,Muhammad An Example,327,315,"[616.0, 1142.126, 1120.252, 1193.351]","[0.362353, 0.413964, 0.658972, 0.43253]",God ALONE,False
39,27,39:27,Quran: Sufficient Source of Jurisprudence,328,316,"[393.0, 1121.392, 1239.237, 1182.808]","[0.231176, 0.409566, 0.728963, 0.431997]",Quran: No Ambiguity,False
39,38,39:38,You May Believe In God And Still Go To Hell *,329,317,"[478.0, 1058.125, 1382.492, 1114.622]","[0.281176, 0.385895, 0.813231, 0.4065]","They Believe in God Yet, They Are Going to Hell",False
39,46,39:46,The Great Criterion*,330,318,"[587.0, 522.768, 1013.245, 577.1]","[0.345294, 0.19107, 0.596026, 0.210928]",,False
39,53,39:53,God Forgives All Sins*,331,319,"[640.0, 286.636, 1100.255, 334.553]","[0.376471, 0.104688, 0.647209, 0.122189]",God's Infinite Mercy,False
39,62,39:62,God Alone Worthy of Worship,331,319,"[557.0, 1290.637, 1177.252, 1346.459]","[0.327647, 0.47138, 0.692501, 0.491767]",,False
39,68,39:68,The Day Of Resurrection,332,320,"[559.0, 273.93, 1066.251, 326.731]","[0.328824, 0.100121, 0.627206, 0.119419]",The Day of Judgment,False
40,7,40:7,Believers Enjoy The Priuilege Of Forgiveness,333,321,"[446.0, 1327.768, 1335.254, 1382.1]","[0.262353, 0.484941, 0.785443, 0.504785]",Angels Pray for the Believers,False
40,10,40:10,Worship God ALONE,333,321,"[673.0, 2003.126, 1119.246, 2054.351]","[0.395882, 0.731602, 0.65838, 0.750311]",God ALONE: The Disbelievers Confess,False
40,23,40:23,Moses,334,322,"[763.0, 1952.378, 898.254, 1996.682]","[0.448824, 0.711767, 0.528384, 0.727919]",Moses,True
40,51,40:51,Victory For The Believers,336,324,"[572.0, 1624.93, 1085.255, 1677.731]","[0.336471, 0.59304, 0.638385, 0.612311]",Guaranteed Victory; Here and Forever,False
40,57,40:57,V Creation of the Universe More Complex than the Creation of Man*,337,325,"[183.0, 289.768, 1609.252, 344.1]","[0.107647, 0.105678, 0.946619, 0.125492]",Awesome Construction of the Universe,False
40,57,40:57,Muhammad Worshiped Idols Before The Message* I,337,325,"[358.0, 1405.637, 1429.258, 1461.459]","[0.210588, 0.512632, 0.84074, 0.53299]",Awesome Construction of the Universe,False
40,83,40:83,Evil Satisfaction With Inherited Knowledge,338,326,"[385.0, 2215.464, 1236.256, 2274.15]","[0.226471, 0.808563, 0.727209, 0.829982]",,False
41,7,41:7,Do Not Idolize Muhammad,340,328,"[531.0, 1226.36, 1082.252, 1275.959]","[0.312353, 0.44725, 0.636619, 0.465339]",,False
41,14,41:14,You Shall Not Worship Except God*,341,329,"[523.0, 1208.637, 1264.255, 1264.459]","[0.307647, 0.441109, 0.743679, 0.461481]",,False
41,20,41:20,All Our Works Recorded*,342,330,"[554.0, 312.768, 1080.255, 367.1]","[0.325882, 0.113899, 0.635444, 0.133685]",,False
41,26,41:26,The Disbelievers Violate Quran,342,330,"[507.0, 1305.538, 1134.255, 1362.809]","[0.298235, 0.475433, 0.667209, 0.496289]",,False
41,30,41:30,Happiness In This World Guaranteed For the Believers'y,342,330,"[271.0, 1931.538, 1422.249, 1988.809]","[0.159412, 0.7034, 0.836617, 0.724257]",Perfect Happiness: Now and Forever,False
41,43,41:43,Blaspheming Against Quran,343,331,"[620.0, 1565.126, 1184.269, 1616.351]","[0.364706, 0.569344, 0.696629, 0.587978]",God's Messenger of the Covenant*,False
41,43,41:43,Language Is No Barrier,343,331,"[660.0, 2378.361, 1137.251, 2427.959]","[0.388235, 0.865173, 0.668971, 0.883215]",God's Messenger of the Covenant*,False
41,49,41:49,Submission Required Under All Circumstances,344,332,"[350.0, 1331.126, 1283.252, 1382.351]","[0.205882, 0.485458, 0.754854, 0.50414]",Bad Weather Friends,False
41,52,41:52,Quran’s Miracles To Be Revealed,344,332,"[480.0, 1960.637, 1155.257, 2016.459]","[0.282353, 0.715039, 0.679563, 0.735397]",,False
42,16,42:16,Only One Religion,347,335,"[714.0, 322.126, 1081.252, 373.351]","[0.42, 0.117265, 0.63603, 0.135912]",,False
42,21,42:21,The Idol Worshipers Invent Laws,347,335,"[572.0, 1925.768, 1237.25, 1980.1]","[0.336471, 0.701044, 0.727794, 0.720823]",The Idols: Innovating New Religious Laws*,False
42,27,42:27,Why God Controls Provisions,348,336,"[45.0, 1062.572, 1120.24, 1322.726]","[0.026471, 0.388083, 0.658965, 0.483099]",,False
42,36,42:36,Sole Function Of The Messenger,349,337,"[547.0, 1716.93, 1209.258, 1769.731]","[0.321765, 0.626388, 0.711328, 0.645652]",,False
42,36,42:36,9 <(God Communicates With Lis,349,337,"[545.0, 2288.281, 1219.243, 2371.459]","[0.320588, 0.834834, 0.717202, 0.86518]",,False
43,9,43:9,Worshipping God Not Enough*,351,339,"[568.0, 1146.444, 1194.493, 1199.885]","[0.334118, 0.417344, 0.702643, 0.436798]",,False
43,22,43:22,Do Not Follow Your Parents Blindly,352,340,"[483.0, 766.158, 1210.005, 821.294]","[0.284118, 0.279416, 0.711767, 0.299524]",Inherited Traditions Condemned,False
43,31,43:31,Cod Chooses His Messenger,352,340,"[558.0, 1830.603, 1142.004, 1881.199]","[0.328235, 0.667616, 0.671767, 0.686068]",Muhammad Ridiculed,False
43,33,43:33,The Materials Of This World Are Nil,353,341,"[503.0, 305.158, 1239.011, 360.294]","[0.295882, 0.111331, 0.72883, 0.131446]",Materials of This World: All That The Disbelievers Get,False
43,46,43:46,The Lesson From Moses,353,341,"[626.0, 1773.603, 1123.004, 1824.199]","[0.368235, 0.647064, 0.660591, 0.665523]",,False
43,87,43:87,There Will Be No Intercession*,355,343,"[532.0, 1197.538, 1155.25, 1254.809]","[0.312941, 0.43452, 0.679559, 0.455301]",,False
44,1,44:1,Before The End Of The World*,356,344,"[485.0, 1199.538, 1204.252, 1256.809]","[0.285294, 0.43699, 0.708384, 0.457854]",,False
44,34,44:34,Resurrection Will Come,357,345,"[612.0, 1671.464, 1092.246, 1730.15]","[0.36, 0.606922, 0.642498, 0.628232]",Expect The Same Consequences,False
45,6,45:6,The Inventors and Followers Of “Hadith” Doomed,359,347,"[377.0, 1128.93, 1399.233, 1181.731]","[0.221765, 0.409478, 0.823078, 0.428629]",Which Hadith?*,False
46,5,46:5,The Righteous Idols*,362,350,"[596.0, 1186.126, 1013.256, 1237.351]","[0.350588, 0.432419, 0.596033, 0.451094]",The Idols Totally Unaware,False
46,10,46:10,Muhammad On/y Human,362,350,"[546.0, 1956.603, 1061.243, 2007.199]","[0.321176, 0.713308, 0.624261, 0.731753]",Rabbi Judah the Pious*,False
46,16,46:16,The Crucial Age Of Forty,363,351,"[628.0, 1191.93, 1146.244, 1244.731]","[0.369412, 0.43517, 0.674261, 0.454447]",,False
46,21,46:21,You Shall Not Worship Except God*,364,352,"[405.0, 313.637, 1144.249, 369.459]","[0.238235, 0.114299, 0.673087, 0.134643]",Hûd,False
46,29,46:29,Quran Is The Whole Message*,364,352,"[464.0, 1697.637, 1086.239, 1753.459]","[0.272941, 0.618673, 0.638964, 0.639016]",Believers Among the Jinns*,False
47,32,47:32,We Must Be Put To The Test,368,356,"[513.0, 294.637, 1109.251, 350.459]","[0.301765, 0.107453, 0.652501, 0.127812]",,False
48,29,48:29,Islam Will Prevail,371,359,"[721.0, 618.538, 1073.255, 675.809]","[0.424118, 0.225579, 0.631327, 0.246466]",Qualities of the Believers,False
49,2,49:2,Etiquette,372,360,"[714.0, 727.268, 898.254, 771.717]","[0.42, 0.26504, 0.528385, 0.281238]",,False
49,6,49:6,Investigate Rumors,372,360,"[613.0, 1387.36, 999.248, 1436.959]","[0.360588, 0.505598, 0.587793, 0.523673]",Investigate Rumors Before Believing Them,False
49,9,49:9,L Islam uersus Iman* f,373,361,"[662.0, 1390.89, 1137.251, 1462.192]","[0.389412, 0.505594, 0.668971, 0.531513]",Reconcile The Believers,False
49,9,49:9,"4, Definition of Mu’min'y",373,361,"[643.0, 1794.36, 1154.262, 1843.959]","[0.378235, 0.652258, 0.678978, 0.670287]",Reconcile The Believers,False
50,12,50:12,Miraculous Numerical Code,375,363,"[595.0, 1508.126, 1160.255, 1559.351]","[0.35, 0.550612, 0.682503, 0.569314]",,False
50,20,50:20,The Day of Judgment*,376,364,"[590.0, 897.603, 1048.013, 948.199]","[0.347059, 0.326996, 0.616478, 0.345428]",,False
50,36,50:36,We Should Learn From The Past,377,365,"[573.0, 407.637, 1239.259, 463.459]","[0.337059, 0.148286, 0.728976, 0.168592]",,False
51,24,51:24,Abraham,378,366,"[721.0, 1955.829, 915.254, 2000.857]","[0.424118, 0.71485, 0.538385, 0.731307]",,False
51,31,51:31,Sodom And Gomorrah,379,367,"[669.0, 275.126, 1133.253, 326.351]","[0.393529, 0.100301, 0.666619, 0.118976]",,False
51,38,51:38,Moses,379,367,"[834.0, 797.378, 969.254, 841.682]","[0.490588, 0.290695, 0.570149, 0.306847]",,False
51,41,51:41,‘Aad And Thamood,379,367,"[693.0, 1258.126, 1094.242, 1309.351]","[0.407647, 0.458668, 0.643672, 0.477343]",,False
51,51,51:51,Humans And Jinns Created To Worship God Alone,379,367,"[384.0, 1822.637, 1423.253, 1878.459]","[0.225882, 0.664469, 0.837208, 0.684819]",,False
53,19,53:19,Idol Worshipers Never Sure,384,372,"[533.0, 307.421, 1090.993, 359.575]","[0.313529, 0.112279, 0.641761, 0.131328]",The Flimsy Idols,False
55,37,55:37,The Day Of Resurrection*,390,378,"[549.0, 1306.126, 1077.257, 1357.351]","[0.322941, 0.477385, 0.63368, 0.496108]",,False
55,41,55:41,Hell,390,378,"[759.0, 1661.296, 847.251, 1704.391]","[0.446471, 0.607199, 0.498383, 0.62295]",,False
55,46,55:46,The Higher Heaven,391,379,"[695.0, 398.361, 1087.248, 447.959]","[0.408824, 0.145493, 0.639558, 0.163608]",,False
55,62,55:62,The Lower Heaven,391,379,"[700.0, 1534.36, 1087.253, 1583.959]","[0.411765, 0.560395, 0.639561, 0.578509]",,False
56,10,56:10,The High Heaven,393,381,"[715.0, 1097.126, 1067.258, 1148.351]","[0.420588, 0.40129, 0.627799, 0.420026]",,False
56,27,56:27,The Lower Heaven,393,381,"[706.0, 2143.361, 1091.255, 2192.959]","[0.415294, 0.783965, 0.641914, 0.802106]",The Lower Heaven,True
56,41,56:41,Hell,394,382,"[777.0, 1060.507, 864.249, 1103.324]","[0.457059, 0.38747, 0.508381, 0.403114]",Hell,True
56,62,56:62,The Honorable Quran,395,383,"[697.0, 1079.126, 1142.25, 1130.351]","[0.41, 0.393698, 0.671912, 0.412386]",,False
57,24,57:24,Profound Fact*,399,387,"[716.0, 582.959, 1031.25, 629.133]","[0.421176, 0.212371, 0.606618, 0.229192]",,False
58,22,58:22,Run For Your Life,402,390,"[622.0, 291.768, 994.247, 346.1]","[0.365882, 0.106757, 0.584851, 0.126637]",Run For Your Life,True
59,9,59:9,Awesomeness Of Quran,404,392,"[552.0, 2309.768, 1045.257, 2364.1]","[0.324706, 0.843597, 0.614857, 0.863441]",,False
60,8,60:8,Fight On/y The Aggressors,407,395,"[623.0, 304.274, 1163.244, 357.939]","[0.366471, 0.111293, 0.684261, 0.130922]",Basic Law Regulating Relations With Unbelievers,False
61,10,61:10,The Most Profitable Trade,408,396,"[561.0, 1666.768, 1091.243, 1721.1]","[0.33, 0.609199, 0.641907, 0.629057]",The Best Deal,False
62,10,62:10,Friday Prayer Decreed,409,397,"[668.0, 1594.36, 1129.247, 1643.959]","[0.392941, 0.584015, 0.664263, 0.602183]",,False
63,9,63:9,Do Not Be Distracted By Business And/Or Family,410,398,"[299.0, 1761.126, 1306.253, 1812.351]","[0.175882, 0.642981, 0.768384, 0.661683]",,False
64,9,64:9,The Day of Mutual Blaming,411,399,"[625.0, 1657.36, 1180.242, 1706.959]","[0.367647, 0.606204, 0.69426, 0.624345]",,False
64,16,64:16,Your Monies And Families Are A Test,412,400,"[425.0, 393.538, 1189.243, 450.809]","[0.25, 0.143627, 0.699555, 0.164529]",,False
65,8,65:8,You Shall Heed God’s Law,414,402,"[540.0, 301.126, 1087.252, 352.351]","[0.317647, 0.110181, 0.63956, 0.128925]",,False
66,10,66:10,Spouses May Disagree,415,403,"[650.0, 2289.361, 1110.243, 2338.959]","[0.382353, 0.834619, 0.653084, 0.852701]",The Myth of Intercession Shattered,False
69,13,69:13,The Day Of Resurrection,421,409,"[613.0, 1427.93, 1117.239, 1480.731]","[0.360588, 0.520762, 0.657199, 0.540019]",,False
72,20,72:20,The Prophet’s Teachings,428,416,"[550.0, 297.768, 1046.245, 352.1]","[0.323529, 0.108833, 0.615438, 0.128692]",,False
74,32,74:32,One Of The Greatest Miracles,432,420,"[503.0, 913.93, 1117.246, 966.731]","[0.295882, 0.333795, 0.657204, 0.353079]",,False
75,16,75:16,Muhammad Only Delivers Quran,434,422,"[503.0, 1498.93, 1170.239, 1551.731]","[0.295882, 0.547055, 0.688376, 0.566325]",Muhammad Forbidden From Explaining the Quran,False
