pdf_page,printed_page,line_order,text,bbox,bbox_normalized
538,526,1,Index,"[741.0, 171.728, 859.746, 216.889]","[0.435882, 0.062652, 0.505733, 0.079128]"
538,526,2,"Aad, the rebellious people, 7:65, 74; 9:70; 11:50, 59, 60; 14:9; 22:42; 25:38;","[50.0, 234.283, 1546.253, 299.796]","[0.029412, 0.085474, 0.909561, 0.109375]"
538,526,3,"26:123; 29:38; 38:12; 40:13, 15; 46:21; 50:13; 51:41; 53:50; 54:18; 69:4, 6;","[50.0, 291.771, 1547.24, 346.661]","[0.029412, 0.106447, 0.910141, 0.126473]"
538,526,4,89:6.,"[50.0, 346.661, 1547.24, 401.552]","[0.029412, 0.126473, 0.910141, 0.146498]"
538,526,5,"Aaron, 2:248; 4:163; 6:84; 7:122, 142; 10:75; 19:28, 53; 20:30, 70, 90, 92; 21:48;","[50.0, 401.552, 1547.24, 456.442]","[0.029412, 0.146498, 0.910141, 0.166524]"
538,526,6,"23:45; 25:35; 26:13, 48; 28:34; 37:114, 120.","[50.0, 450.723, 974.248, 504.744]","[0.029412, 0.164438, 0.573087, 0.184146]"
538,526,7,"Abel, son of Adam, 5:27-32.","[50.0, 504.744, 974.248, 558.765]","[0.029412, 0.184146, 0.573087, 0.203854]"
538,526,8,"Ablution, 4:43; 5:6.","[50.0, 558.765, 974.248, 612.786]","[0.029412, 0.203854, 0.573087, 0.223563]"
538,526,9,"Abnormal sex between spouses discouraged, 2:222-223.","[51.0, 613.757, 1311.243, 666.91]","[0.03, 0.223917, 0.771319, 0.243309]"
538,526,10,Abnormal sex condemned (see Homosexuality),"[51.0, 666.91, 1311.243, 720.063]","[0.03, 0.243309, 0.771319, 0.262701]"
538,526,11,"Abolition of Slavery, gradual, 2:177; 4:92; 5:89; 9:60; 58:3; 90:13.","[51.0, 720.063, 1311.243, 773.217]","[0.03, 0.262701, 0.771319, 0.282093]"
538,526,12,"Abortion, prohibited, 6:151; 17:31; 60:12.","[51.0, 773.217, 1311.243, 826.37]","[0.03, 0.282093, 0.771319, 0.301485]"
538,526,13,"Abraham, 2:124, 127, 130-133, 135-136, 140, 258, 260; 3:33,65,67-68,84,95,97","[52.0, 823.712, 1545.258, 877.252]","[0.030588, 0.300515, 0.908975, 0.320048]"
538,526,14,"4:54, 125, 163; 6:74-75, 83, 161; 9:70, 114; 11:69, 74-76; 12:6, 38; 14:35","[52.0, 877.252, 1545.258, 930.793]","[0.030588, 0.320048, 0.908975, 0.339582]"
538,526,15,"15:51; 16:120, 123; 19:41, 46, 58; 21:51, 60, 62, 69; 22:26, 43, 78; 26:69","[52.0, 930.793, 1545.258, 984.334]","[0.030588, 0.339582, 0.908975, 0.359115]"
538,526,16,"29:16, 31; 33:7; 37:83, 104, 109; 38:45; 42:13; 43:26; 51:24; 53:37; 57:26","[52.0, 984.334, 1545.258, 1037.875]","[0.030588, 0.359115, 0.908975, 0.378648]"
538,526,17,60:4; 87:19.,"[52.0, 1037.875, 1545.258, 1091.416]","[0.030588, 0.378648, 0.908975, 0.398182]"
538,526,18,"Abrogate, nothing shall abrogate the words of God, 2:211; 6:34, 115; 10:64;","[52.0, 1091.416, 1545.258, 1144.957]","[0.030588, 0.398182, 0.908975, 0.417715]"
538,526,19,"18:27; Muhammad cannot abrogate Quran, 10:15, footnote 24:1-2; 42:24.","[52.0, 1143.831, 1543.241, 1196.949]","[0.030588, 0.417304, 0.907789, 0.436683]"
538,526,20,"Abrogation, of previous revelations, 2:106; 3:50; 5:48; 6:146; 16:101, 124.","[52.0, 1196.949, 1543.241, 1250.067]","[0.030588, 0.436683, 0.907789, 0.456063]"
538,526,21,"Abu Lahab, Muhammad’s uncle, condemned, 111:1-5.","[52.0, 1244.771, 1166.242, 1299.637]","[0.030588, 0.45413, 0.686025, 0.474147]"
538,526,22,"Abuse, of previous scriptures, 2:75; 4:46; 5:13, 41.","[52.0, 1299.637, 1166.242, 1354.504]","[0.030588, 0.474147, 0.686025, 0.494164]"
538,526,23,"Abuse, of Quran, 15:90-91; 33:43, 56; 33:21; 60:4, 6; 53:3.","[52.0, 1354.504, 1166.242, 1409.37]","[0.030588, 0.494164, 0.686025, 0.514181]"
538,526,24,"Accuse, without proof condemned, 4:112; 24:4, 6, 11-21, 23; 49:6, 12.","[53.0, 1402.771, 1391.25, 1458.571]","[0.031176, 0.511774, 0.818382, 0.532131]"
538,526,25,"Adam, 2:31, 37; 3:33, 59; 5:27; 7:11, 19; 17:61; 18:50; 20:115-121.","[53.0, 1458.571, 1391.25, 1514.37]","[0.031176, 0.532131, 0.818382, 0.552488]"
538,526,26,"Adoption, 33:4-5, 37.","[54.0, 1514.831, 1547.25, 1567.451]","[0.031765, 0.552656, 0.910147, 0.571854]"
538,526,27,"Adultery, 4:15, 16, 19, 25; 17:32; 23:5; 24:1-2, 30-31; 33:30, 35; 65:1; 70:29.","[54.0, 1567.451, 1547.25, 1620.07]","[0.031765, 0.571854, 0.910147, 0.591051]"
538,526,28,"Advocate, righteousness and forbid evil, 3:104, 110, 114; 7:157; 9:71; 9:112;","[54.0, 1620.07, 1547.25, 1672.689]","[0.031765, 0.591051, 0.910147, 0.610248]"
538,526,29,22:41; 31:17.,"[54.0, 1672.689, 1547.25, 1725.309]","[0.031765, 0.610248, 0.910147, 0.629445]"
538,526,30,"Aggression, condemned, 2:190, 194; 5:2, 9:10.","[54.0, 1725.309, 1547.25, 1777.928]","[0.031765, 0.629445, 0.910147, 0.648642]"
538,526,31,"Agreements, shall be honored, 2:40; 3:76; 22:29; 48:40.","[54.0, 1777.928, 1547.25, 1830.547]","[0.031765, 0.648642, 0.910147, 0.667839]"
538,526,32,"Air, thinner at higher elevations, 6:125.","[54.0, 1830.547, 1547.25, 1883.167]","[0.031765, 0.667839, 0.910147, 0.687036]"
538,526,33,"Alcohol, prohibited, 2:219; 5:90-91; 4:43.","[54.0, 1883.167, 1547.25, 1935.786]","[0.031765, 0.687036, 0.910147, 0.706233]"
538,526,34,"Alimony, 2:241.","[55.0, 1934.831, 1037.243, 1988.601]","[0.032353, 0.705885, 0.610143, 0.725502]"
538,526,35,"Allegory, of heaven and hell, 2:24-26; 13:35; 47:15.","[55.0, 1988.601, 1037.243, 2042.37]","[0.032353, 0.725502, 0.610143, 0.745119]"
538,526,36,"hypocrites and disbelievers, 2:17,171,264; 3:117; 7:176; 11:24; 14:18;","[171.0, 2042.071, 1550.265, 2094.258]","[0.100588, 0.74501, 0.91192, 0.764049]"
538,526,37,16:60; 29:41; 62:5.,"[171.0, 2094.258, 1550.265, 2146.445]","[0.100588, 0.764049, 0.91192, 0.783088]"
538,526,38,"Jesus vs Adam, 3:59.","[274.0, 2144.757, 688.258, 2198.412]","[0.161176, 0.782472, 0.404857, 0.802048]"
538,526,39,"this life, 10:24; 18:45.","[274.0, 2198.412, 688.258, 2252.067]","[0.161176, 0.802048, 0.404857, 0.821623]"
538,526,40,"unauthorized prohibitions, 16:112.","[274.0, 2244.771, 1078.248, 2299.443]","[0.161176, 0.818961, 0.634263, 0.838907]"
538,526,41,"disbelieving spouses, 66:10-11.","[274.0, 2299.443, 1078.248, 2354.114]","[0.161176, 0.838907, 0.634263, 0.858852]"
538,526,42,"spending in the cause of God, 2:261, 265.","[274.0, 2354.114, 1078.248, 2408.786]","[0.161176, 0.858852, 0.634263, 0.878798]"
538,526,43,"God’s light, 24:35.","[59.0, 2408.757, 1031.253, 2461.544]","[0.034706, 0.878788, 0.606619, 0.898046]"
538,526,44,"strong believer vs weak believer, 16:75.","[59.0, 2461.544, 1031.253, 2514.331]","[0.034706, 0.898046, 0.606619, 0.917304]"
538,526,45,"Allies, Chapter 33, battle of, 33:9, 22; 38:11-12.","[59.0, 2514.331, 1031.253, 2567.118]","[0.034706, 0.917304, 0.606619, 0.936563]"
539,527,1,Alms (see Zakat),"[150.0, 157.831, 1644.227, 207.963]","[0.088235, 0.057877, 0.967193, 0.076261]"
539,527,2,"Alphabet, Quranic Initials, see Appendix I, chapters 2,3,7,10,11,12,13,14,15,","[150.0, 207.963, 1644.227, 258.094]","[0.088235, 0.076261, 0.967193, 0.094644]"
539,527,3,"19, 20, 26, 27, 28, 29, 30, 31, 32, 36, 38, 40-46, 50, and 68.","[154.0, 259.712, 1646.255, 313.18]","[0.090588, 0.095237, 0.968385, 0.114844]"
539,527,4,"Altar, meat prohibited, 5:3, 90.","[154.0, 313.18, 1646.255, 366.649]","[0.090588, 0.114844, 0.968385, 0.134451]"
539,527,5,"Amen, a Hebrew and Greek word, never mentioned in Quran, should never be","[154.0, 366.649, 1646.255, 420.118]","[0.090588, 0.134451, 0.968385, 0.154059]"
539,527,6,uttered in Salat prayers.,"[154.0, 419.757, 1054.255, 475.769]","[0.090588, 0.153926, 0.62015, 0.174466]"
539,527,7,"Amnesty, for the idol worshipers, 9:1-2; 9:66.","[154.0, 475.769, 1054.255, 531.782]","[0.090588, 0.174466, 0.62015, 0.195006]"
539,527,8,"for previous violations during Ramadan, 2:187.","[155.0, 523.692, 1651.27, 577.209]","[0.091176, 0.19204, 0.971335, 0.211664]"
539,527,9,"for believers, 3:152, 155; 5:95.","[155.0, 577.209, 1651.27, 630.725]","[0.091176, 0.211664, 0.971335, 0.231289]"
539,527,10,"for Christians and Jews, 5:15.","[155.0, 630.725, 1651.27, 684.242]","[0.091176, 0.231289, 0.971335, 0.250914]"
539,527,11,"Ancestors, shall not be followed blindly, 2:170; 5:104; 7:28, 70-71, 173; 10:78;","[155.0, 684.242, 1651.27, 737.758]","[0.091176, 0.250914, 0.971335, 0.270538]"
539,527,12,"11:62, 87, 109; 12:40; 14:10; 21:53-54; 26:74, 76; 31:21; 34:43; 42:37;","[155.0, 724.596, 1651.251, 781.42]","[0.091176, 0.265712, 0.971324, 0.286549]"
539,527,13,43:22-23; 53:23.,"[155.0, 781.42, 1651.251, 838.244]","[0.091176, 0.286549, 0.971324, 0.307387]"
539,527,14,"Anger, God’s, 1:7; 2:61,90; 3:112; 4:93; 5:60; 7:71, 152; 8:16; 16:106; 20:81,86;","[155.0, 838.244, 1651.251, 895.067]","[0.091176, 0.307387, 0.971324, 0.328224]"
539,527,15,24:9; 42:16; 48:6; 58:14; 60:13.,"[264.0, 895.831, 847.242, 947.445]","[0.155294, 0.328504, 0.498378, 0.347431]"
539,527,16,"Jonah’s, 21:87.","[370.0, 946.757, 659.25, 999.786]","[0.217647, 0.347179, 0.387794, 0.366625]"
539,527,17,"Moses’, 7:150, 154; 20:86.","[156.0, 994.771, 1647.244, 1050.265]","[0.091765, 0.364786, 0.968967, 0.385136]"
539,527,18,"Animals, 3:14; 4:119; 5:1; 6:38, 136-142; 7:179; 10:24; 16:5,66,80; 20:54; 22:18,","[156.0, 1050.265, 1647.244, 1105.758]","[0.091765, 0.385136, 0.968967, 0.405485]"
539,527,19,"28, 30, 34; 23:21; 25:44, 49; 26:133; 32:27; 34:14; 35:28; 39:6; 36:71; 40:79;","[157.0, 1106.935, 1647.243, 1159.413]","[0.092353, 0.405917, 0.968966, 0.425161]"
539,527,20,42:11; 43:12; 47:12; 79:33; 80:32.,"[157.0, 1159.413, 1647.243, 1211.891]","[0.092353, 0.425161, 0.968966, 0.444405]"
539,527,21,"Annihilate, 5:17; 6:6, 131; 7:4, 129; 8:54; 10:13; 11:117; 14:13; 15:4; 17:17, 58","[157.0, 1211.891, 1647.243, 1264.37]","[0.092353, 0.444405, 0.968966, 0.463649]"
539,527,22,"18:59; 19:74, 98; 20:128; 21:6, 9, 95; 22:45; 26:139, 208; 28:43, 58, 59, 88","[156.0, 1258.723, 1637.258, 1313.385]","[0.091765, 0.461578, 0.963093, 0.481623]"
539,527,23,"29:31; 32:26; 36:31; 38:3; 43:8, 44:37; 46:27; 47:13; 50:36; 54:51; 69:5-6","[156.0, 1313.385, 1637.258, 1368.047]","[0.091765, 0.481623, 0.963093, 0.501667]"
539,527,24,77:16.,"[156.0, 1368.047, 1637.258, 1422.708]","[0.091765, 0.501667, 0.963093, 0.521712]"
539,527,25,Announcement. 14:52; 46:35; 21:106.,"[156.0, 1422.708, 1637.258, 1477.37]","[0.091765, 0.521712, 0.963093, 0.541756]"
539,527,26,"Apes, 2:65; 5:60; 7:166.","[157.0, 1475.831, 1649.26, 1528.403]","[0.092353, 0.541192, 0.970153, 0.56047]"
539,527,27,"Apology, not accepted from disbelievers, 16:84; 30:57; 40:52; 41:34; 45:35; 9:66,","[157.0, 1528.403, 1649.26, 1580.975]","[0.092353, 0.56047, 0.970153, 0.579749]"
539,527,28,94; 66:7; 77:36; 75:15.,"[157.0, 1580.975, 1649.26, 1633.546]","[0.092353, 0.579749, 0.970153, 0.599027]"
539,527,29,"Apostasy, 2:27, 109, 209; 3:8, 80,82, 86,90, 100. 106; 4:115, 153; 5:12, 115; 6:71;","[157.0, 1633.546, 1649.26, 1686.118]","[0.092353, 0.599027, 0.970153, 0.618305]"
539,527,30,"7:89; 9:12, 66, 74, 115; 13:25; 16:106; 25:29; 28:87; 47:25; 49:11.","[158.0, 1680.771, 1493.252, 1735.443]","[0.092941, 0.616344, 0.878383, 0.636393]"
539,527,31,"Apostle (see Muhammad, Prophets)","[158.0, 1735.443, 1493.252, 1790.114]","[0.092941, 0.636393, 0.878383, 0.656441]"
539,527,32,"Apparel (see clothes, modesty)","[158.0, 1790.114, 1493.252, 1844.786]","[0.092941, 0.656441, 0.878383, 0.676489]"
539,527,33,"Appearance, 2:204, 221; 5:100; 6:53; 9:25, 55, 85; 11:27, 31; 26:111; 63:4.","[159.0, 1839.771, 1650.258, 1894.779]","[0.093529, 0.67465, 0.97074, 0.694822]"
539,527,34,"Appreciation, 2:52, 152, 243; 3:123; 4:147; 5:6; 6:63; 7:17, 144, 189; 10:60; 12:38;","[159.0, 1894.779, 1650.258, 1949.786]","[0.093529, 0.694822, 0.97074, 0.714993]"
539,527,35,"14:7; 16:78, 114, 121; 17:3; 22:36; 23:78; 25:62; 27:19, 40; 29:17; 31:12;","[159.0, 1940.283, 1651.25, 1997.312]","[0.093529, 0.711508, 0.971324, 0.732421]"
539,527,36,"34:13, 15; 40:61; 46:15; 54:35; 76:3, 9, 22.","[159.0, 1997.312, 1651.25, 2054.341]","[0.093529, 0.732421, 0.971324, 0.753334]"
539,527,37,"Arab, 9:90, 97-101, 120; 33:20; 48:11, 16; 49:14-17.","[159.0, 2054.341, 1651.25, 2111.37]","[0.093529, 0.753334, 0.971324, 0.774246]"
539,527,38,"Arabic, 12:2; 13:37; 16:103; 20:113; 26:195; 39:28; 41:3, 44; 42:7; 43:3; 46:12.","[157.0, 2102.839, 1654.259, 2158.04]","[0.092353, 0.771118, 0.973093, 0.79136]"
539,527,39,"Arbitration, in marriage, 4:35.","[157.0, 2158.04, 1654.259, 2213.241]","[0.092353, 0.79136, 0.973093, 0.811603]"
539,527,40,"Arguments, 2:197.4:107, 109; 6:25, 121; 7:71; 8:6; 11:32, 74; 13:13; 16:111, 125;","[157.0, 2213.241, 1654.259, 2268.442]","[0.092353, 0.811603, 0.973093, 0.831845]"
539,527,41,/,"[105.0, 2217.027, 165.25, 2318.456]","[0.061765, 0.812991, 0.097206, 0.850185]"
539,527,42,"18:54, 56; 22:3, 8, 68; 29:46; 31:20; 40:4, 5. 35. 56. 69; 42:35; 43:58; 58:1.","[161.0, 2267.757, 1650.245, 2320.601]","[0.094706, 0.831594, 0.970733, 0.850972]"
539,527,43,"Ark, of the covenant, 2:248.","[161.0, 2320.601, 1650.245, 2373.445]","[0.094706, 0.850972, 0.970733, 0.87035]"
539,527,44,"of Noah, 11:36-48; 26:119; 37:76; 54:13.","[159.0, 2367.839, 1651.239, 2423.798]","[0.093529, 0.868294, 0.971317, 0.888815]"
539,527,45,"Army, 2:249; 9:26; 40; 10:90; 20:78; 27:17-18, 37; 28:6-8, 39; 33:9; 36:28; 37:173;","[159.0, 2423.798, 1651.239, 2479.758]","[0.093529, 0.888815, 0.971317, 0.909336]"
539,527,46,"38:11; 44:24; 48:4, 7; 51:40; 67:20; 74:31; 85:17.","[270.0, 2479.831, 1178.246, 2531.445]","[0.158824, 0.909362, 0.693086, 0.928289]"
540,528,1,"Arrogance, 2:34, 87; 4:172-173; 5:82; 6:93; 7:13, 36, 40, 48, 75, 76,88, 133, 146,","[43.0, 150.757, 1537.245, 203.786]","[0.025294, 0.055243, 0.904262, 0.074674]"
540,528,2,"206; 10:75; 16:22, 23, 29, 49; 21:19; 25:21; 28:39; 31:7; 32:15; 35:43; 37:35;","[42.0, 199.697, 1540.24, 253.384]","[0.024706, 0.073176, 0.906024, 0.092849]"
540,528,3,"38:74-75; 39:59; 40:27, 35, 56, 60, 76; 41:15, 38; 45:8, 31; 46:10, 20; 63:5;","[42.0, 253.384, 1540.24, 307.071]","[0.024706, 0.092849, 0.906024, 0.112521]"
540,528,4,71:7; 74:23.,"[42.0, 307.071, 1540.24, 360.758]","[0.024706, 0.112521, 0.906024, 0.132194]"
540,528,5,"Arrows, 5:3, 90.","[42.0, 360.758, 1540.24, 414.445]","[0.024706, 0.132194, 0.906024, 0.151867]"
540,528,6,"Ascend, 6:125; 15:14; 32:5; 34:2; 35:10; 57:4; 70:4.","[42.0, 407.839, 1537.255, 463.145]","[0.024706, 0.149446, 0.904267, 0.169712]"
540,528,7,"Ascension, of Muhammad, 17:1, 60; 53:1-18.","[42.0, 463.145, 1537.255, 518.452]","[0.024706, 0.169712, 0.904267, 0.189979]"
540,528,8,"Assassination, 2:61, 87, 91; 3:21, 112; 4:92-93, 157; 5:32, 70; 6:151; 8:30; 17:33;","[42.0, 518.452, 1537.255, 573.758]","[0.024706, 0.189979, 0.904267, 0.210245]"
540,528,9,25:68; 28:20; 29:24.,"[43.0, 572.757, 1524.269, 625.757]","[0.025294, 0.209878, 0.896629, 0.229299]"
540,528,10,"Assurance, 2:260; 3:126; 5:113; 8:10.","[43.0, 625.757, 1524.269, 678.758]","[0.025294, 0.229299, 0.896629, 0.24872]"
540,528,11,"Astronomy, 2:22, 29, 164, 255; 3:190; 7:54, 185; 9:36; 10:3,6, 101; 11:7; 12:105","[43.0, 678.758, 1524.269, 731.758]","[0.025294, 0.24872, 0.896629, 0.268142]"
540,528,12,"13:1; 14:48; 15:14, 16; 17:44, 99; 18:51; 21:32, 104; 22:65; 23:17; 25:59,61","[42.0, 727.697, 1525.258, 780.781]","[0.024706, 0.266653, 0.897211, 0.286105]"
540,528,13,"30:22; 31:10; 32:4; 33:72; 34:2, 3,9, 22; 35:41; 36:40; 37:6; 39:67; 40:57,64","[42.0, 780.781, 1525.258, 833.865]","[0.024706, 0.286105, 0.897211, 0.305557]"
540,528,14,"41:11-12; 44:10; 46:33; 50:6; 51:7, 47; 52:9, 44; 55:7, 33, 37; 57:4; 65:12","[42.0, 833.865, 1525.258, 886.949]","[0.024706, 0.305557, 0.897211, 0.325009]"
540,528,15,67:3-5; 69:16; 70:8; 71:15; 72:8; 73:18; 77:9; 78:19; 79:27; 81:11; 82:1; 84:1,"[42.0, 886.949, 1525.258, 940.033]","[0.024706, 0.325009, 0.897211, 0.344461]"
540,528,16,"85:1; 88:18. Big Bang Theory, 21:30.","[42.0, 940.033, 1525.258, 993.117]","[0.024706, 0.344461, 0.897211, 0.363913]"
540,528,17,"Atheism, 7:136, 146, 179, 205; 10:7, 29; 16:108; 18:28; 21:97; 30:7.","[42.0, 993.117, 1525.258, 1046.202]","[0.024706, 0.363913, 0.897211, 0.383364]"
540,528,18,"Atom, 4:40; 10:61; 34:3, 22; 99:7-8.","[42.0, 1046.202, 1525.258, 1099.286]","[0.024706, 0.383364, 0.897211, 0.402816]"
540,528,19,"Atonement, 2:184, 196; 4:92; 5:89, 95; 57:15; 58:3, 4.","[42.0, 1099.286, 1525.258, 1152.37]","[0.024706, 0.402816, 0.897211, 0.422268]"
540,528,20,"Attire (see clothes, modesty)","[43.0, 1152.831, 1536.241, 1205.309]","[0.025294, 0.422437, 0.903671, 0.441667]"
540,528,21,"Author, of Quran, see Appendix I, 2:23,41,91,97,99, 159, 174, 176,285; 3:3,4,","[43.0, 1205.309, 1536.241, 1257.786]","[0.025294, 0.441667, 0.903671, 0.460896]"
540,528,22,"7; 4:47, 105, 113, 136, 140, 166, 174; 5:48,49, 66,67,68, 104; 6:92, 114, 155;","[41.0, 1254.712, 1537.26, 1307.428]","[0.024118, 0.45977, 0.904271, 0.479087]"
540,528,23,"7:3, 196; 8:41; 10:94; 11:1, 14; 12:2; 13:1,37, 19; 14:1; 15:9; 16:44,64,89,","[41.0, 1307.428, 1537.26, 1360.145]","[0.024118, 0.479087, 0.904271, 0.498404]"
540,528,24,"101, 102; 17:82, 105, 106; 18:1; 19:64; 20:2,4, 113; 21:10,50; 22:16; 24:1,34,","[41.0, 1360.145, 1537.26, 1412.862]","[0.024118, 0.498404, 0.904271, 0.517721]"
540,528,25,"46; 25:1,6; 26:192, 193; 28:87; 29:47,51; 31:21; 32:2; 34:6; 36:5; 38:29; 39:1,","[41.0, 1412.862, 1537.26, 1465.578]","[0.024118, 0.517721, 0.904271, 0.537039]"
540,528,26,"2, 23, 41, 55; 40:2; 42; 42:15, 17; 44:3; 45:2; 46:2; 47:2,9; 56:80; 58:5; 64:8;","[41.0, 1465.578, 1537.26, 1518.295]","[0.024118, 0.537039, 0.904271, 0.556356]"
540,528,27,65:10; 69:43; 76:23; 97:1.,"[41.0, 1518.295, 1537.26, 1571.011]","[0.024118, 0.556356, 0.904271, 0.575673]"
540,528,28,"Aversion, 2:83; 3:23; 6:35; 8:23; 9:76; 17:41,46; 21:24; 25:60; 35:42; 39:45; 67:21.","[41.0, 1571.011, 1537.26, 1623.728]","[0.024118, 0.575673, 0.904271, 0.59499]"
540,528,29,"Awesomeness, of Quran, 2:2; 15:9,87; 17:88; 36:2; 39:28; 41:42; 50:1,56:77.","[41.0, 1623.728, 1537.26, 1676.445]","[0.024118, 0.59499, 0.904271, 0.614307]"
540,528,30,"Azar, Abraham’s father, 6:74.","[44.0, 1677.712, 620.234, 1732.118]","[0.025882, 0.614772, 0.364844, 0.634708]"
540,528,31,"Baby, girls killed, 16:58, 59; 81:8.","[46.0, 1725.839, 689.254, 1786.666]","[0.027059, 0.632407, 0.405443, 0.654696]"
540,528,32,"Jesus, 3:47; 19:19-34.","[263.0, 1777.839, 672.254, 1838.666]","[0.154706, 0.651462, 0.395443, 0.673751]"
540,528,33,"Moses, 20:39, 40; 26:18.","[46.0, 1837.757, 1538.243, 1890.528]","[0.027059, 0.673418, 0.904849, 0.692755]"
540,528,34,"Backbiting, prohibited, 49:12; 104:1.","[46.0, 1890.528, 1538.243, 1943.3]","[0.027059, 0.692755, 0.904849, 0.712092]"
540,528,35,"Bakkah, Mecca conformed to miraculous code, 3:95.","[46.0, 1943.3, 1538.243, 1996.071]","[0.027059, 0.712092, 0.904849, 0.73143]"
540,528,36,"Banking, see Hoarding, Usury.","[46.0, 1996.071, 1538.243, 2048.843]","[0.027059, 0.73143, 0.904849, 0.750767]"
540,528,37,"Barrier, invisible, 17:45, 7:46; 18:94; 19:17; 33:53; 36:9; 41:5; 42:51.","[46.0, 2048.843, 1538.243, 2101.614]","[0.027059, 0.750767, 0.904849, 0.770104]"
540,528,38,"Battle, 3:123; 9:25; 33:9, 22.","[46.0, 2101.614, 1538.243, 2154.386]","[0.027059, 0.770104, 0.904849, 0.789441]"
540,528,39,"Bedouin, 9:90, 97-101; 12:100; 33:20; 48:11, 16; 49:14.","[46.0, 2154.386, 1538.243, 2207.157]","[0.027059, 0.789441, 0.904849, 0.808779]"
540,528,40,"Bee, 16:68.","[46.0, 2207.157, 1538.243, 2259.929]","[0.027059, 0.808779, 0.904849, 0.828116]"
540,528,41,"Beggar, 2:177, 273; 51:19; 70:25; 93:10.","[46.0, 2259.929, 1538.243, 2312.7]","[0.027059, 0.828116, 0.904849, 0.847453]"
540,528,42,"Betray, 4:105, 107; 8:27, 58, 71; 22:38; 66:10.","[46.0, 2312.7, 1538.243, 2365.472]","[0.027059, 0.847453, 0.904849, 0.866791]"
540,528,43,"Betting, prohibited, 2:219; 5:90-91.","[46.0, 2365.472, 1538.243, 2418.243]","[0.027059, 0.866791, 0.904849, 0.886128]"
540,528,44,"Bible, confirmed, 2:41, 89, 91, 97, 101; 3:3, 50, 81; 4:47; 5:43-48; 6:92; 35:31;","[46.0, 2418.243, 1538.243, 2471.014]","[0.027059, 0.886128, 0.904849, 0.905465]"
540,528,45,"37:37; 46:12, 30; 61:6.","[46.0, 2471.014, 1538.243, 2523.786]","[0.027059, 0.905465, 0.904849, 0.924802]"
541,529,1,"divine revelation, 3:3, 48, 65, 93; 5:46-47, 66, 68, 110; 7:157; 9:111;","[257.0, 141.697, 1643.261, 196.571]","[0.151176, 0.052037, 0.966624, 0.072189]"
541,529,2,48:29; 57:27; 62:5.,"[257.0, 196.571, 1643.261, 251.445]","[0.151176, 0.072189, 0.966624, 0.092341]"
541,529,3,"✓Big Bang Theory, confirmed, 21:30.","[129.0, 251.712, 842.252, 305.078]","[0.075882, 0.092439, 0.495442, 0.112037]"
541,529,4,"bigotry, 2:143.","[129.0, 305.078, 842.252, 358.445]","[0.075882, 0.112037, 0.495442, 0.131636]"
541,529,5,"Birds, 2:260; 3:49; 5:110; 6:38; 12:36,41; 16:79; 21:79; 22:31; 24:41; 27:16,17.20;","[152.0, 356.757, 1642.24, 409.786]","[0.089412, 0.131016, 0.966024, 0.150491]"
541,529,6,34:10; 38:19; 56:21; 67:19; 105:3.,"[152.0, 404.771, 1037.246, 459.87]","[0.089412, 0.148649, 0.610145, 0.168884]"
541,529,7,"Birth, of Jesus, 3:45, 59; 19:19, 34.","[152.0, 459.87, 1037.246, 514.969]","[0.089412, 0.168884, 0.610145, 0.189118]"
541,529,8,"Black Magic, condemned, 2:102; 10:77; 20:69.","[152.0, 514.969, 1037.246, 570.067]","[0.089412, 0.189118, 0.610145, 0.209353]"
541,529,9,"Blindness, 2:18, 171; 5:71; 6:50, 104; 10:43; 11:24; 13:16, 19; 17:72, 97; 20:124;","[153.0, 563.771, 1645.242, 618.23]","[0.09, 0.20704, 0.967789, 0.22704]"
541,529,10,"22:46; 24:61; 25:73; 27:81; 28:66; 30:53; 35:19; 40:58; 41:17, 44; 43:40;","[153.0, 618.23, 1645.242, 672.69]","[0.09, 0.22704, 0.967789, 0.24704]"
541,529,11,47:23; 48:17; 80:2.,"[153.0, 672.69, 1645.242, 727.149]","[0.09, 0.24704, 0.967789, 0.26704]"
541,529,12,"Blood, 2:30, 84, 173; 5:2; 6:145; 7:133; 12:18; 16:66, 115; 22:37.","[153.0, 727.149, 1645.242, 781.608]","[0.09, 0.26704, 0.967789, 0.287039]"
541,529,13,"Boastfulness, 4:36; 11:10; 31:18; 57:20, 23.","[153.0, 781.608, 1645.242, 836.067]","[0.09, 0.287039, 0.967789, 0.307039]"
541,529,14,"Body, 5:31; 7:20, 22, 26, 27; 20:121.","[154.0, 834.757, 845.252, 887.937]","[0.090588, 0.306558, 0.497207, 0.326088]"
541,529,15,"Book (see Quran, Scripture).","[154.0, 887.937, 845.252, 941.118]","[0.090588, 0.326088, 0.497207, 0.345618]"
541,529,16,"Brain, only those with brains come to God, 2:179, 197, 269; 3:7, 190; 5:100;","[155.0, 931.028, 1647.258, 994.242]","[0.091176, 0.341913, 0.968975, 0.365127]"
541,529,17,"12:111; 13:19; 14:52; 38:29,43; 39:9, 18, 21; 40:54; 65:10. (see also Mind)","[155.0, 987.723, 1647.246, 1043.255]","[0.091176, 0.362734, 0.968968, 0.383127]"
541,529,18,"Bribery, prohibited, 2:188.","[155.0, 1043.255, 1647.246, 1098.786]","[0.091176, 0.383127, 0.968968, 0.40352]"
