Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:34.715,00:07:43.427,"A man: Right now, maybe just 10% of the population, (unintelligible)",A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:43.427,00:07:49.390,"A man: is below this population, just 10% of the global (unintelligible).",A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:49.654,00:07:51.394,"Dr. Khalifa: The total human population, yes.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:52.408,00:07:56.211,"So, he thinks he still has lots of time to catch up.",A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:07:57.268,00:08:00.799,"Dr. Khalifa: Yes, he's still, he's still hoping that he will fix everything.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:01.900,00:08:02.782,A man: He already failed.,A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:02.782,00:08:04.313,Dr. Khalifa: But things keep popping up.,Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:04.665,00:08:05.238,A man: Yeah.,A man,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:05.238,00:08:09.633,"Just as he takes care of polio, for example, AIDS comes up.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:11.528,00:08:13.614,"And he's working on AIDS, and so on.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:13.614,00:08:24.076,"So, it's, it's like somebody who's guarding a wall or a dam that has leaks in it, holes. I always give this analogy.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:24.076,00:08:29.558,"And he puts his finger in the hole to stop the water, but another leak comes up, he puts the other hole.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:30.470,00:08:33.739,It seems like right now he's got all 10 fingers and 10 toes.,Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:34.399,00:08:37.497,He's running out of fingers and toes.,A woman,51-6
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:34.399,00:08:37.497,"Yes, running out of fingers and toes. Yes.",Dr. Khalifa,51-6
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:43.141,00:08:48.370,"This is the purpose of, of God's system of increasing the population.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:50.176,00:08:55.123,"For example, how come AIDS didn't show up 1,000 years ago?",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:56.313,00:08:58.397,"There were homosexuals 1,000 years ago.",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:08:59.322,00:09:01.399,"Why, why didn't AIDS show up then?",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:09:03.029,00:09:04.018,Can you guess?,Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:09:06.045,00:09:09.784,"Why do we have AIDS now and not 1,000 years ago? Where did it come from?",Dr. Khalifa,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:09:10.621,00:09:15.749,A woman: (unintelligible) and (unintelligible) that Allah wants to...,A woman,
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:09:17.246,00:09:19.466,"They become (unintelligible). Oh, no? (unintelligible)",A woman,51-7
51 Quran Study 51 Sura 17;59 Rashad 1990,https://www.youtube.com/watch?v=PFxoFm1F3PQ,00:09:17.246,00:09:19.466,No.,Dr. Khalifa,51-7
