Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow,VerseRefs,VerseLang
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:07.889,00:21:12.993,"You know, they, they just stay on the fence post.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:14.759,00:21:22.790,"Ok. And they, they, they fear everybody else, the hypocrites do,",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:22.790,00:21:26.418,"They, instead of God, as they should.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:27.570,00:21:31.724,"Ok. They, they are worried about what everybody else is gonna think about, you know.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:32.049,00:21:39.410,"Well, ""we don't wanna... We wanna be with this group, but we wanna be with this group."" And you know, it doesn't work that way.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:40.445,00:21:50.000,"Ok. And they, they won't fight. 7 verse 14, they won't fight unless they are behind some big wall, thinking that that's gonna protect them, you know.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:50.000,00:21:58.111,"And you already found out over here, in the first set of verses, that, you know, it doesn't, it doesn't protect you from God, you know.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:21:58.111,00:22:03.879,"If God's will is for them to be destroyed, then nothing will protect them.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:08.266,00:22:17.662,"In, in, also in this verse 14, it says you would think they were united, but in, but in reality, they're, they're all divided.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:17.662,00:22:19.747,"You know, it's just like the Muslims now.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:19.747,00:22:27.525,"They're all, you think they're all one group, especially the Christians, that don't know anything about Islam. You know, they think all Muslims.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:27.525,00:22:35.647,"You know, there's whole lot of them. There's a whole lot of them. You know, they're striking terror and everything.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:35.647,00:22:40.000,"But there is Sunnis, there is whatever.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:40.000,00:22:44.890,"I, I can't even think of them all. You know, and even, even between those, they are fighting.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:44.890,00:22:48.207,And one guy believes something and one guy believes something else.,Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:48.646,00:22:53.919,"You know, and that's, that's one reason why it's nice for the believers to be united",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:22:53.919,00:23:02.787,"Because, I mean, the way they're so divided, one united group of believers is more than this divided group and this divided group, you know.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:03.437,00:23:08.065,"It's, it, it also shows their disbelief and their arrogance.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:08.606,00:23:11.359,"They, they always wanna follow their own way.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:11.359,00:23:19.142,"And so, you know, it's like a two-step this morning, you know. They kick each other's butt.",Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:23.311,00:23:24.445,And...,Donna,06-6,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:23.311,00:23:24.445,I have a question.,A man,06-6,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:25.041,00:23:25.796,Donna: Ok.,Donna,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:23:27.312,00:23:36.839,"A man: (unintelligible) I guess, discuss over and over (unintelligible)",A man,,,
