verse_index,verse_id,english,chapter_number,verse_number
21991,9:2,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",859,2
22014,9:25,“Anointed One” can also be translated “Messiah” (same as “Christ”).,859,25
22015,9:26,“Anointed One” can also be translated “Messiah” (same as “Christ”).,859,26
22020,10:4,"or, Tigris River",860,4
22096,1:1,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",863,1
22101,1:6,Lo-Ruhamah means “not loved”.,863,6
22102,1:7,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,863,7
22104,1:9,Lo-Ammi means “not my people”.,863,9
22107,2:1,‘Ammi’ in Hebrew ‘Ruhamah’ in Hebrew,864,1
22112,2:6,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",864,6
22131,3:2,1 homer is about 220 liters or 6 bushels,865,2
22267,12:14,The word translated “Lord” is “Adonai.”,874,14
22281,13:14,Sheol is the place of the dead.,875,14
22293,1:1,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",877,1
22305,1:13,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,877,13
22331,2:19,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",878,19
22367,1:2,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",880,2
22373,1:8,The word translated “Lord” is “Adonai.”,880,8
22388,2:8,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,881,8
22393,2:13,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",881,13
22487,8:5,1 ephah is about 22 liters or about 2/3 of a bushel a normal shekel is about 10 grams or about 0.35 ounces.,887,5
22498,9:2,Sheol is the place of the dead.,888,2
22501,9:5,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",888,5
22512,1:1,"The word translated “Lord” is “Adonai.” When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",889,1
22513,1:2,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",889,2
22533,1:1,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",890,1
22538,1:6,"or, gods or, gods",890,6
22541,1:9,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,890,9
22551,2:2,Sheol is the place of the dead.,891,2
22581,1:1,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",894,1
22582,1:2,The word translated “Lord” is “Adonai.”,894,2
22583,1:3,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",894,3
22590,1:10,Beth Ophrah means literally “House of Dust.”,894,10
22616,3:7,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,896,7
22659,6:10,"An ephah is a measure of volume (about 22 liters or about 2/3 of a bushel), and a short ephah is made smaller than a full ephah for the purpose of cheating customers.",899,10
22687,1:2,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh). The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).",901,2
22700,1:15,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",901,15
22721,3:8,"or, Thebes or, Nile",903,8
22734,1:2,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",904,2
22738,1:6,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",904,6
22744,1:12,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,904,12
22754,2:5,Sheol is the place of the dead.,905,5
22788,3:19,The word translated “Lord” is “Adonai.”,906,19
22789,1:1,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",907,1
22795,1:7,The word translated “Lord” is “Adonai.”,907,7
22813,2:7,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,908,7
22840,3:19,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",909,19
22842,1:1,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",910,1
22850,1:9,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",910,9
22853,1:12,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,910,12
22880,1:1,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",912,1
22887,1:8,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",912,8
22937,4:14,The word translated “Lord” is “Adonai.”,915,14
22939,5:2,"A cubit is the length from the tip of the middle finger to the elbow on a man’s arm, or about 18 inches or 46 centimeters.",916,2
22943,5:6,"An ephah is a measure of volume of about 22 liters, 5.8 U. S. gallons, or about 2/3 of a bushel.",916,6
22944,5:7,A talent is about 30 kilograms or 66 pounds. 1 ephah is about 22 liters or about 2/3 of a bushel,916,7
22963,6:15,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,917,15
23019,10:2,teraphim were household idols that may have been associated with inheritance rights to the household property.,921,2
23056,12:10,"After “me”, the Hebrew has the two letters “Aleph Tav” (the first and last letters of the Hebrew alphabet), not as a word, but as a grammatical marker.",923,10
23074,14:5,Septuagint reads “him” instead of “you”.,925,5
23090,14:21,"or, merchant",925,21
23091,1:1,"When rendered in ALL CAPITAL LETTERS, “LORD” or “GOD” is the translation of God’s Proper Name (Hebrew “ יהוה ”, usually pronounced Yahweh).",926,1
23099,1:9,The Hebrew word rendered “God” is “ אֱלֹהִ֑ים ” (Elohim).,926,9
23103,1:13,"“Behold”, from “ הִנֵּה ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",926,13
23104,1:14,The word translated “Lord” is “Adonai.”,926,14
23107,2:3,"or, seed",927,3
23146,1:1,Messiah (Hebrew) and Christ (Greek) both mean “Anointed One”,930,1
23151,1:6,NU omits “the king”.,930,6
23161,1:16,“Jesus” means “Salvation”.,930,16
23165,1:20,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",930,20
23166,1:21,“Jesus” means “Salvation”.,930,21
23171,2:1,"The word for “wise men” (magoi) can also mean teachers, scientists, physicians, astrologers, seers, interpreters of dreams, or sorcerers.",931,1
23204,3:11,TR and NU add “and with fire”,932,11
23206,3:13,"i.e., the Jordan River",932,13
23220,4:10,TR and NU read “Go away” instead of “Get behind me”,933,10
23228,4:18,TR reads “Jesus” instead of “he”,933,18
23240,5:5,"or, land.",934,5
23253,5:18,"literally, iota or, serif",934,18
23257,5:22,"NU omits “without a cause”. “Raca” is an Aramaic insult, related to the word for “empty” and conveying the idea of empty-headedness. or, Hell",934,22
23261,5:26,"literally, kodrantes. A kodrantes was a small copper coin worth about 2 lepta (widow’s mites)—not enough to buy very much of anything.",934,26
23262,5:27,TR adds “to the ancients”.,934,27
23264,5:29,"or, Hell",934,29
23265,5:30,"or, Hell",934,30
23278,5:43,"not in the Bible, but see Qumran Manual of Discipline Ix, 21-26",934,43
23282,5:47,NU reads “Gentiles” instead of “tax collectors”.,934,47
23284,6:1,NU reads “acts of righteousness” instead of “charitable giving”,935,1
23296,6:13,"NU omits “For yours is the Kingdom, the power, and the glory forever. Amen.”",935,13
23310,6:27,"literally, cubit",935,27
23331,7:14,TR reads “Because” instead of “How”,936,14
23361,8:15,TR reads “them” instead of “him”,937,15
23374,8:28,NU reads “Gadarenes”,937,28
23393,9:13,NU omits “to repentance”.,938,13
23400,9:20,"or, tassel",938,20
23416,9:36,TR reads “weary” instead of “harassed”,938,36
23421,10:3,"NU omits “Lebbaeus, who was also called”",939,3
23426,10:8,"TR adds “raise the dead,”",939,8
23443,10:25,"Literally, Lord of the Flies, or the devil",939,25
23446,10:28,"or, Hell.",939,28
23447,10:29,An assarion is a small coin worth one tenth of a drachma or a sixteenth of a denarius. An assarion is approximately the wages of one half hour of agricultural labor.,939,29
23472,11:12,"or, plunder it.",940,12
23479,11:19,NU reads “actions” instead of “children”,940,19
23483,11:23,"or, Hell",940,23
23525,12:35,TR adds “of the heart”,941,35
23565,13:25,"darnel is a weed grass (probably bearded darnel or lolium temulentum) that looks very much like wheat until it is mature, when the difference becomes very apparent.",942,25
23573,13:33,"literally, three sata. Three sata is about 39 liters or a bit more than a bushel",942,33
23589,13:49,"or, end of the age.",942,49
23595,13:55,"or, Judah",942,55
23623,14:25,"The night was equally divided into four watches, so the fourth watch is approximately 3:00 a.m. to sunrise.",943,25
23625,14:27,"or, I AM!",943,27
23634,14:36,"or, tassel",943,36
23691,16:18,"Peter’s name, Petros in Greek, is the word for a specific rock or stone. Greek, petra, a rock mass or bedrock. or, Hell",945,18
23703,17:2,"or, transfigured",946,2
23722,17:21,NU omits verse 21.,946,21
23725,17:24,"A didrachma is a Greek silver coin worth 2 drachmas, about as much as 2 Roman denarii, or about 2 days’ wages. It was commonly used to pay the half-shekel temple tax, because 2 drachmas were worth one half shekel of silver. A shekel is about 10 grams or about 0.35 ounces.",946,24
23728,17:27,"A stater is a silver coin equivalent to four Attic or two Alexandrian drachmas, or a Jewish shekel: just exactly enough to cover the half-shekel temple tax for two people. A shekel is about 10 grams or about 0.35 ounces, usually in the form of a silver coin.",946,27
23737,18:9,"or, Hell",947,9
23739,18:11,NU omits verse 11.,947,11
23752,18:24,"Ten thousand talents (about 300 metric tons of silver) represents an extremely large sum of money, equivalent to about 60,000,000 denarii, where one denarius was typical of one day’s wages for agricultural labor.",947,24
23756,18:28,"100 denarii was about one sixtieth of a talent, or about 500 grams (1.1 pounds) of silver.",947,28
23780,19:17,So MT and TR. NU reads “Why do you ask me about what is good?”,948,17
23795,20:2,A denarius is a silver Roman coin worth 1/25th of a Roman aureus. This was a common wage for a day of farm labor.,949,2
23796,20:3,"Time was measured from sunrise to sunset, so the third hour would be about 9:00 a.m.",949,3
23798,20:5,noon and 3:00 p.m.,949,5
23799,20:6,5:00 p.m.,949,6
23819,20:26,TR reads “let him be” instead of “shall be”,949,26
23828,21:1,TR & NU read “Bethphage” instead of “Bethsphage”,950,1
23836,21:9,"“Hosanna” means “save us” or “help us, we pray”.",950,9
23897,22:24,"or, seed",951,24
23924,23:5,"phylacteries (tefillin in Hebrew) are small leather pouches that some Jewish men wear on their forehead and arm in prayer. They are used to carry a small scroll with some Scripture in it. See Deuteronomy 6:8 . or, tassels",952,5
23926,23:7,NU omits the second “Rabbi”.,952,7
23933,23:14,"Some Greek texts reverse the order of verses 13 and 14, and some omit verse 13, numbering verse 14 as 13. NU omits verse 14.",952,14
23934,23:15,"or, Hell",952,15
23940,23:21,NU reads “lives”,952,21
23942,23:23,"cumin is an aromatic seed from Cuminum cyminum, resembling caraway in flavor and appearance. It is used as a spice.",952,23
23944,23:25,TR reads “self-indulgence” instead of “unrighteousness”,952,25
23952,23:33,"or, Hell",952,33
23979,24:21,"or, oppression",953,21
23986,24:28,"or, eagles",953,28
23987,24:29,"or, oppression",953,29
23992,24:34,The word for “generation” (genea) can also be translated as “race.”,953,34
23994,24:36,NU adds “nor the son”,953,36
24016,25:7,The end of the wick of an oil lamp needs to be cut off periodically to avoid having it become clogged with carbon deposits. The wick height is also adjusted so that the flame burns evenly and gives good light without producing a lot of smoke.,954,7
24024,25:15,A talent is about 30 kilograms or 66 pounds (usually used to weigh silver unless otherwise specified),954,15
24049,25:40,The word for “brothers” here may be also correctly translated “brothers and sisters” or “siblings.”,954,40
24081,26:26,TR reads “blessed” instead of “gave thanks for”,955,26
24139,27:9,some manuscripts omit “Jeremiah”,956,9
24164,27:34,"or, vinegar Gall is a bitter-tasting, dark green oil from a wormwood plant that is alcoholic in its effect.",956,34
24165,27:35,"TR adds “that it might be fulfilled which was spoken by the prophet: ‘They divided my garments among them, and for my clothing they cast lots;’” [see Psalms 22:18 and John 19:24 ]",956,35
24171,27:41,TR omits “the Pharisees”,956,41
24175,27:45,noon 3:00 p.m.,956,45
24176,27:46,TR reads “lama” instead of “lima”,956,46
24206,28:10,The word for “brothers” here may be also correctly translated “brothers and sisters” or “siblings.”,957,10
24215,28:19,TR and NU add “therefore”,957,19
24218,1:2,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",958,2
24220,1:4,"or, immersing",958,4
24224,1:8,The Greek word (en) translated here as “in” could also be translated as “with” in some contexts.,958,8
24247,1:31,NU omits “immediately”.,958,31
24318,3:29,"NU reads, guilty of an eternal sin.",960,29
24321,3:32,TR omits “your sisters”,960,32
24328,4:4,TR adds “of the air”,961,4
24345,4:21,"literally, a modion, a dry measuring basket containing about a peck (about 9 liters)",961,21
24441,6:33,TR reads “The multitudes” instead of “They”,963,33
24445,6:37,200 denarii was about 7 or 8 months wages for an agricultural laborer.,963,37
24452,6:44,TR adds “about”,963,44
24458,6:50,"or, “I AM!”",963,50
24464,6:56,"or, tassel",963,56
24475,7:11,Corban is a Hebrew word for an offering devoted to God.,964,11
24480,7:16,NU omits verse 16.,964,16
24483,7:19,"NU ends Jesus’ direct quote and question after “latrine”, ending the verse with “Thus he declared all foods clean.",964,19
24513,8:12,"The word translated “generation” here (genea) could also be translated “people”, “race”, or “family”.",965,12
24582,9:43,"or, Hell",966,43
24583,9:44,NU omits verse 44.,966,44
24584,9:45,"or, Hell",966,45
24585,9:46,NU omits verse 46.,966,46
24586,9:47,"or, Hell",966,47
24640,10:51,Rabboni is a transliteration of the Hebrew word for “great teacher.”,967,51
24642,11:1,TR & NU read “Bethphage” instead of “Bethsphage”,968,1
24650,11:9,"“Hosanna” means “save us” or “help us, we pray”.",968,9
24667,11:26,NU omits verse 26.,968,26
24716,12:42,"literally, lepta (or widow’s mites). Lepta are very small brass coins worth half a quadrans each, which is a quarter of the copper assarion. Lepta are worth less than 1% of an agricultural worker’s daily wages. A quadrans is a coin worth about 1/64 of a denarius. A denarius is about one day’s wages for an agricultural laborer.",969,42
24724,13:6,"or, “I AM!”",970,6
24748,13:30,"The word translated “generation” (genea) could also be translated “race”, “family”, or “people”.",970,30
24760,14:5,300 denarii was about a year’s wages for an agricultural laborer.,971,5
24791,14:36,"Abba is a Greek spelling for the Aramaic word for “Father” or “Daddy” used in a familiar, respectful, and loving way.",971,36
24852,15:25,9:00 a.m.,972,25
24855,15:28,NU omits verse 28.,972,28
24859,15:32,TR omits “him”,972,32
24860,15:33,"or, noon 3:00 p.m.",972,33
24882,16:8,"TR adds “quickly” One isolated manuscript omits verses 9-20 but adds this “short ending of Mark” to the end of verse 8: They told all that had been commanded them briefly to those around Peter. After that, Jesus himself sent them out, from east to west, with the sacred and imperishable proclamation of eternal salvation.",973,8
24883,16:9,"NU includes the text of verses 9-20, but mentions in a footnote that a few manuscripts omitted it. The translators of the World English Bible regard Mark 16:9-20 as reliable based on an overwhelming majority of textual evidence, including not only the authoritative Greek Majority Text New Testament, but also the TR and many of the manuscripts cited in the NU text.",973,9
24893,16:19,NU adds “Jesus”,973,19
24914,1:20,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",974,20
24931,1:37,"or, “For everything spoken by God is possible.”",974,37
24949,1:55,"or, seed",974,55
24985,2:11,“Christ” means “Anointed One”.,975,11
25000,2:26,“Christ” (Greek) and “Messiah” (Hebrew) both mean “Anointed One”,975,26
25045,3:19,a tetrarch is one of four governors of a province TR reads “brother Philip’s” instead of “brother’s”,976,19
25059,3:33,"NU reads “Admin, the son of Arni” instead of “Aram”",976,33
25082,4:18,NU omits “to heal the broken hearted”,977,18
25173,6:26,TR adds “to you” TR adds “all”,979,26
25185,6:38,"literally, into your bosom.",979,38
25208,7:12,"The phrase “only born” is from the Greek word “μονογενη”, which is sometimes translated “only begotten” or “one and only”.",980,12
25227,7:31,"TR adds “But the Lord said,”",980,31
25249,8:3,TR reads “him” instead of “them”,981,3
25288,8:42,"The phrase “only born” is from the Greek word “μονογενη”, which is sometimes translated “only begotten” or “one and only”.",981,42
25290,8:44,"or, tassel",981,44
25303,9:1,TR reads “his twelve disciples” instead of “the twelve”,982,1
25312,9:10,NU omits “a desert region of”.,982,10
25325,9:23,"TR, NU add “daily”",982,23
25333,9:31,"literally, “exodus”",982,31
25340,9:38,"The phrase “only born” is from the Greek word “μονογενη”, which is sometimes translated “only begotten” or “one and only”.",982,38
25365,10:1,"literally, “before his face”",983,1
25379,10:15,"Hades is the lower realm of the dead, or Hell.",983,15
25465,12:5,"or, Hell",985,5
25466,12:6,An assarion was a small copper coin worth about an hour’s wages for an agricultural laborer.,985,6
25485,12:25,"A cubit is the length from the tip of the middle finger to the elbow on a man’s arm, or about 18 inches or 46 centimeters.",985,25
25519,12:59,"literally, lepton. A lepton is a very small brass Jewish coin worth half a Roman quadrans each, which is worth a quarter of the copper assarion. Lepta are worth less than 1% of an agricultural worker’s daily wages.",985,59
25540,13:21,"literally, three sata. 3 sata is about 39 liters or a bit more than a bushel.",986,21
25559,14:5,TR reads “donkey” instead of “son”,987,5
25578,14:24,"RP MT includes the last sentence. TR, NU, and FH MT omit: For many are called, but few are chosen.",987,24
25580,14:26,"or, hate",987,26
25597,15:8,A drachma coin was worth about a days wages for an agricultural laborer.,988,8
25627,16:6,100 batos is about 395 liters or 104 U. S. gallons.,989,6
25628,16:7,"100 cors = about 2,110 liters or 600 bushels.",989,7
25634,16:13,“Mammon” refers to riches or a false god of wealth.,989,13
25644,16:23,"or, Hell",989,23
25688,17:36,"Some Greek manuscripts add: “Two will be in the field: the one taken, and the other left.”",990,36
25745,19:13,10 minas was more than 3 years’ wages for an agricultural laborer.,992,13
25761,19:29,"TR, NU read “Bethpage” instead of “Bethsphage”",992,29
25781,20:1,TR adds “chief”,993,1
25789,20:9,NU (in brackets) and TR add “certain”,993,9
25829,21:2,"literally, “two lepta.” 2 lepta was about 1% of a day’s wages for an agricultural laborer.",994,2
25835,21:8,"or, I AM",994,8
25897,22:32,The word for “brothers” here may be also correctly translated “brothers and sisters” or “siblings.”,995,32
25953,23:17,NU omits verse 17.,996,17
25980,23:44,"Time was counted from sunrise, so the sixth hour was about noon. 3:00 p.m.",996,44
26005,24:13,60 stadia = about 11 kilometers or about 7 miles.,997,13
26050,1:5,The word translated “overcome” (κατέλαβεν) can also be translated “comprehended.” It refers to getting a grip on an enemy to defeat him.,998,5
26059,1:14,"The phrase “only born” is from the Greek word “μονογενους”, which is sometimes translated “only begotten” or “one and only”.",998,14
26062,1:17,“Christ” means “Anointed One”.,998,17
26063,1:18,"The phrase “only born” is from the Greek word “μονογενη”, which is sometimes translated “only begotten” or “one and only”. NU reads “God”",998,18
26074,1:29,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",998,29
26084,1:39,4:00 p.m.,998,39
26086,1:41,“Messiah” (Hebrew) and “Christ” (Greek) both mean “Anointed One”.,998,41
26087,1:42,“Cephas” (Aramaic) and “Peter” (Greek) both mean “Rock”.,998,42
26102,2:6,"2 to 3 metretes is about 20 to 30 U. S. Gallons, or 75 to 115 liters.",999,6
26124,3:3,The word translated “anew” here and in John 3:7 (ἄνωθεν) also means “again” and “from above”.,1000,3
26129,3:8,"The same Greek word (πνεῦμα) means wind, breath, and spirit.",1000,8
26137,3:16,"The phrase “only born” is from the Greek word “μονογενη”, which is sometimes translated “only begotten” or “one and only”.",1000,16
26157,3:36,The same word can be translated “disobeys” or “disbelieves” in this context.,1000,36
26163,4:6,noon,1001,6
26182,4:25,“Messiah” (Hebrew) and “Christ” (Greek) both mean “Anointed One”.,1001,25
26209,4:52,1:00 p.m.,1001,52
26215,5:4,NU omits from “waiting” in verse 3 to the end of verse 4.,1002,4
26265,6:7,"A denarius was a silver coin worth about a day’s wages for an agricultural laborer, so 200 denarii would be between 6 and 7 month’s pay.",1003,7
26277,6:19,25 to 30 stadia is about 5 to 6 kilometers or about 3 to 4 miles,1003,19
26278,6:20,"or, I AM",1003,20
26289,6:31,"Greek and Hebrew use the same word for “heaven”, “the heavens”, “the sky”, and “the air”.",1003,31
26371,7:42,"or, seed",1004,42
26393,8:11,"NU includes John 7:53 – John 8:11, but puts brackets around it to indicate that the textual critics had less confidence that this was original.",1005,11
26406,8:24,"or, I AM",1005,24
26504,10:22,"The “Feast of the Dedication” is the Greek name for “Hanukkah”, a celebration of the rededication of the Temple.",1007,22
26540,11:16,“Didymus” means “Twin”.,1008,16
26542,11:18,15 stadia is about 2.8 kilometers or 1.7 miles,1008,18
26565,11:41,NU omits “from the place where the dead man was lying.”,1008,41
26584,12:3,"a Roman pound of 12 ounces, or about 340 grams",1009,3
26586,12:5,300 denarii was about a year’s wages for an agricultural laborer.,1009,5
26594,12:13,"“Hosanna” means “save us” or “help us, we pray”.",1009,13
26685,14:16,"Greek παρακλητον: Counselor, Helper, Intercessor, Advocate, and Comforter.",1011,16
26726,15:26,"Greek Parakletos: Counselor, Helper, Advocate, Intercessor, and Comforter.",1012,26
26730,16:3,TR adds “to you”,1013,3
26742,16:15,TR reads “will take” instead of “takes”,1013,15
26840,19:14,"“the sixth hour” would have been 6:00 a.m. according to the Roman timekeeping system, or noon for the Jewish timekeeping system in use, then.",1016,14
26854,19:28,"NU, TR read “knowing” instead of “seeing”",1016,28
26865,19:39,"100 Roman pounds of 12 ounces each, or about 72 pounds, or 33 Kilograms.",1016,39
26884,20:16,"Rabboni is a transliteration of the Hebrew word for “great teacher.” or, Master",1017,16
26892,20:24,"or, Twin",1017,24
26897,20:29,"TR adds “Thomas,”",1017,29
26901,21:2,"or, Twin",1018,2
26907,21:8,200 cubits is about 100 yards or about 91 meters,1018,8
26922,21:23,The word for “brothers” here may be also correctly translated “brothers and sisters” or “siblings.”,1018,23
26934,1:10,"“Behold”, from “ἰδοὺ”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.",1019,10
26965,2:15,about 9:00 a.m.,1020,15
26977,2:27,"or, Hell",1020,27
26980,2:30,“Christ” means “Anointed One”.,1020,30
26981,2:31,"or, Hell",1020,31
26998,3:1,3:00 p.m.,1021,1
27014,3:17,The word for “brothers” here may be also correctly translated “brothers and sisters” or “siblings.”,1021,17
27022,3:25,"or, seed",1021,25
27049,4:26,Christ (Greek) and Messiah (Hebrew) both mean Anointed One.,1022,26
27050,4:27,"nu adds “in this city,”",1022,27
27103,6:1,"The Hellenists used Greek language and culture, even though they were also of Hebrew descent.",1024,1
27140,7:23,The word for “brothers” here and where the context allows may be also correctly translated “brothers and sisters” or “siblings.”,1025,23
27154,7:37,TR adds “You shall listen to him.”,1025,37
27159,7:42,"This idiom could also be translated “host of heaven”, or “angelic beings”, or “heavenly bodies.”",1025,42
27214,8:37,"TR adds Philip said, “If you believe with all your heart, you may.” He answered, “I believe that Jesus Christ is the Son of God.”",1026,37
27222,9:5,TR adds “It’s hard for you to kick against the cattle prods.”,1027,5
27223,9:6,TR omits “But”,1027,6
27228,9:11,"or, Judas",1027,11
27245,9:28,TR and NU add “and going out”,1027,28
27246,9:29,TR and NU omit “Jesus” and reverse the order of verses 28 & 29. The Hellenists were Hebrews who used Greek language and culture.,1027,29
27247,9:30,The word for “brothers” here and where the context allows may also be correctly translated “brothers and sisters” or “siblings.”,1027,30
27253,9:36,“Dorcas” is Greek for “Gazelle.”,1027,36
27255,9:38,"Reading from NU, TR; MT omits “two men”",1027,38
27263,10:3,3:00 p.m.,1028,3
27266,10:6,TR adds “This one will tell you what it is necessary for you to do.”,1028,6
27279,10:19,Reading from TR and NU. MT omits “three”,1028,19
27290,10:30,3:00 p.m.,1028,30
27299,10:39,TR omits “also”,1028,39
27309,11:1,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1029,1
27328,11:20,A Hellenist is someone who keeps Greek customs and culture.,1029,20
27363,12:25,TR reads “from” instead of “to”,1030,25
27380,13:17,"TR, NU add “Israel”",1031,17
27386,13:23,"TR, NU read “a Savior, Jesus” instead of “salvation”",1031,23
27387,13:24,"TR, NU read “to all the people of Israel” instead of “to Israel”",1031,24
27401,13:38,The word for “brothers” here and where the context allows may also be correctly translated “brothers and sisters” or “siblings.”,1031,38
27417,14:2,"or, disobedient",1032,2
27432,14:17,TR reads “us” instead of “you”,1032,17
27444,15:1,The word for “brothers” here and where the context allows may also be correctly translated “brothers and sisters” or “siblings.”,1033,1
27454,15:11,TR adds “Christ”,1033,11
27465,15:22,The word for “brothers” here and where the context allows may also be correctly translated “brothers and sisters” or “siblings.”,1033,22
27477,15:34,Some manuscripts add: But it seemed good to Silas to stay there.,1033,34
27529,17:5,"TR reads “And the Jews who were unpersuaded, becoming envious and taking along” instead of “But the unpersuaded Jews took along”",1035,5
27530,17:6,The word for “brothers” here and where the context allows may be also correctly translated “brothers and sisters” or “siblings.”,1035,6
27542,17:18,TR omits “also”,1035,18
27576,18:18,The word for “brothers” here and where the context allows may also be correctly translated “brothers and sisters” or “siblings.”,1036,18
27590,19:4,NU omits Christ.,1037,4
27605,19:19,"The 50,000 pieces of silver here probably referred to 50,000 drachmas. If so, the value of the burned books was equivalent to about 160 man-years of wages for agricultural laborers",1037,19
27635,20:8,TR reads “they” instead of “we”,1038,8
27648,20:21,TR adds “Christ”,1038,21
27655,20:28,"TR, NU omit “the Lord and”",1038,28
27659,20:32,The word for “brothers” here and where the context allows may also be correctly translated “brothers and sisters” or “siblings.”,1038,32
27758,23:23,about 9:00 p.m.,1041,23
27776,24:6,"TR adds “We wanted to judge him according to our law,”",1042,6
27777,24:7,"TR adds “but the commanding officer, Lysias, came by and with great violence took him out of our hands,”",1042,7
27778,24:8,TR adds “commanding his accusers to come to you.”,1042,8
27870,27:14,"Or, “a northeaster”.",1045,14
27884,27:28,20 fathoms = 120 feet = 36.6 meters 15 fathoms = 90 feet = 27.4 meters,1045,28
27901,28:1,NU reads “we”,1046,1
27914,28:14,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1046,14
27929,28:29,NU omits verse 29.,1046,29
27932,1:1,“Christ” means “Anointed One”.,1047,1
27934,1:3,"or, seed",1047,3
28017,3:25,"or, a propitiation",1049,25
28093,7:1,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1053,1
28118,8:1,"NU omits “who don’t walk according to the flesh, but according to the Spirit”",1054,1
28132,8:15,"Abba is an Aramaic word for “Father” or “Daddy”, which can be used affectionately and respectfully in prayer to our Father in heaven.",1054,15
28146,8:29,The word for “brothers” here and where context allows may also be correctly translated “brothers and sisters” or “siblings.”,1054,29
28167,9:11,"NU puts the phrase “not of works, but of him who calls” at the beginning of verse 12 instead of the end of verse 11.",1055,11
28185,9:29,Greek: Sabaoth (or Hebrew: Tze’va’ot),1055,29
