record_id,category,type,title,asset_kind,local_path,size_bytes,sha256,content_type
appendix-5,Appendices,appendix,5. Heaven and Hell,pdf-1989,content/quran/organized_appendices/1989/appendix-5.pdf,70223,a23d53852ce2c152d85ee67bfe2cdd4000de80378066d2b285aeb66baea836d1,application/pdf
appendix-5,Appendices,appendix,5. Heaven and Hell,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-5.jpg,161486,6558eb1bd58aeca0f863ee2ce1158a4ad6bd4337c0860373277201f604f484f3,image/jpeg
appendix-5,Appendices,appendix,5. Heaven and Hell,pdf-1992,content/quran/organized_appendices/1992/appendix-5.pdf,180117,39e6d60d963e3c548f585ab616588310c560e6d4c5e49b842acd8d01700870a4,application/pdf
appendix-5,Appendices,appendix,5. Heaven and Hell,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-5.jpg,145279,b73f140c759692204711b0d3cdfca75f54f371987c72af951e0916575113ad6a,image/jpeg
appendix-5,Appendices,appendix,5. Heaven and Hell,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-5.jpg,145279,b73f140c759692204711b0d3cdfca75f54f371987c72af951e0916575113ad6a,image/jpeg
appendix-6,Appendices,appendix,6. Greatness of God,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-6,Appendices,appendix,6. Greatness of God,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-6.jpg,168907,3c009f4fe30c482d49fc87175e07644ad90ac76b1802433b962f17dc12ad0517,image/jpeg
appendix-6,Appendices,appendix,6. Greatness of God,pdf-1989,content/quran/organized_appendices/1989/appendix-6.pdf,79310,e2a5b2e70719b8198ff79e3716dc0405ea776e5672f47212e09f7611b468b0d6,application/pdf
appendix-6,Appendices,appendix,6. Greatness of God,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-6.jpg,181924,380d868d124f7a23a1b9a04e87cf544a5ec8cede95fd0b66a6b675c73ee94260,image/jpeg
appendix-6,Appendices,appendix,6. Greatness of God,pdf-1992,content/quran/organized_appendices/1992/appendix-6.pdf,112278,e784743d943e9b9074e8c985a60492170c3ea92d8bb02911b6a14e023db49ff7,application/pdf
appendix-6,Appendices,appendix,6. Greatness of God,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-6.jpg,142653,13b7e1cecbfb438708bb6068acde246155a6d6ec0748b5f6e062f8493b40abb7,image/jpeg
appendix-6,Appendices,appendix,6. Greatness of God,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-6.jpg,142653,13b7e1cecbfb438708bb6068acde246155a6d6ec0748b5f6e062f8493b40abb7,image/jpeg
appendix-7,Appendices,appendix,7. Why Were We Created ?,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-7,Appendices,appendix,7. Why Were We Created ?,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-7.jpg,125075,5a80e41d47a08c1bf4432fc2287d0acdbd8af426b842df98c01b74ddbd882b1a,image/jpeg
appendix-7,Appendices,appendix,7. Why Were We Created ?,pdf-1989,content/quran/organized_appendices/1989/appendix-7.pdf,238952,5798d2028542f72b431db8d9c690648378c894fafa91b34c69dbe2859128fe38,application/pdf
appendix-7,Appendices,appendix,7. Why Were We Created ?,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-7.jpg,178244,c11cf0adde1e0589b396bd0e6b097fabd02b808bea02a8fb5a7cc1d4f0f1b630,image/jpeg
appendix-7,Appendices,appendix,7. Why Were We Created ?,pdf-1992,content/quran/organized_appendices/1992/appendix-7.pdf,114398,9c23d8d531242e999f5200e2fba537c28000e7a61b92f6083806664a255ecb67,application/pdf
appendix-7,Appendices,appendix,7. Why Were We Created ?,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-7.jpg,149512,3429b4c50db0be91ca8f721068a376b33b250fc246efc2fc42636a030f7da822,image/jpeg
appendix-7,Appendices,appendix,7. Why Were We Created ?,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-7.jpg,149512,3429b4c50db0be91ca8f721068a376b33b250fc246efc2fc42636a030f7da822,image/jpeg
appendix-8,Appendices,appendix,8. The Myth of Intercession,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-8,Appendices,appendix,8. The Myth of Intercession,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-8.jpg,133150,795bdb6ecec6bf5389b57ce82f4ff45ec90ee66178acb718a8503cdadede026e,image/jpeg
appendix-8,Appendices,appendix,8. The Myth of Intercession,pdf-1989,content/quran/organized_appendices/1989/appendix-8.pdf,84339,b8254487bf8b7ca5dce74bbc30cb806beccab646a6adc6f76176458817ff3c1b,application/pdf
appendix-8,Appendices,appendix,8. The Myth of Intercession,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-8.jpg,196768,510f5c911317915821e62d36a4b9070e5a8b02ad855802accc5083ee229cf405,image/jpeg
appendix-8,Appendices,appendix,8. The Myth of Intercession,pdf-1992,content/quran/organized_appendices/1992/appendix-8.pdf,102550,56d43bf36bba87f6bf9d9eb844fc28b3bb4019f9109620a37a5d274672ed8e40,application/pdf
appendix-8,Appendices,appendix,8. The Myth of Intercession,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-8.jpg,153987,0ceb41a25c1c4a6a34bae9997e031f28d518e2ca5ff0879e73e4d736f4b84464,image/jpeg
appendix-8,Appendices,appendix,8. The Myth of Intercession,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-8.jpg,153987,0ceb41a25c1c4a6a34bae9997e031f28d518e2ca5ff0879e73e4d736f4b84464,image/jpeg
appendix-9,Appendices,appendix,9. Abraham: Original Messenger of Islam,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-9,Appendices,appendix,9. Abraham: Original Messenger of Islam,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-9.jpg,75431,387a41e19caac4fc55b47573f294edb5e6a019296f3f5b6f640530a95be43ba7,image/jpeg
appendix-9,Appendices,appendix,9. Abraham: Original Messenger of Islam,pdf-1989,content/quran/organized_appendices/1989/appendix-9.pdf,91174,00f93e931d2f2d2797e805d0c6f2518553e4e72509e6641f7a0891095e229891,application/pdf
appendix-9,Appendices,appendix,9. Abraham: Original Messenger of Islam,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-9.jpg,198500,70f24635e222391fac9652742a27e89f7f9e0b6024c89ffc585d7e1cb1b3b249,image/jpeg
appendix-9,Appendices,appendix,9. Abraham: Original Messenger of Islam,pdf-1992,content/quran/organized_appendices/1992/appendix-9.pdf,108413,c7956c412c18f73bf9380e591587246a0dfba7e71632157fda4e9a56a7be349e,application/pdf
appendix-9,Appendices,appendix,9. Abraham: Original Messenger of Islam,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-9.jpg,165722,b60b06bffe1f514cf50e07d547ed14cf04cea264c7f50b5544af15ded917ca91,image/jpeg
appendix-9,Appendices,appendix,9. Abraham: Original Messenger of Islam,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-9.jpg,165722,b60b06bffe1f514cf50e07d547ed14cf04cea264c7f50b5544af15ded917ca91,image/jpeg
appendix-10,Appendices,appendix,10. God's Usage of the Plural Tense,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-10,Appendices,appendix,10. God's Usage of the Plural Tense,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-10.jpg,181245,c534195e6e147d047beff35adcd1d0396f64e1dfa954ada86c3d4a75e2d46b8c,image/jpeg
appendix-10,Appendices,appendix,10. God's Usage of the Plural Tense,pdf-1989,content/quran/organized_appendices/1989/appendix-10.pdf,80912,c5dc7505d11ea43ced6fc5563d0ac8d1cc6bb0ab8a4d6e742ae1b251ceed926f,application/pdf
appendix-10,Appendices,appendix,10. God's Usage of the Plural Tense,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-10.jpg,184771,24112bf049e19bcb820f673d67e7fa469ab3a2967aec54e4782a02e966f800b7,image/jpeg
appendix-10,Appendices,appendix,10. God's Usage of the Plural Tense,pdf-1992,content/quran/organized_appendices/1992/appendix-10.pdf,107124,1f8ebbda0679bc1e5a605679e9a77d7153f0adbcf983728924b1583807aa8f33,application/pdf
appendix-10,Appendices,appendix,10. God's Usage of the Plural Tense,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-10.jpg,166477,60dccf6bee5d7fe79fa788f72458ba6619a48822a6cd133cc88ed769db653a19,image/jpeg
appendix-10,Appendices,appendix,10. God's Usage of the Plural Tense,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-10.jpg,166477,60dccf6bee5d7fe79fa788f72458ba6619a48822a6cd133cc88ed769db653a19,image/jpeg
appendix-11,Appendices,appendix,11. The Day of Resurrection,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-11,Appendices,appendix,11. The Day of Resurrection,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-11.jpg,175310,1520cc98a76d576b2652a712c8befed25c3c12b2aabe6f27b3467502c2921af8,image/jpeg
appendix-11,Appendices,appendix,11. The Day of Resurrection,pdf-1989,content/quran/organized_appendices/1989/appendix-11.pdf,150820,444b5030674d4c4d1786bda7afe2ae7a680ff00fe9cc0f1d870705c9bd05bca0,application/pdf
appendix-11,Appendices,appendix,11. The Day of Resurrection,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-11.jpg,184771,24112bf049e19bcb820f673d67e7fa469ab3a2967aec54e4782a02e966f800b7,image/jpeg
appendix-11,Appendices,appendix,11. The Day of Resurrection,pdf-1992,content/quran/organized_appendices/1992/appendix-11.pdf,114165,9d4b3eadfad7b5d2a9f35451e6101222625255f0fed3e615d434cf1f666e442e,application/pdf
appendix-11,Appendices,appendix,11. The Day of Resurrection,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-11.jpg,143938,52db6c18ff410385ec237599b09922bec27a3101c3998308e4978ce27aba3c2a,image/jpeg
appendix-11,Appendices,appendix,11. The Day of Resurrection,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-11.jpg,143938,52db6c18ff410385ec237599b09922bec27a3101c3998308e4978ce27aba3c2a,image/jpeg
appendix-12,Appendices,appendix,12. Role of the Prophet Muhammad,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-12,Appendices,appendix,12. Role of the Prophet Muhammad,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-12.jpg,88884,bfbc74e2c1b85b4bf8d8e5b6738a700a4bb23cd31fb1c09e58d9e4f3eaca1a4d,image/jpeg
appendix-12,Appendices,appendix,12. Role of the Prophet Muhammad,pdf-1989,content/quran/organized_appendices/1989/appendix-12.pdf,139523,eadf97c44e7dfb926f862dfb92eb18addc91c87ece95500cb157253854f65f29,application/pdf
appendix-12,Appendices,appendix,12. Role of the Prophet Muhammad,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-12.jpg,174118,4340edf6e04d5eafc36b46a8ffafe2811aab144dba2be8d605652f353727f7f7,image/jpeg
appendix-12,Appendices,appendix,12. Role of the Prophet Muhammad,pdf-1992,content/quran/organized_appendices/1992/appendix-12.pdf,129979,52cdad1037fb4834d742f09f71bbc3a531030e792f4614873332e3ff2c21fc2a,application/pdf
appendix-12,Appendices,appendix,12. Role of the Prophet Muhammad,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-12.jpg,129583,1a2159fdd99b63376a3ce1f3e1f637dc200f32f8113e548285acc3dab7b4e84d,image/jpeg
appendix-12,Appendices,appendix,12. Role of the Prophet Muhammad,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-12.jpg,129583,1a2159fdd99b63376a3ce1f3e1f637dc200f32f8113e548285acc3dab7b4e84d,image/jpeg
appendix-13,Appendices,appendix,"13. The First Pillar of Islam (Submission):
""Laa Elaaha Ellaa Allah"" (No god except God)",pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-13,Appendices,appendix,"13. The First Pillar of Islam (Submission):
""Laa Elaaha Ellaa Allah"" (No god except God)",thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-13.jpg,95167,2c0ce3eef873441af82d29c224ae1ea31fb5b01b594d4dbc43ddaabc6cc0d696,image/jpeg
appendix-13,Appendices,appendix,"13. The First Pillar of Islam (Submission):
""Laa Elaaha Ellaa Allah"" (No god except God)",pdf-1989,content/quran/organized_appendices/1989/appendix-13.pdf,143328,1510f501da13b131f81a33f9154f8df3538c9f9c2d476d3ea9009916dead0ea0,application/pdf
appendix-13,Appendices,appendix,"13. The First Pillar of Islam (Submission):
""Laa Elaaha Ellaa Allah"" (No god except God)",thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-13.jpg,144195,4c335e82686a1b869a2e6a9c976e596308fdd81be5a22f75d887446f803935b5,image/jpeg
appendix-13,Appendices,appendix,"13. The First Pillar of Islam (Submission):
""Laa Elaaha Ellaa Allah"" (No god except God)",pdf-1992,content/quran/organized_appendices/1992/appendix-13.pdf,136884,d434d575597868ee18a0cc117a793a3d9e353db0dcec08ef12938fea3568fdb3,application/pdf
appendix-13,Appendices,appendix,"13. The First Pillar of Islam (Submission):
""Laa Elaaha Ellaa Allah"" (No god except God)",thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-13.jpg,146003,290e80051c98fb9d03a0c144c5be60c3e1dd291d28047cba68adea3f9407d8a9,image/jpeg
appendix-13,Appendices,appendix,"13. The First Pillar of Islam (Submission):
""Laa Elaaha Ellaa Allah"" (No god except God)",thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-13.jpg,146003,290e80051c98fb9d03a0c144c5be60c3e1dd291d28047cba68adea3f9407d8a9,image/jpeg
appendix-14,Appendices,appendix,14. Predestination,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-14,Appendices,appendix,14. Predestination,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-14.jpg,66066,d80bb5c3d2edfdca7207d68a70bb3394a8df24ed8571ef4544068037523c49f0,image/jpeg
appendix-14,Appendices,appendix,14. Predestination,pdf-1989,content/quran/organized_appendices/1989/appendix-14.pdf,168302,3b5add9816ad717f204fbcf1b7aa36c3890486c64bb3081ca762ce7cde588866,application/pdf
appendix-14,Appendices,appendix,14. Predestination,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-14.jpg,172433,bb58433cf651f432b3ac17cd46f43758a0a2863ea924195da87f2769b582af43,image/jpeg
appendix-14,Appendices,appendix,14. Predestination,pdf-1992,content/quran/organized_appendices/1992/appendix-14.pdf,121790,29dd66eab91d3bbf075ca14d8b98b659ef950ed15d869fe1a1793346d0610236,application/pdf
appendix-14,Appendices,appendix,14. Predestination,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-14.jpg,153006,e42a51d8954fcbeafa681d9acd0468965d796a350920cce550c8b2b55a097056,image/jpeg
appendix-14,Appendices,appendix,14. Predestination,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-14.jpg,153006,e42a51d8954fcbeafa681d9acd0468965d796a350920cce550c8b2b55a097056,image/jpeg
appendix-15,Appendices,appendix,15. Religious Duties: A Gift From God,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-15,Appendices,appendix,15. Religious Duties: A Gift From God,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-15.jpg,88180,3d0040ecd2725ca37926de3f2a9cb7256636a163631aad6c4939e1ad1f186d0d,image/jpeg
appendix-15,Appendices,appendix,15. Religious Duties: A Gift From God,pdf-1989,content/quran/organized_appendices/1989/appendix-15.pdf,252833,99328aa1f0bc944b3c1527fec7fff63ab12c6f12ef73527f92db589e58a4d899,application/pdf
appendix-15,Appendices,appendix,15. Religious Duties: A Gift From God,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-15.jpg,194936,d0f87c801888ca9e04d0f5b0f03d1feaa365944aa12511f9e2f9e1dba44f83a1,image/jpeg
appendix-15,Appendices,appendix,15. Religious Duties: A Gift From God,pdf-1992,content/quran/organized_appendices/1992/appendix-15.pdf,169386,e95850f86ac130c6e911ce8742f45a269b79ad947e59a0fdf05d750a5dcfb92c,application/pdf
appendix-15,Appendices,appendix,15. Religious Duties: A Gift From God,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-15.jpg,145875,3261983e021e13a15334da6682e9c1ff0e25b81516f2446dbf2f7219050e6107,image/jpeg
appendix-15,Appendices,appendix,15. Religious Duties: A Gift From God,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-15.jpg,145875,3261983e021e13a15334da6682e9c1ff0e25b81516f2446dbf2f7219050e6107,image/jpeg
appendix-16,Appendices,appendix,16. Dietary Prohibitions,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-16,Appendices,appendix,16. Dietary Prohibitions,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-16.jpg,154916,3915a50f586c67ad5a56a0613b8b900cbf337b5c6229a0c46b12907d475f256a,image/jpeg
appendix-16,Appendices,appendix,16. Dietary Prohibitions,pdf-1989,content/quran/organized_appendices/1989/appendix-16.pdf,70128,e28e0323fbf752a0df6495e12db8359326b0393be9ae32b57992ce83405ed5e1,application/pdf
appendix-16,Appendices,appendix,16. Dietary Prohibitions,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-16.jpg,146286,4f04708511b1df5d1a9351c570845ea5dce5e2cdcadf8e0bd6488fca19094989,image/jpeg
appendix-16,Appendices,appendix,16. Dietary Prohibitions,pdf-1992,content/quran/organized_appendices/1992/appendix-16.pdf,94884,92a75a237662dfec4e34731bdc09c80e8a1e94f7dbf8d0f3d07272a68119f2d5,application/pdf
appendix-16,Appendices,appendix,16. Dietary Prohibitions,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-16.jpg,134141,ad6bb637fc6c0a63bd51a3ec7b089138cfd0452e84ebe53ac3019b8f14706f71,image/jpeg
appendix-16,Appendices,appendix,16. Dietary Prohibitions,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-16.jpg,134141,ad6bb637fc6c0a63bd51a3ec7b089138cfd0452e84ebe53ac3019b8f14706f71,image/jpeg
appendix-17,Appendices,appendix,17. Death,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-17,Appendices,appendix,17. Death,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-17.jpg,149456,9a34f89e87ae88dcadece81eada4e4dc3f4820e178903ba0b9d39d44fa3f65a6,image/jpeg
appendix-17,Appendices,appendix,17. Death,pdf-1989,content/quran/organized_appendices/1989/appendix-17.pdf,70128,9be97fc5241e97b5f9a1b623a8e73f6e5fcb5ec091b8ec98bcf003b160ca3bc4,application/pdf
appendix-17,Appendices,appendix,17. Death,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-17.jpg,146286,4f04708511b1df5d1a9351c570845ea5dce5e2cdcadf8e0bd6488fca19094989,image/jpeg
appendix-17,Appendices,appendix,17. Death,pdf-1992,content/quran/organized_appendices/1992/appendix-17.pdf,165579,3b329acd7bfa1a5f82e4e818427a5dbb4f395abc8479f37149c4a8996f3c1dd9,application/pdf
appendix-17,Appendices,appendix,17. Death,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-17.jpg,134141,ad6bb637fc6c0a63bd51a3ec7b089138cfd0452e84ebe53ac3019b8f14706f71,image/jpeg
appendix-17,Appendices,appendix,17. Death,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-17.jpg,134141,ad6bb637fc6c0a63bd51a3ec7b089138cfd0452e84ebe53ac3019b8f14706f71,image/jpeg
appendix-18,Appendices,appendix,18. Quran: All You Need For Salvation,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-18,Appendices,appendix,18. Quran: All You Need For Salvation,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-18.jpg,177439,4e5635fa5c369448e2ed969df3d3df009416866d66912252d9d93a7d5464d792,image/jpeg
appendix-18,Appendices,appendix,18. Quran: All You Need For Salvation,pdf-1989,content/quran/organized_appendices/1989/appendix-18.pdf,84899,a93e874775e112c173a63cd60cb474735f1664c844c4b2432974021dd00c92d8,application/pdf
appendix-18,Appendices,appendix,18. Quran: All You Need For Salvation,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-18.jpg,187108,db1dd47a2f15fa1d141ead7009b21deee63c2a9d6317aef44b2b5b5a4ccad9ee,image/jpeg
appendix-18,Appendices,appendix,18. Quran: All You Need For Salvation,pdf-1992,content/quran/organized_appendices/1992/appendix-18.pdf,98380,66a2fa7b61dd7fda13edacfd221f4df1515a0a93eeb45a1c76856bb8c58100c1,application/pdf
appendix-18,Appendices,appendix,18. Quran: All You Need For Salvation,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-18.jpg,136607,f50bddf260fdf811b1f5cb82fff1a9a3c7c0a883c5a44f964417e1a1a8649375,image/jpeg
appendix-18,Appendices,appendix,18. Quran: All You Need For Salvation,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-18.jpg,136607,f50bddf260fdf811b1f5cb82fff1a9a3c7c0a883c5a44f964417e1a1a8649375,image/jpeg
appendix-19,Appendices,appendix,19. Hadith & Sunna: Satanic Innovations,pdf-1981,content/quran/organized_appendices/1981/appendices.pdf,96230649,13930301bffd3ce87c0bc1c49a0f4209f508a6988f2e93c9cfbd2189359223c2,application/pdf
appendix-19,Appendices,appendix,19. Hadith & Sunna: Satanic Innovations,thumbnail-1981,content/quran/organized_appendices/1981/thumbnails/appendix-19.jpg,137679,a81ccb23776dc132f7de0ea7680013cdfc252a6fee9e23c9a3e453efb1d81ef1,image/jpeg
appendix-19,Appendices,appendix,19. Hadith & Sunna: Satanic Innovations,pdf-1989,content/quran/organized_appendices/1989/appendix-19.pdf,156941,591abf8ac33d03c9af545674d27072fa6784f73d0ccc654e9bc6f16d8442c7c9,application/pdf
appendix-19,Appendices,appendix,19. Hadith & Sunna: Satanic Innovations,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-19.jpg,187108,db1dd47a2f15fa1d141ead7009b21deee63c2a9d6317aef44b2b5b5a4ccad9ee,image/jpeg
appendix-19,Appendices,appendix,19. Hadith & Sunna: Satanic Innovations,pdf-1992,content/quran/organized_appendices/1992/appendix-19.pdf,123367,416d67d436829e9c35c1ddd8eb25811cfc9af64e8508690f0c3d39af9aa194cc,application/pdf
appendix-19,Appendices,appendix,19. Hadith & Sunna: Satanic Innovations,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-19.jpg,136607,f50bddf260fdf811b1f5cb82fff1a9a3c7c0a883c5a44f964417e1a1a8649375,image/jpeg
appendix-19,Appendices,appendix,19. Hadith & Sunna: Satanic Innovations,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-19.jpg,136607,f50bddf260fdf811b1f5cb82fff1a9a3c7c0a883c5a44f964417e1a1a8649375,image/jpeg
appendix-20,Appendices,appendix,20. Quran: Unlike Any Other Book,pdf-1989,content/quran/organized_appendices/1989/appendix-20.pdf,79915,73c6cbc3493d6e2977446e432f31e7e2b30e0ca2d4dfb0807c5e2aa10a8f18d4,application/pdf
appendix-20,Appendices,appendix,20. Quran: Unlike Any Other Book,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-20.jpg,176935,1bf07bf1fd2ab77df640e231562827ef63b22b1ccce0e81abf06bab654045af7,image/jpeg
appendix-20,Appendices,appendix,20. Quran: Unlike Any Other Book,pdf-1992,content/quran/organized_appendices/1992/appendix-20.pdf,97846,6379b584cc2841bb4ce15e2e5689963b5f33a16c4b8a45673f10b4e55a971701,application/pdf
appendix-20,Appendices,appendix,20. Quran: Unlike Any Other Book,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-20.jpg,161043,7867db980bcd0ce374b1502a9c82e5f30be6100a3ea8c2705a4b1252a1af3ee5,image/jpeg
appendix-20,Appendices,appendix,20. Quran: Unlike Any Other Book,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-20.jpg,161043,7867db980bcd0ce374b1502a9c82e5f30be6100a3ea8c2705a4b1252a1af3ee5,image/jpeg
appendix-21,Appendices,appendix,21. Satan: Fallen Angel,pdf-1989,content/quran/organized_appendices/1989/appendix-21.pdf,147832,3d5f2cdbf9488b6973ede390dd5a77ae456a69b122c2ac172a90d68818d1d045,application/pdf
appendix-21,Appendices,appendix,21. Satan: Fallen Angel,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-21.jpg,176935,1bf07bf1fd2ab77df640e231562827ef63b22b1ccce0e81abf06bab654045af7,image/jpeg
appendix-21,Appendices,appendix,21. Satan: Fallen Angel,pdf-1992,content/quran/organized_appendices/1992/appendix-21.pdf,96977,1713e78a8c81089fcf2d5c5012621f23bfe62485e8dff82a7ebeba588b8f84b7,application/pdf
appendix-21,Appendices,appendix,21. Satan: Fallen Angel,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-21.jpg,121820,a06a892830e3078711c70c6cdec0998c24b7fd356ef73f43ba1b3f3e7a28dd70,image/jpeg
appendix-21,Appendices,appendix,21. Satan: Fallen Angel,thumbnail,content/quran/organized_appendices/1992/thumbnails/appendix-21.jpg,121820,a06a892830e3078711c70c6cdec0998c24b7fd356ef73f43ba1b3f3e7a28dd70,image/jpeg
appendix-22,Appendices,appendix,22. Jesus,pdf-1989,content/quran/organized_appendices/1989/appendix-22.pdf,210835,93b3b14788f647654fb23f7abb6280e6a5585a9f1ecaccb58c1523bc6c56080b,application/pdf
appendix-22,Appendices,appendix,22. Jesus,thumbnail-1989,content/quran/organized_appendices/1989/thumbnails/appendix-22.jpg,149031,f187c4a0c7933bc4f9923e758e325c1d8cd2f50debb5b60b19d3a6117043ce4c,image/jpeg
appendix-22,Appendices,appendix,22. Jesus,pdf-1992,content/quran/organized_appendices/1992/appendix-22.pdf,138789,26dc475bca74c0ea487064269151ebddad16bb848ad7fdb9cd004c3e6e3a067d,application/pdf
appendix-22,Appendices,appendix,22. Jesus,thumbnail-1992,content/quran/organized_appendices/1992/thumbnails/appendix-22.jpg,121820,a06a892830e3078711c70c6cdec0998c24b7fd356ef73f43ba1b3f3e7a28dd70,image/jpeg
