record_id,category,type,title,asset_kind,local_path,size_bytes,sha256,content_type
quran/48,Quran,quran,48. Victory,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/49,Quran,quran,49. The Walls,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/50,Quran,quran,50. Q,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/51,Quran,quran,51. Driver of the Winds,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/52,Quran,quran,52. Mount Sinai,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/53,Quran,quran,53. The Stars,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/54,Quran,quran,54. The Moon,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/55,Quran,quran,55. The Gracious,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/56,Quran,quran,56. The Inevitable,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/57,Quran,quran,57. Iron,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/58,Quran,quran,58. The Debate,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/59,Quran,quran,59. The Exodus,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/60,Quran,quran,60. The Test,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/61,Quran,quran,61. The Column,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/62,Quran,quran,62. Friday,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/63,Quran,quran,63. The Hypocrites,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/64,Quran,quran,64. Mutual Blaming,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/65,Quran,quran,65. Divorce,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/66,Quran,quran,66. Prohibition,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/67,Quran,quran,67. Kingship,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/68,Quran,quran,68. The Pen,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/69,Quran,quran,69. Incontestable,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/70,Quran,quran,70. The Heights,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/71,Quran,quran,71. Noah,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/72,Quran,quran,72. Jinns,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/73,Quran,quran,73. Cloaked,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/74,Quran,quran,74. The Hidden Secret,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/75,Quran,quran,75. Resurrection,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/76,Quran,quran,76. The Human,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/77,Quran,quran,77. Dispatched,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/78,Quran,quran,78. The Event,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/79,Quran,quran,79. The Snatchers,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/80,Quran,quran,80. He Frowned,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/81,Quran,quran,81. The Rolling,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/82,Quran,quran,82. The Shattering,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/83,Quran,quran,83. The Cheaters,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/84,Quran,quran,84. The Rupture,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/85,Quran,quran,85. The Galaxies,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/86,Quran,quran,86. The Bright Star,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/87,Quran,quran,87. The Most High,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/88,Quran,quran,88. Overwhelming,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/89,Quran,quran,89. Dawn,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/90,Quran,quran,90. The Town,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/91,Quran,quran,91. The Sun,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/92,Quran,quran,92. The Night,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/93,Quran,quran,93. The Forenoon,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/94,Quran,quran,94. Cooling the Temper,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/95,Quran,quran,95. The Fig,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/96,Quran,quran,96. The Embryo,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/97,Quran,quran,97. The Destiny,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/98,Quran,quran,98. The Proof,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/99,Quran,quran,99. The Quake,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/100,Quran,quran,100. The Gallopers,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/101,Quran,quran,101. The Shocker,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/102,Quran,quran,102. Hoarding,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/103,Quran,quran,103. The Afternoon,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/104,Quran,quran,104. The Backbiter,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/105,Quran,quran,105. The Elephant,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/106,Quran,quran,106. Quraish Tribe,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/107,Quran,quran,107. Charity,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/108,Quran,quran,108. Bounty,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/109,Quran,quran,109. The Disbelievers,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/110,Quran,quran,110. Triumph,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/111,Quran,quran,111. Thorns,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/112,Quran,quran,112. Absoluteness,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/113,Quran,quran,113. Daybreak,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
quran/114,Quran,quran,114. People,thumbnail,images/placeholders/rashad-khalifa.png,728404,647ecb531abdd69060bb0df670878fdf82c6e0bd41fe842c2070d8ada65da5d0,image/png
computer-speaks,Books,other,The Computer Speaks: God's Message to the World,pdf,content/written/books/computer-speaks.pdf,3998367,eb7ec97af698f90f8e8b5b211bc14a0eec9a06b96149775badd9cdc63b3b6692,application/pdf
computer-speaks,Books,other,The Computer Speaks: God's Message to the World,thumbnail,content/written/books/thumbnails/computer-speaks.jpg,28983,e70b006a1e48055e560174acad5ec63157ff0134e910d98b542cb8b2c1172d88,image/jpeg
english-meanings-of-the-quran,Books,other,English Meanings of the Quran,pdf,content/written/books/english-meanings-of-the-quran.pdf,4352310,7f6f72123bb6b73a4e53aee0f43ed8d4317d96851077c8612224c172ce27efbf,application/pdf
english-meanings-of-the-quran,Books,other,English Meanings of the Quran,thumbnail,content/written/books/thumbnails/english-meanings-of-the-quran.png,148965,1945895b1e906120b1007603c177ec624701293213b2b7e84c3f3a50a9805433,image/png
eternity-screenplay,Books,other,ETERNITY - Screenplay,pdf,content/written/books/eternity-screenplay.pdf,14345861,91d9ff6c77cedc31dc3ffe4a893fda724807caeba8004d6c2ba2b5e465b03fa1,application/pdf
eternity-screenplay,Books,other,ETERNITY - Screenplay,thumbnail,content/written/books/thumbnails/eternity-screenplay.png,25231,49d2274384f3a2a9e1472a2c1c4493518ec1cd35e9ab2e80264efceae1b9321e,image/png
hard-cover-1989,Books,other,Quran: The Final Testament (Authorized English Version) With the Arabic Text,pdf,content/written/books/hard-cover-1989.pdf,54550101,8c997bf771169bbb87313f51fdd462e46b5391f1666c705d9be70c5e163ba250,application/pdf
hard-cover-1989,Books,other,Quran: The Final Testament (Authorized English Version) With the Arabic Text,thumbnail,content/written/books/thumbnails/hard-cover-1989.png,2896409,80e65603e4634c3baaaca3dc5d0a850536e9e9fe314d0b35375272b638d32418,image/png
islam-volume-1-number-1-april-1974,Books,other,"ISLAM - Volume 1, Number 1 (April 1974)",pdf,content/written/books/islam-volume-1-number-1-april-1974.pdf,18881809,acbb559696a63bc9fddbea3ba1fffb6128111292ef85f8fe21dc7006d6beaf7d,application/pdf
islam-volume-1-number-1-april-1974,Books,other,"ISLAM - Volume 1, Number 1 (April 1974)",thumbnail,content/written/books/thumbnails/islam-volume-1-number-1-april-1974.png,2213530,8a7d132205bda69f0b00f1de5f5a987307317f53a16cf153ede6e12ce0b25b38,image/png
islam-volume-1-number-2-july-1974,Books,other,"ISLAM - Volume 1, Number 2 (July 1974)",pdf,content/written/books/islam-volume-1-number-2-july-1974.pdf,45962071,594d7e10bf8731f8929ba73a61859790fb44c9d2de0b1988a33b96c18018f104,application/pdf
islam-volume-1-number-2-july-1974,Books,other,"ISLAM - Volume 1, Number 2 (July 1974)",thumbnail,content/written/books/thumbnails/islam-volume-1-number-2-july-1974.png,2079304,f84d1e7830e49e96aec01bc50e3cf43878519f69527ef743ce906c7a8f20152c,image/png
islam-volume-1-number-3-4-january-1975,Books,other,"ISLAM - Volume 1, Number 3 & 4 (January 1975)",pdf,content/written/books/islam-volume-1-number-3-4-january-1975.pdf,68099907,1337ad0c1a1d1c7373a172a9ca3dc798ae90734a4bcf1a7cce5d7c621d4cc4fd,application/pdf
islam-volume-1-number-3-4-january-1975,Books,other,"ISLAM - Volume 1, Number 3 & 4 (January 1975)",thumbnail,content/written/books/thumbnails/islam-volume-1-number-3-4-january-1975.png,1925583,005c99e54362fff131c132bf5e60769dd103622b3a4f2d7076f687ab38131ad0,image/png
miracle-of-quran-alphabets,Books,other,Miracle of the Quran - Significance of the Mysterious Alphabets,pdf,content/written/books/miracle-of-quran-alphabets.pdf,28987345,26ce162e33b55876f37cd5d8f3b54bb43aa90a8c894cbc93bdbcef86368a5513,application/pdf
miracle-of-quran-alphabets,Books,other,Miracle of the Quran - Significance of the Mysterious Alphabets,thumbnail,content/written/books/thumbnails/miracle-of-quran-alphabets.png,2940843,bcae5b39bd1fef85f706d01d38fcea8bd5f9fc31c0841d09648d6ebda66029ec,image/png
perpetual-miracle,Books,other,The Perpetual Miracle of Muhammad,pdf,content/written/books/perpetual-miracle.pdf,1601735,7b05f739da3e663a1d76bf6d4f56959ed1673be8089f62526d283f2752e55a92,application/pdf
perpetual-miracle,Books,other,The Perpetual Miracle of Muhammad,thumbnail,content/written/books/thumbnails/perpetual-miracle.png,3459887,b565606d9ff9798fa73723dc515c7a19ef8474263e9fdb916f14e427435f891a,image/png
quran-hadith-islam,Books,other,"Quran, Hadith, and Islam",pdf,content/written/books/quran-hadith-islam.pdf,15966986,a4b1ece7954b7498a2421944ca18ed3b758aa4203a2c3e1494a9e7c41886f5a4,application/pdf
quran-hadith-islam,Books,other,"Quran, Hadith, and Islam",thumbnail,content/written/books/thumbnails/quran-hadith-islam.png,3089119,802db164e0632d03f7fee7b427754e71e94f04419050792a0a8e04ce86a40d82,image/png
quran-visual-presentation,Books,other,Quran - Visual Presentation of the Miracle,pdf,content/written/books/quran-visual-presentation.pdf,6308173,f8d803766bac8487c5dfd9bf48b06d3a8fb291d1eb242df0e433180bdd44936f,application/pdf
quran-visual-presentation,Books,other,Quran - Visual Presentation of the Miracle,thumbnail,content/written/books/thumbnails/quran-visual-presentation.png,2034834,719b96819260eb65df40162beaa646b9a67ed003e7ee885508609ac3113c023b,image/png
quran1981,Books,other,Quran: The Final Scripture (Authorized English Version),pdf,content/written/books/quran1981.pdf,98968592,6434ded87480aca872a9dbba7530a85144b9f257d15a4a1906783ff4b19bbae5,application/pdf
quran1981,Books,other,Quran: The Final Scripture (Authorized English Version),thumbnail,content/written/books/thumbnails/quran1981.png,3159131,de579e3298788c6cc2222a4dbf6e1dbb6c23d0aa0389c9a58b7e55fd3d858225,image/png
salat-booklet,Books,other,The Contact Prayers,pdf,content/written/books/salat-booklet.pdf,502268,d01997124ab323ce4af26cd903b0fcac7edf9308fa6e24344ccfa86e7ca8bc12,application/pdf
salat-booklet,Books,other,The Contact Prayers,thumbnail,content/written/books/thumbnails/salat-booklet.png,73530,d46c8f86164c8fdf8c83934283d45ac2e0ef2384b499ede8f44e0248f244ea5e,image/png
