chapter_number,placement_before_verse,verse_id,text,pdf_page,printed_page,bbox,bbox_normalized,later_edition_candidates_same_verse,exact_match_to_later_edition
2,253,2:253,Many Messengers/One Message,61,42,"[180.1, 48.198, 338.62, 60.198]","[0.347751, 0.067439, 0.653833, 0.084229]",Many Messengers / One Message,False
2,254,2:254,The Myth of Intercession*,61,42,"[81.0, 205.298, 211.908, 217.298]","[0.156401, 0.287251, 0.409168, 0.304041]",No Intercession*,False
2,256,2:256,No Compulsion in Religion,61,42,"[189.94, 553.398, 326.992, 565.398]","[0.36675, 0.774309, 0.631381, 0.791099]",No Compulsion in Religion,True
2,258,2:258,Abraham’s Debate,62,43,"[213.5, 163.998, 308.384, 175.998]","[0.412242, 0.229465, 0.595451, 0.246255]",Abraham's Courageous Debate,False
2,259,2:259,Lesson About Death,62,43,"[96.599, 345.198, 200.771, 357.198]","[0.186521, 0.482998, 0.387664, 0.499788]",Lesson About Death*,False
2,260,2:260,Every Believer Needs Assurance,63,44,"[178.19, 48.548, 338.474, 60.548]","[0.344063, 0.067928, 0.653551, 0.084718]",Every Believer Needs Assurance,True
2,261,2:261,The Best Investment,63,44,"[94.9, 202.748, 197.164, 214.748]","[0.18324, 0.283683, 0.380699, 0.300473]",The Best Investment,True
2,272,2:272,God is the Only One Who Guides,65,46,"[59.65, 267.098, 230.41, 279.098]","[0.115177, 0.373721, 0.444893, 0.390511]",God is the Only One Who Guides,True
2,275,2:275,Usury Prohibited*,66,47,"[217.55, 48.098, 306.29, 60.098]","[0.420062, 0.067299, 0.591408, 0.084089]",Usury Prohibited*,True
2,282,2:282,Write Down Financial Transactions,67,48,"[170.05, 48.548, 349.138, 60.548]","[0.328345, 0.067928, 0.674142, 0.084718]",Write Down Financial Transactions,True
2,285,2:285,Do Not Make Any Distinction Among God's Messengers,68,49,"[71.15, 285.448, 223.13, 311.247]","[0.137382, 0.399396, 0.430836, 0.435494]",You Shall Not Make Any Distinction Among God's Messengers,False
3,10,3:10,Disbelievers: Always the Ultimate Losers,70,51,"[158.3, 48.348, 361.916, 60.348]","[0.305657, 0.067648, 0.698814, 0.084439]",,False
3,13,3:13,Believers: The Ultimate Victors,70,51,"[69.5, 271.548, 226.388, 283.548]","[0.134196, 0.379947, 0.437127, 0.396738]",Believers: The Ultimate Victors,True
3,28,3:28,Choose Your Friends Carefully,72,53,"[69.5, 467.248, 225.584, 479.248]","[0.134196, 0.653769, 0.435574, 0.670559]",Choose Your Friends Carefully,True
3,33,3:33,The Birth of Mary,73,54,"[100.7, 268.298, 190.976, 280.298]","[0.194439, 0.3754, 0.368751, 0.39219]",The Birth of Mary,True
3,38,3:38,The Birth of John,74,55,"[214.9, 47.498, 301.888, 59.498]","[0.414945, 0.066459, 0.582908, 0.083249]",The Birth of John,True
3,54,3:54,The Death of Jesus*,76,57,"[209.9, 76.298, 311.12, 88.298]","[0.405291, 0.106756, 0.600734, 0.123546]",The Death of Jesus*,True
3,59,3:59,Mathematical Confirmation*,76,57,"[74.05, 382.748, 222.358, 394.748]","[0.142981, 0.535537, 0.429346, 0.552327]",Mathematical Confirmation*,True
3,75,3:75,Be Honest With All People,78,59,"[79.55, 298.298, 214.874, 310.298]","[0.153601, 0.417376, 0.414895, 0.434166]",Be Honest With All People,True
3,81,3:81,Major Prophecy Fulfilled* God’s Messenger of the Covenant,79,60,"[61.299, 237.798, 231.027, 263.748]","[0.118361, 0.332725, 0.446084, 0.369034]",Major Prophecy Fulfilled* God's Messenger of the Covenant,False
3,82,3:82,Rejectors of God’s Messenger of the Covenant No Longer Muslims,79,60,"[62.5, 418.298, 233.248, 444.697]","[0.12068, 0.585278, 0.450373, 0.622215]",Rejectors of God's Messenger of the Covenant are Disbelievers,False
3,84,3:84,Make No Distinction Among God’s Messengers,80,61,"[142.44, 48.348, 379.428, 60.348]","[0.275034, 0.067648, 0.732628, 0.084439]",Make No Distinction Among God's Messengers,False
3,90,3:90,When Repentance is Unacceptable,80,61,"[62.049, 435.698, 235.113, 447.698]","[0.119809, 0.609624, 0.453974, 0.626415]",When Repentance is Unacceptable,True
3,93,3:93,Do Not Prohibit What Is Lawful,81,62,"[177.0, 78.098, 341.328, 90.098]","[0.341765, 0.109274, 0.659062, 0.126064]",Do Not Prohibit What Is Lawful,True
3,110,3:110,The Best Community,83,64,"[207.25, 93.698, 313.378, 105.698]","[0.400174, 0.131102, 0.605094, 0.147892]",The Best Community,True
3,113,3:113,Righteous Jews & Christians,83,64,"[77.15, 463.148, 218.258, 475.148]","[0.148967, 0.648032, 0.421429, 0.664822]",Righteous Jews & Christians,True
3,118,3:118,Do Not Befriend Hypocrites,84,65,"[76.2, 186.198, 216.6, 198.198]","[0.147133, 0.260527, 0.418227, 0.277317]",Do Not Befriend Hypocrites,True
3,121,3:121,The Battle of Badr,84,65,"[213.94, 597.348, 307.78, 609.348]","[0.413091, 0.835803, 0.594285, 0.852593]",The Battle of Badr,True
3,130,3:130,Usury Prohibited*,85,66,"[103.3, 466.048, 192.292, 478.048]","[0.199459, 0.652089, 0.371292, 0.66888]",Usury Prohibited*,True
3,133,3:133,Attributes of the Righteous,86,67,"[190.44, 46.998, 324.78, 58.998]","[0.367716, 0.06576, 0.627109, 0.08255]",Attributes of the Righteous,True
3,137,3:137,Victory for the Righteous,86,67,"[85.8, 391.048, 209.556, 403.048]","[0.165669, 0.547151, 0.404626, 0.563941]",Victory for the Righteous,True
3,142,3:142,Our Claims Must Be Tested,87,68,"[189.5, 77.498, 330.008, 89.498]","[0.365901, 0.108435, 0.637204, 0.125225]",Our Claims Must Be Tested,True
3,151,3:151,God Controls Your Enemies,88,69,"[188.05, 140.498, 330.118, 152.498]","[0.363101, 0.196584, 0.637417, 0.213374]",God Controls Your Enemies,True
3,152,3:152,The Battle of Uhud,88,69,"[98.75, 263.848, 196.286, 275.848]","[0.190674, 0.369174, 0.379004, 0.385964]",The Battle of Uhud,True
3,154,3:154,Moment of Death Fixed and Predetermined,89,70,"[149.4, 48.348, 368.904, 60.348]","[0.288473, 0.067648, 0.712307, 0.084439]",Moment of Death Predetermined,False
3,175,3:175,Fear: The Devil’s Tool,92,73,"[202.44, 92.848, 316.596, 104.848]","[0.390886, 0.129912, 0.611307, 0.146703]",Fear: The Devil's Tool,False
3,181,3:181,Humans Continue to Defy God,93,74,"[179.4, 48.348, 338.748, 60.348]","[0.346399, 0.067648, 0.65408, 0.084439]",Humans Continue to Defy God,True
3,185,3:185,A Great Triumph,93,74,"[100.9, 366.798, 189.592, 378.798]","[0.194825, 0.51322, 0.366078, 0.53001]",A Great Triumph,True
3,186,3:186,The Inevitable Test*,93,74,"[95.65, 504.098, 197.83, 516.098]","[0.184688, 0.705329, 0.381985, 0.722119]",The Inevitable Test*,True
3,195,3:195,God Responds,95,76,"[221.9, 47.748, 295.364, 59.748]","[0.428461, 0.066809, 0.570311, 0.083599]",God Responds,True
3,199,3:199,Righteous Jews and Christians,95,76,"[70.45, 394.548, 222.322, 406.548]","[0.13603, 0.552047, 0.429276, 0.568838]",Righteous Jews and Christians,True
4,3,4:3,Grounds For Polygamy*,96,77,"[85.8, 280.898, 209.256, 292.898]","[0.165669, 0.39303, 0.404047, 0.40982]",Grounds For Polygamy*,True
4,11,4:11,If No Will Is Left*,97,78,"[99.25, 278.848, 192.574, 290.848]","[0.191639, 0.390161, 0.371836, 0.406952]",If No Will Is Left*,True
4,12,4:12,Inheritance For the Spouses,98,79,"[187.55, 47.498, 327.878, 59.498]","[0.362136, 0.066459, 0.633091, 0.083249]",Inheritance For the Spouses,True
4,13,4:13,God Communicates With Us Through His Messenger,98,79,"[74.05, 441.798, 223.44, 467.947]","[0.142981, 0.618159, 0.431435, 0.654747]",God Communicates With Us Through His Messenger,True
4,15,4:15,Health Quarantine,99,80,"[211.3, 48.948, 306.652, 60.948]","[0.407994, 0.068488, 0.592107, 0.085278]",Health Quarantine,True
4,17,4:17,Repentance,99,80,"[116.75, 214.748, 175.286, 226.748]","[0.22543, 0.300473, 0.338455, 0.317264]",Repentance,True
4,22,4:22,Respect for the Father,100,81,"[92.05, 249.198, 204.754, 261.198]","[0.177737, 0.348676, 0.395354, 0.365466]",Respect for the Father,True
4,23,4:23,Incest Forbidden,100,81,"[105.25, 357.098, 190.534, 369.098]","[0.203225, 0.499648, 0.367897, 0.516438]",Incest Forbidden,True
4,24,4:24,Mutual Attraction And Dowry Required,101,82,"[158.5, 47.848, 359.212, 59.848]","[0.306044, 0.066949, 0.693593, 0.083739]",Mutual Attraction And Dowry Required,True
4,27,4:27,God’s Mercy,102,83,"[226.69, 47.348, 290.074, 59.348]","[0.43771, 0.066249, 0.560097, 0.08304]",God's Mercy,False
4,32,4:32,Men and Women Endowed With Unique Qualities,102,83,"[64.44, 383.948, 229.092, 410.247]","[0.124426, 0.537216, 0.442348, 0.574013]",Men and Women Endowed With Unique Qualities,True
4,34,4:34,Do Not Beat Your Wife*,103,84,"[196.44, 48.448, 321.756, 60.448]","[0.379301, 0.067788, 0.62127, 0.084579]",Do Not Beat Your Wife*,True
4,40,4:40,Divine Justice,104,85,"[224.3, 142.548, 293.228, 154.548]","[0.433095, 0.199452, 0.566186, 0.216242]",Divine Justice,True
4,43,4:43,What Nullifies Ablution,104,85,"[88.2, 393.698, 206.508, 405.698]","[0.170303, 0.550858, 0.398741, 0.567648]",What Nullifies Ablution,True
4,48,4:48,The Unforgivable Sin,105,86,"[94.45, 351.798, 199.63, 363.798]","[0.182371, 0.492232, 0.385461, 0.509022]",The Unforgivable Sin,True
4,58,4:58,Honesty & Justice Advocated,106,87,"[73.55, 467.948, 219.95, 479.948]","[0.142016, 0.654748, 0.424696, 0.671538]",Honesty & Justice Advocated,True
4,60,4:60,Believers Or Hypocrites?,107,88,"[194.3, 48.198, 324.596, 60.198]","[0.375169, 0.067439, 0.626754, 0.084229]",Believers Or Hypocrites?,True
4,64,4:64,Unquestioning Submission: Quality of the True Believers,107,88,"[74.05, 423.198, 217.966, 449.148]","[0.142981, 0.592134, 0.420865, 0.628443]",Unquestioning Submission: Quality of the True Believers,True
4,69,4:69,Equality of Believers,108,89,"[95.15, 239.498, 199.646, 251.498]","[0.183723, 0.335103, 0.385491, 0.351894]",Equality of Believers,True
4,75,4:75,The Believers are Fearless,109,90,"[195.0, 48.448, 324.228, 60.448]","[0.376521, 0.067788, 0.626044, 0.084579]",The Believers are Fearless,True
4,79,4:79,Nothing Bad Comes From God*,109,90,"[176.05, 556.048, 340.534, 568.048]","[0.33993, 0.778016, 0.657528, 0.794806]",Nothing Bad Comes From God,False
4,82,4:82,Proof of Divine Authorship,110,91,"[194.3, 142.398, 330.236, 154.398]","[0.375169, 0.199242, 0.637644, 0.216032]",Proof of Divine Authorship,True
4,85,4:85,Limits of Responsibility,110,91,"[88.2, 495.198, 207.552, 507.198]","[0.170303, 0.692876, 0.400757, 0.709666]",Responsibility,False
4,86,4:86,You Shall Be Courteous,110,91,"[200.05, 576.348, 320.41, 588.348]","[0.386271, 0.80642, 0.618671, 0.82321]",You Shall Be Courteous,True
4,92,4:92,You Shall Not Kill,112,93,"[214.19, 48.448, 306.374, 60.448]","[0.413574, 0.067788, 0.59157, 0.084579]",You Shall Not Kill,True
4,93,4:93,An Unforgivable Offense,112,93,"[84.099, 356.848, 210.423, 368.848]","[0.162385, 0.499298, 0.4063, 0.516088]",An Unforgivable Offense,True
4,97,4:97,Apathy Condemned,113,94,"[94.9, 221.948, 196.492, 233.948]","[0.18324, 0.310548, 0.379401, 0.327338]",Apathy Condemned,True
4,107,4:107,Do Not Defend the Transgressors,115,96,"[175.1, 78.948, 343.448, 90.948]","[0.338096, 0.110464, 0.663155, 0.127254]",Do Not Defend the Transgressors,True
4,116,4:116,The Unforgivable Sin,116,97,"[95.4, 226.298, 201.528, 238.298]","[0.184205, 0.316634, 0.389125, 0.333424]",The Unforgivable Sin,True
4,125,4:125,Abraham: Original Messenger of Islam*,117,98,"[73.55, 265.398, 219.59, 291.198]","[0.142016, 0.371342, 0.424001, 0.407441]",Abraham: Original Messenger of Submission*,False
4,128,4:128,Divorce Discouraged,118,99,"[206.05, 47.248, 310.378, 59.248]","[0.397857, 0.066109, 0.599301, 0.0829]",Divorce Discouraged,True
4,129,4:129,Polygamy Discouraged,118,99,"[202.19, 142.298, 315.626, 154.298]","[0.390403, 0.199102, 0.609434, 0.215892]",Polygamy Discouraged*,False
4,135,4:135,You Shall Not Bear False Witness,119,100,"[174.35, 47.948, 344.558, 59.948]","[0.336648, 0.067089, 0.665298, 0.083879]",You Shall Not Bear False Witness,True
4,142,4:142,The Hypocrites,120,101,"[222.1, 149.148, 296.44, 161.148]","[0.428847, 0.208687, 0.572389, 0.225477]",,False
4,145,4:145,They Think That They Are Believers,120,101,"[101.4, 430.748, 194.604, 457.298]","[0.195791, 0.602698, 0.375756, 0.639847]",They Think That They Are Believers,True
4,148,4:148,You Shall Not Use Bad Language,121,102,"[173.65, 48.098, 344.11, 60.098]","[0.335296, 0.067299, 0.664433, 0.084089]",Do Not Use Bad Language,False
4,150,4:150,You Shall Not Make Any Distinction Among God’s Messengers,121,102,"[100.45, 137.598, 418.834, 149.598]","[0.193956, 0.192526, 0.808716, 0.209316]",You Shall Not Make Any Distinction Among God's Messengers,False
4,153,4:153,Lessons From Israel,121,102,"[95.9, 391.898, 198.452, 403.898]","[0.185171, 0.54834, 0.383186, 0.56513]",Lessons From Israel,True
4,157,4:157,Crucifying “the Body” of Jesus*,122,103,"[180.35, 126.698, 338.258, 138.698]","[0.348233, 0.177275, 0.653134, 0.194065]","Crucifying ""the Body"" of Jesus*",False
4,171,4:171,Trinity: A False Doctrine,124,105,"[196.19, 46.998, 320.162, 58.998]","[0.378818, 0.06576, 0.618193, 0.08255]",Trinity: A False Doctrine,True
5,3,5:3,Only Four Meats Prohibited: “Animals that die of themselves” Defined,126,107,"[80.3, 47.498, 435.704, 59.498]","[0.155049, 0.066459, 0.84129, 0.083249]","Only Four Meats Prohibited ""Animals that die of themselves"" Defined",False
5,6,5:6,Ablution,127,108,"[236.05, 48.198, 279.982, 60.198]","[0.455783, 0.067439, 0.54061, 0.084229]",Ablution,True
5,8,5:8,Do Not Bear False Witness,127,108,"[79.3, 467.498, 216.052, 479.498]","[0.153118, 0.654118, 0.417169, 0.670909]",You Shall Not Bear False Witness,False
5,11,5:11,God Defends the Believers,128,109,"[194.75, 90.798, 327.878, 102.798]","[0.376038, 0.127044, 0.633091, 0.143834]",God Defends the Believers,True
5,12,5:12,Conditions for Staying Within God’s Protection*,128,109,"[81.0, 189.798, 234.0, 215.847]","[0.156401, 0.265564, 0.451825, 0.302011]",Conditions for Staying Within God's Protection*,False
5,13,5:13,Consequences of Violating God’s Covenant,128,109,"[80.75, 459.198, 218.65, 485.597]","[0.155918, 0.642505, 0.422186, 0.679442]",Consequences of Violating God's Covenant,False
5,14,5:14,"Christians, too, Must Obey God’s Messenger",129,110,"[147.5, 48.448, 371.384, 60.448]","[0.284804, 0.067788, 0.717096, 0.084579]","Christians, too, Must Obey God's Messenger",False
5,15,5:15,The Quran: God’s Message to the Jews and Christians,129,110,"[78.099, 221.498, 218.149, 247.548]","[0.150799, 0.309918, 0.421218, 0.346367]",The Quran: God's Message to the Jews and Christians,False
5,17,5:17,Gross Blasphemy,129,110,"[103.09, 466.398, 189.91, 478.398]","[0.199054, 0.652579, 0.366692, 0.669369]",Gross Blasphemy,True
5,18,5:18,"God’s Messenger to the Jews, Christians and Muslims",130,111,"[123.7, 47.248, 392.14, 59.248]","[0.238849, 0.066109, 0.757173, 0.0829]","God's Messenger to the Jews, Christians and Muslims",False
5,21,5:21,God Gives the Holy Land to Israel,130,111,"[59.15, 370.748, 236.246, 382.748]","[0.114211, 0.518747, 0.456161, 0.535537]",God Gives the Holy Land to Israel,True
5,27,5:27,The First Murder*,131,112,"[101.4, 205.148, 192.768, 217.148]","[0.195791, 0.287041, 0.372211, 0.303831]",The First Murder*,True
5,32,5:32,Grossness of Murder,132,113,"[206.75, 47.248, 310.814, 59.248]","[0.399208, 0.066109, 0.600143, 0.0829]",Grossness of Murder,True
5,36,5:36,The Cost of Disbelief,132,113,"[207.94, 540.548, 315.088, 552.548]","[0.401506, 0.756329, 0.608395, 0.773119]",The Cost of Disbelief,True
5,38,5:38,Mathematical Proof Supports Quranic Justice,133,114,"[144.1, 76.998, 373.732, 88.998]","[0.278239, 0.107735, 0.72163, 0.124525]",Mathematical Proof Supports Quranic Justice,True
5,44,5:44,Honoring Previous Scripture,134,115,"[76.7, 298.148, 219.704, 310.148]","[0.148098, 0.417166, 0.424221, 0.433956]",Honoring Previous Scripture,True
5,45,5:45,The Law of Equivalence,134,115,"[198.85, 542.348, 321.958, 554.348]","[0.383954, 0.758848, 0.621661, 0.775638]",The Law of Equivalence,True
5,46,5:46,The Gospel of Jesus: Guidance and Light,135,116,"[154.69, 47.848, 364.282, 59.848]","[0.298687, 0.066949, 0.703383, 0.083739]",The Gospel of Jesus: Guidance and Light,True
5,48,5:48,Quran: The Ultimate Reference,135,116,"[67.099, 252.198, 225.355, 264.198]","[0.12956, 0.352873, 0.435132, 0.369663]",Quran: The Ultimate Reference,True
5,51,5:51,Certain Jews and Christians Cannot Be Friends*,136,117,"[138.35, 48.698, 383.102, 60.698]","[0.267137, 0.068138, 0.739722, 0.084928]",Certain Jews and Christians Cannot Be Friends*,True
5,58,5:58,Recipients of the Scriptures Transgress,137,118,"[163.1, 48.798, 355.46, 60.798]","[0.314926, 0.068278, 0.686349, 0.085068]",Recipients of the Scriptures Transgress,True
5,64,5:64,Blaspheming Against God,137,118,"[79.8, 521.948, 210.888, 533.948]","[0.154084, 0.730304, 0.407198, 0.747094]",Blaspheming Against God,True
5,65,5:65,Salvation For Jews and Christians,138,119,"[172.69, 47.498, 344.038, 59.498]","[0.333443, 0.066459, 0.664294, 0.083249]",Salvation For Jews and Christians,True
5,67,5:67,The Messenger Must Deliver,138,119,"[79.8, 178.298, 222.276, 190.298]","[0.154084, 0.249473, 0.429187, 0.266263]",The Messenger Must Deliver,True
5,69,5:69,Minimum Requirements For Salvation,138,119,"[86.05, 439.148, 211.44, 465.197]","[0.166152, 0.614452, 0.408264, 0.650899]",Minimum Requirements For Salvation,True
5,72,5:72,Today’s Christianity Not Jesus’ Religion*,139,120,"[156.85, 92.748, 362.206, 104.748]","[0.302858, 0.129772, 0.699374, 0.146563]",Today's Christianity Not Jesus' Religion*,False
5,79,5:79,Apathy Condemned,140,121,"[96.599, 261.698, 198.671, 273.698]","[0.186521, 0.366165, 0.383609, 0.382956]",Apathy Condemned,True
5,82,5:82,A Statement of Fact,140,121,"[207.94, 532.748, 310.696, 544.748]","[0.401506, 0.745415, 0.599915, 0.762206]",A Statement of Fact,True
5,87,5:87,Do Not Prohibit Lawful Things,141,122,"[67.3, 327.348, 225.4, 339.348]","[0.129948, 0.458022, 0.435219, 0.474812]",Do Not Prohibit Lawful Things,True
